,NrArticolo,budgetConsuntivo,NrOrdineProduzione,Descrizione,NrAreaProduzione,Risorsa,TempoRisorsa,QuantitydiOutput
309,ART0004202,BUDGET,ODP17-01566,Tornitura,A20,RIS2,0.75,1.0
310,ART0004942,BUDGET,ODP17-01515,Tornitura,A20,RIS14,2.5,8.0
311,ART0004941,BUDGET,ODP17-01515,Fresatura,A30,RIS9,4.0,0.0
312,ART0004202,BUDGET,ODP17-01566,Tornitura,A20,RIS2,1.0,1.0
313,ART0002896,BUDGET,ODP17-01403,Tornitura,A20,RIS2,0.35,1.0
314,ART0002895,BUDGET,ODP17-01403,Tornitura,A20,RIS2,0.35,1.0
315,ART0004941,BUDGET,ODP17-01515,Fresatura,A30,RIS9,3.75,8.0
316,ART0005091,BUDGET,ODP17-01515,Tornitura,A20,RIS14,1.5,4.0
317,ART0005091,BUDGET,ODP17-01515,Tornitura,A20,RIS14,0.5,0.0
318,ART0002882,BUDGET,ODP17-01760,Tornitura,A20,RIS2,1.25,1.0
319,ART0004946,BUDGET,ODP17-01515,Fresatura,A30,RIS9,6.5,16.0
320,ART0001866,BUDGET,ODP17-01092,Rettifica,A34,RIS13,10.0,0.0
321,ART0004947,BUDGET,ODP17-01515,Fresatura,A30,RIS9,2.83,8.0
322,ART0002070,BUDGET,ODP17-01405,Fresatura,A30,RIS7,0.75,1.0
323,ART0002015,BUDGET,ODP17-01405,Fresatura,A30,RIS7,0.5,1.0
324,ART0001762,BUDGET,ODP17-01406,Fresatura,A30,RIS7,0.25,0.0
325,ART0000645,BUDGET,ODP17-01693,Tornitura,A20,RIS1,6.0,23.0
326,ART0001762,BUDGET,ODP17-01406,Fresatura,A30,RIS7,1.0,1.0
327,ART0000645,BUDGET,ODP17-01693,Fresatura,A30,RIS1,0.001,0.0
328,ART0000645,BUDGET,ODP17-01693,Controllo qualità,CQ,RIS16,0.0,23.0
329,ART0004944,BUDGET,ODP17-01515,Tornitura,A20,RIS2,1.75,8.0
330,ART0001813,BUDGET,ODP17-01277,Fresatura,A30,RIS7,1.5,4.0
331,ART0004944,BUDGET,ODP17-01515,Controllo qualità,CQ,RIS16,0.0,8.0
332,ART0000795,BUDGET,ODP17-01092,Montaggio,A40,RIS4,3.5,19.0
333,ART0005091,BUDGET,ODP17-01515,Fresatura,A30,RIS9,1.0,4.0
334,ART0000795,BUDGET,ODP17-01092,Controllo qualità,CQ,RIS16,0.0,19.0
335,ART0000625,BUDGET,ODP17-01693,Fresatura,A30,RIS9,3.5,5.0
336,ART0002740,BUDGET,ODP17-01511,Fresatura,A30,RIS7,3.5,40.0
337,ART0002740,BUDGET,ODP17-01511,Fresatura,A30,RIS7,2.0,0.0
338,ART0004942,BUDGET,ODP17-01515,Fresatura,A30,RIS9,2.15,8.0
339,ART0004942,BUDGET,ODP17-01515,Controllo qualità,CQ,RIS16,0.0,8.0
340,ART0001783,BUDGET,ODP17-01509,Fresatura,A30,RIS7,3.0,6.0
341,ART0001866,BUDGET,ODP17-01092,Controllo qualità,CQ,RIS16,0.0,40.0
342,ART0000690,BUDGET,ODP17-01508,Tornitura,A20,RIS14,2.5,10.0
343,ART0001786,BUDGET,ODP17-01982,Tornitura,A20,RIS14,3.0,8.0
344,ART0000635,BUDGET,ODP17-01693,Fresatura,A30,RIS9,2.0,10.0
345,ART0000635,BUDGET,ODP17-01693,Controllo qualità,CQ,RIS16,0.0,10.0
346,ART0000690,BUDGET,ODP17-01508,Controllo qualità,CQ,RIS16,0.0,10.0
347,ART0004385,BUDGET,ODP17-01506,Tornitura,A20,RIS2,2.25,41.0
348,ART0004385,BUDGET,ODP17-01506,Controllo qualità,CQ,RIS16,0.0,41.0
349,ART0000627,BUDGET,ODP17-01693,Fresatura,A30,RIS9,4.0,20.0
350,ART0004202,BUDGET,ODP17-01566,Fresatura,A30,RIS9,0.5,1.0
351,ART0001786,BUDGET,ODP17-01982,Fresatura,A30,RIS7,2.75,8.0
352,ART0001786,BUDGET,ODP17-01982,Fresatura,A30,RIS7,-0.5,0.0
353,ART0002882,BUDGET,ODP17-01760,Fresatura,A30,RIS7,1.5,0.0
354,ART0002882,BUDGET,ODP17-01760,Fresatura,A30,RIS7,0.75,1.0
355,ART0002882,BUDGET,ODP17-01760,Controllo qualità,CQ,RIS16,0.0,1.0
356,ART0002015,BUDGET,ODP17-01405,Controllo qualità,CQ,RIS16,0.0,1.0
357,ART0001762,BUDGET,ODP17-01406,Controllo qualità,CQ,RIS16,0.0,1.0
358,ART0001813,BUDGET,ODP17-01277,Controllo qualità,CQ,RIS16,0.0,4.0
359,ART0002896,BUDGET,ODP17-01403,Controllo qualità,CQ,RIS16,0.0,1.0
360,ART0002895,BUDGET,ODP17-01403,Controllo qualità,CQ,RIS16,0.0,1.0
361,ART0001898,BUDGET,ODP17-01982,Tornitura,A20,RIS14,6.0,8.0
362,ART0004946,BUDGET,ODP17-01515,Controllo qualità,CQ,RIS16,0.0,16.0
363,ART0005091,BUDGET,ODP17-01515,Controllo qualità,CQ,RIS16,0.0,4.0
364,ART0004947,BUDGET,ODP17-01515,Controllo qualità,CQ,RIS16,0.0,8.0
365,ART0001898,BUDGET,ODP17-01982,Fresatura,A30,RIS7,4.0,8.0
366,ART0001898,BUDGET,ODP17-01982,Brocciatura / stozzatrice,A33,RIS13,1.0,8.0
367,ART0001898,BUDGET,ODP17-01982,Fresatura,A30,RIS7,1.25,0.0
368,ART0000129,BUDGET,ODP17-01503,Tornitura,A20,RIS1,2.0,5.0
369,ART0002860,BUDGET,ODP17-02266,Fresatura,A30,RIS9,1.5,0.0
370,ART0002859,BUDGET,ODP17-02266,Fresatura,A30,RIS9,1.5,0.0
371,ART0002860,BUDGET,ODP17-02266,Fresatura,A30,RIS9,0.25,0.0
372,ART0002859,BUDGET,ODP17-02266,Fresatura,A30,RIS9,0.25,0.0
373,ART0002859,BUDGET,ODP17-02266,Fresatura,A30,RIS9,7.15,7.0
374,ART0001659,BUDGET,ODP17-01517,Tornitura,A20,RIS2,2.5,24.0
375,ART0002860,BUDGET,ODP17-02266,Fresatura,A30,RIS9,5.75,7.0
376,ART0001897,BUDGET,ODP17-02385,Fresatura,A30,RIS7,2.5,0.0
377,ART0002042,BUDGET,ODP17-02266,Tornitura,A20,RIS14,4.0,7.0
378,ART0001897,BUDGET,ODP17-02385,Tornitura,A20,RIS14,7.5,20.0
379,ART0001659,BUDGET,ODP17-01517,Controllo qualità,CQ,RIS16,0.0,24.0
380,ART0001786,BUDGET,ODP17-01982,Controllo qualità,CQ,RIS16,0.0,8.0
381,ART0001628,BUDGET,ODP17-01517,Tornitura,A20,RIS4,3.0,30.0
382,ART0001628,BUDGET,ODP17-01517,Controllo qualità,CQ,RIS16,0.0,30.0
383,ART0001897,BUDGET,ODP17-02385,Fresatura,A30,RIS7,6.5,20.0
384,ART0001897,BUDGET,ODP17-02385,Fresatura,A30,RIS7,0.25,0.0
385,ART0002042,BUDGET,ODP17-02266,Fresatura,A30,RIS7,1.25,0.0
386,ART0001874,BUDGET,ODP17-01406,Controllo qualità,CQ,RIS16,0.0,1.0
387,ART0001895,BUDGET,ODP17-01509,Controllo qualità,CQ,RIS16,0.0,6.0
388,ART0000129,BUDGET,ODP17-01503,Tornitura,A20,RIS1,2.5,0.0
389,ART0000129,BUDGET,ODP17-01503,Fresatura,A30,RIS1,0.009,0.0
390,ART0000125,BUDGET,ODP17-00418,Controllo qualità,CQ,RIS16,0.0,1.0
391,ART0000627,BUDGET,ODP17-01693,Controllo qualità,CQ,RIS16,0.0,20.0
392,ART0000625,BUDGET,ODP17-01693,Controllo qualità,CQ,RIS16,0.0,5.0
393,ART0000630,BUDGET,ODP17-00857,Controllo qualità,CQ,RIS16,0.0,21.0
394,ART0002042,BUDGET,ODP17-02266,Fresatura,A30,RIS7,1.25,7.0
395,ART0001868,BUDGET,ODP17-02386,Fresatura,A30,RIS7,5.25,0.0
396,ART0002133,BUDGET,ODP17-02266,Tornitura,A20,RIS2,4.5,7.0
397,ART0000644,BUDGET,ODP17-02392,Fresatura,A30,RIS9,6.75,0.0
398,ART0001868,BUDGET,ODP17-02386,Tornitura,A20,RIS14,1.0,50.0
399,ART0001868,BUDGET,ODP17-02386,Tornitura,A20,RIS14,8.5,0.0
400,ART0001868,BUDGET,ODP17-02386,Tornitura,A20,RIS14,1.5,0.0
401,ART0002133,BUDGET,ODP17-02266,Tornitura,A20,RIS2,1.0,0.0
402,ART0001868,BUDGET,ODP17-02386,Fresatura,A30,RIS7,3.0,50.0
403,ART0002133,BUDGET,ODP17-02266,Fresatura,A30,RIS7,0.5,7.0
404,ART0000644,BUDGET,ODP17-02392,Fresatura,A30,RIS9,6.75,32.0
405,ART0003195,BUDGET,ODP17-02572,Fresatura,A30,RIS7,1.5,2.0
406,ART0003195,BUDGET,ODP17-02572,Controllo qualità,CQ,RIS16,0.0,2.0
407,ART0001898,BUDGET,ODP17-02529,Tornitura,A20,RIS14,4.0,10.0
408,ART0001898,BUDGET,ODP17-02529,Tornitura,A20,RIS14,2.0,0.0
409,ART0001615,BUDGET,ODP17-02266,Fresatura,A30,RIS7,3.25,28.0
410,ART0001898,BUDGET,ODP17-02529,Fresatura,A30,RIS7,4.5,0.0
411,ART0001422,BUDGET,ODP17-02267,Tornitura,A20,RIS2,1.75,24.0
412,ART0001898,BUDGET,ODP17-02529,Fresatura,A30,RIS7,1.5,10.0
413,ART0001898,BUDGET,ODP17-02529,Brocciatura / stozzatrice,A33,RIS13,1.0,10.0
414,ART0002860,BUDGET,ODP17-02266,Controllo qualità,CQ,RIS16,0.0,7.0
415,ART0002859,BUDGET,ODP17-02266,Controllo qualità,CQ,RIS16,0.0,7.0
416,ART0001868,BUDGET,ODP17-02386,Tornitura,A20,RIS14,-8.5,0.0
417,ART0001868,BUDGET,ODP17-02386,Tornitura,A20,RIS14,8.5,0.0
418,ART0001908,BUDGET,ODP17-02529,Tornitura,A20,RIS14,3.0,15.0
419,ART0001908,BUDGET,ODP17-02529,Fresatura,A30,RIS7,5.0,14.0
420,ART0002598,BUDGET,ODP17-02388,Tornitura,A20,RIS2,0.5,0.0
421,ART0002598,BUDGET,ODP17-02388,Tornitura,A20,RIS2,0.25,1.0
422,ART0003164,BUDGET,ODP17-02388,Tornitura,A20,RIS2,2.25,1.0
423,ART0002886,BUDGET,ODP17-02388,Tornitura,A20,RIS2,1.5,1.0
424,ART0004410,BUDGET,ODP17-02240,Tornitura,A20,RIS14,1.25,2.0
425,ART0001940,BUDGET,ODP17-02757,Tornitura,A20,RIS2,0.75,2.0
426,ART0001940,BUDGET,ODP17-02757,Tornitura,A20,RIS14,2.0,0.0
427,ART0002598,BUDGET,ODP17-02388,Fresatura,A30,RIS7,1.0,1.0
428,ART0000312,BUDGET,ODP17-01503,Controllo qualità,CQ,RIS16,0.0,32.0
429,ART0004084,BUDGET,ODP17-01093,Montaggio,A40,RIS9,3.15,0.0
430,ART0001263,BUDGET,ODP17-02388,Tornitura,A20,RIS2,0.25,1.0
431,ART0001261,BUDGET,ODP17-02388,Tornitura,A20,RIS2,0.25,1.0
432,ART0001587,BUDGET,ODP17-02388,Tornitura,A20,RIS2,0.5,3.0
433,ART0001786,BUDGET,ODP17-02529,Tornitura,A20,RIS14,1.5,10.0
434,ART0000643,BUDGET,ODP17-02240,Tornitura,A20,RIS2,1.5,51.0
435,ART0003268,BUDGET,ODP17-02265,Tornitura,A20,RIS2,0.08,1.0
436,ART0001807,BUDGET,ODP17-02480,Tornitura,A20,RIS13,3.0,0.0
437,ART0002886,BUDGET,ODP17-02388,Fresatura,A30,RIS7,2.0,1.0
438,ART0001830,BUDGET,ODP17-02757,Tornitura,A20,RIS14,2.5,2.0
439,ART0001830,BUDGET,ODP17-02757,Fresatura,A30,RIS7,1.25,2.0
440,ART0002042,BUDGET,ODP17-02266,Controllo qualità,CQ,RIS16,0.0,7.0
441,ART0001921,BUDGET,ODP17-01273,Controllo qualità,CQ,RIS16,0.0,11.0
442,ART0000628,BUDGET,ODP17-02528,Fresatura,A30,RIS9,9.0,0.0
443,ART0001886,BUDGET,ODP17-01410,Controllo qualità,CQ,RIS16,0.0,12.0
444,ART0003164,BUDGET,ODP17-02388,Tornitura,A20,RIS2,0.5,0.0
445,ART0001785,BUDGET,ODP17-02385,Tornitura,A20,RIS14,3.5,20.0
446,ART0002886,BUDGET,ODP17-02388,Controllo qualità,CQ,RIS16,0.0,1.0
447,ART0001786,BUDGET,ODP17-02529,Tornitura,A20,RIS14,1.5,0.0
448,ART0000752,BUDGET,ODP17-01273,Montaggio,A40,RIS4,1.0,6.0
449,ART0000850,BUDGET,ODP17-02710,Montaggio,A40,RIS4,0.25,3.0
450,ART0000782,BUDGET,ODP17-01509,Controllo qualità,CQ,RIS16,0.0,5.0
451,ART0000850,BUDGET,ODP17-02710,Controllo qualità,CQ,RIS16,0.0,3.0
452,ART0000752,BUDGET,ODP17-01273,Controllo qualità,CQ,RIS16,0.0,6.0
453,ART0000757,BUDGET,ODP17-01406,Controllo qualità,CQ,RIS16,0.0,1.0
454,ART0004410,BUDGET,ODP17-02240,Controllo qualità,CQ,RIS16,0.0,2.0
455,ART0001940,BUDGET,ODP17-02757,Tornitura,A20,RIS2,4.5,0.0
456,ART0001785,BUDGET,ODP17-02385,Fresatura,A30,RIS7,7.0,20.0
457,ART0001785,BUDGET,ODP17-02385,Controllo qualità,CQ,RIS16,0.0,20.0
458,ART0001940,BUDGET,ODP17-02757,Fresatura,A30,RIS7,1.25,0.0
459,ART0000628,BUDGET,ODP17-02528,Fresatura,A30,RIS9,9.0,11.0
460,ART0000643,BUDGET,ODP17-02240,Controllo qualità,CQ,RIS16,0.0,51.0
461,ART0001940,BUDGET,ODP17-02757,Fresatura,A30,RIS7,1.25,2.0
462,ART0000848,BUDGET,ODP17-01410,Montaggio,A40,RIS4,2.5,13.0
463,ART0000129,BUDGET,ODP17-01503,Controllo qualità,CQ,RIS16,0.0,5.0
464,ART0001807,BUDGET,ODP17-02480,Tornitura,A20,RIS14,6.5,60.0
465,ART0001807,BUDGET,ODP17-02480,Tornitura,A20,RIS14,5.5,0.0
466,ART0001786,BUDGET,ODP17-02529,Fresatura,A30,RIS7,2.5,10.0
467,ART0003268,BUDGET,ODP17-02265,Controllo qualità,CQ,RIS16,0.0,1.0
468,ART0001263,BUDGET,ODP17-02388,Controllo qualità,CQ,RIS16,0.0,1.0
469,ART0001261,BUDGET,ODP17-02388,Controllo qualità,CQ,RIS16,0.0,1.0
470,ART0001807,BUDGET,ODP17-02480,Fresatura,A30,RIS7,0.5,0.0
471,ART0001587,BUDGET,ODP17-02388,Controllo qualità,CQ,RIS16,0.0,3.0
472,ART0001615,BUDGET,ODP17-02266,Controllo qualità,CQ,RIS16,0.0,28.0
473,ART0000795,BUDGET,ODP17-02384,Montaggio,A40,RIS4,3.0,10.0
474,ART0000795,BUDGET,ODP17-02384,Controllo qualità,CQ,RIS16,0.0,10.0
475,ART0002041,BUDGET,ODP17-02266,Tornitura,A20,RIS14,2.5,7.0
476,ART0002041,BUDGET,ODP17-02266,Tornitura,A20,RIS14,1.5,0.0
477,ART0001807,BUDGET,ODP17-02480,Fresatura,A30,RIS7,4.0,0.0
478,ART0002148,BUDGET,ODP17-02856,Tornitura,A20,RIS14,3.5,6.0
479,ART0001908,BUDGET,ODP17-02529,Controllo qualità,CQ,RIS16,0.0,14.0
480,ART0005136,BUDGET,ODP17-02965,Tornitura,A20,RIS2,1.25,3.0
481,ART0001422,BUDGET,ODP17-02267,Controllo qualità,CQ,RIS16,0.0,24.0
482,ART0005136,BUDGET,ODP17-02965,Fresatura,A30,RIS9,3.0,3.0
483,ART0001989,BUDGET,ODP17-02503,Tornitura,A20,RIS14,1.0,12.0
484,ART0000697,BUDGET,ODP17-02601,Tornitura,A20,RIS2,3.25,4.0
485,ART0001807,BUDGET,ODP17-02480,Fresatura,A30,RIS7,4.25,0.0
486,ART0002504,BUDGET,ODP17-02529,Tornitura,A20,RIS14,4.0,16.0
487,ART0002041,BUDGET,ODP17-02266,Fresatura,A30,RIS7,1.0,7.0
488,ART0001898,BUDGET,ODP17-01982,Controllo qualità,CQ,RIS16,0.0,8.0
489,ART0000893,BUDGET,ODP17-02242,Tornitura,A20,RIS2,3.25,2.0
490,ART0001989,BUDGET,ODP17-02503,Controllo qualità,CQ,RIS16,0.0,12.0
491,ART0001807,BUDGET,ODP17-02480,Fresatura,A30,RIS7,1.75,0.0
492,ART0001917,BUDGET,ODP17-02480,Tornitura,A20,RIS1,8.0,0.0
493,ART0001807,BUDGET,ODP17-02480,Fresatura,A30,RIS7,1.25,60.0
494,ART0002148,BUDGET,ODP17-02856,Fresatura,A30,RIS7,1.5,6.0
495,ART0002504,BUDGET,ODP17-02529,Fresatura,A30,RIS7,1.25,0.0
496,ART0002504,BUDGET,ODP17-02529,Fresatura,A30,RIS7,2.0,16.0
497,ART0005028,BUDGET,ODP17-02243,Tornitura,A20,RIS14,1.5,0.0
498,ART0005028,BUDGET,ODP17-02243,Tornitura,A20,RIS14,2.0,0.0
499,ART0001830,BUDGET,ODP17-02757,Controllo qualità,CQ,RIS16,0.0,2.0
500,ART0001786,BUDGET,ODP17-02529,Controllo qualità,CQ,RIS16,0.0,10.0
501,ART0005028,BUDGET,ODP17-02243,Fresatura,A30,RIS7,3.75,1.0
502,ART0000748,BUDGET,ODP17-02386,Controllo qualità,CQ,RIS16,0.0,49.0
503,ART0001636,BUDGET,ODP17-02572,Controllo qualità,CQ,RIS16,0.0,4.0
504,ART0001917,BUDGET,ODP17-02480,Tornitura,A20,RIS1,6.0,0.0
505,ART0001917,BUDGET,ODP17-02480,Tornitura,A20,RIS1,8.0,0.0
506,ART0002271,BUDGET,ODP17-02892,Tornitura,A20,RIS14,1.0,2.0
507,ART0002271,BUDGET,ODP17-02892,Tornitura,A20,RIS14,1.0,0.0
508,ART0002228,BUDGET,ODP17-02572,Tornitura,A20,RIS14,1.5,2.0
509,ART0002228,BUDGET,ODP17-02572,Tornitura,A20,RIS14,0.5,0.0
510,ART0002263,BUDGET,ODP17-02572,Tornitura,A20,RIS14,1.0,1.0
511,ART0000804,BUDGET,ODP17-02889,Controllo qualità,CQ,RIS16,0.0,1.0
512,ART0000783,BUDGET,ODP17-01982,Controllo qualità,CQ,RIS16,0.0,2.0
513,ART0000804,BUDGET,ODP17-01277,Controllo qualità,CQ,RIS16,0.0,2.0
514,ART0002263,BUDGET,ODP17-02572,Fresatura,A30,RIS7,0.75,1.0
515,ART0002228,BUDGET,ODP17-02572,Fresatura,A30,RIS7,0.75,2.0
516,ART0002271,BUDGET,ODP17-02892,Fresatura,A30,RIS7,1.0,2.0
517,ART0001493,BUDGET,ODP17-02572,Tornitura,A20,RIS2,0.75,1.0
518,ART0001497,BUDGET,ODP17-02892,Tornitura,A20,RIS2,1.0,2.0
519,ART0001917,BUDGET,ODP17-02480,Tornitura,A20,RIS1,8.0,0.0
520,ART0001917,BUDGET,ODP17-02480,Tornitura,A20,RIS1,4.0,59.0
521,ART0001497,BUDGET,ODP17-02892,Controllo qualità,CQ,RIS16,0.0,2.0
522,ART0001493,BUDGET,ODP17-02572,Controllo qualità,CQ,RIS16,0.0,1.0
523,ART0005028,BUDGET,ODP17-02243,Controllo qualità,CQ,RIS16,0.0,1.0
524,ART0002829,BUDGET,ODP17-02892,Tornitura,A20,RIS2,2.5,6.0
525,ART0002829,BUDGET,ODP17-02892,Controllo qualità,CQ,RIS16,0.0,6.0
526,ART0000893,BUDGET,ODP17-02242,Controllo qualità,CQ,RIS16,0.0,2.0
527,ART0001939,BUDGET,ODP17-02941,Tornitura,A20,RIS14,1.5,1.0
528,ART0000893,BUDGET,ODP17-02242,Tornitura,A20,RIS14,2.5,0.0
529,ART0000644,BUDGET,ODP17-02392,Controllo qualità,CQ,RIS16,0.0,31.0
530,ART0002133,BUDGET,ODP17-02266,Controllo qualità,CQ,RIS16,0.0,7.0
531,ART0002366,BUDGET,ODP17-02988,Tornitura,A20,RIS14,4.5,16.0
532,ART0002012,BUDGET,ODP17-02685,Tornitura,A20,RIS2,1.0,1.0
533,ART0002793,BUDGET,ODP17-02988,Fresatura,A30,RIS7,7.75,60.0
534,ART0002793,BUDGET,ODP17-02988,Fresatura,A30,RIS7,0.75,0.0
535,ART0002041,BUDGET,ODP17-02266,Controllo qualità,CQ,RIS16,0.0,7.0
536,ART0002148,BUDGET,ODP17-02856,Controllo qualità,CQ,RIS16,0.0,6.0
537,ART0002012,BUDGET,ODP17-02685,Fresatura,A30,RIS7,0.5,1.0
538,ART0002224,BUDGET,ODP17-02988,Tornitura,A20,RIS14,4.0,16.0
539,ART0002228,BUDGET,ODP17-02572,Tornitura,A20,RIS14,0.5,0.0
540,ART0001939,BUDGET,ODP17-02941,Fresatura,A30,RIS7,2.25,1.0
541,ART0002012,BUDGET,ODP17-02685,Tornitura,A20,RIS2,1.0,0.0
542,ART0002224,BUDGET,ODP17-02988,Fresatura,A30,RIS7,2.75,16.0
543,ART0002366,BUDGET,ODP17-02988,Fresatura,A30,RIS7,0.25,0.0
544,ART0002504,BUDGET,ODP17-02529,Controllo qualità,CQ,RIS16,0.0,16.0
545,ART0002012,BUDGET,ODP17-02685,Controllo qualità,CQ,RIS16,0.0,1.0
546,ART0005136,BUDGET,ODP17-00667,Montaggio,A40,RIS4,8.0,0.0
547,ART0005136,BUDGET,ODP17-00667,Montaggio,A40,RIS4,8.0,0.0
548,ART0002455,BUDGET,ODP17-02572,Tornitura,A20,RIS2,1.0,0.0
549,ART0002455,BUDGET,ODP17-02572,Tornitura,A20,RIS2,3.0,0.0
550,ART0001391,BUDGET,ODP17-02529,Tornitura,A20,RIS14,1.75,39.0
551,ART0001391,BUDGET,ODP17-02529,Controllo qualità,CQ,RIS16,0.0,39.0
552,ART0002366,BUDGET,ODP17-02988,Fresatura,A30,RIS7,2.25,16.0
553,ART0002455,BUDGET,ODP17-02572,Tornitura,A20,RIS2,2.45,1.0
554,ART0002455,BUDGET,ODP17-02572,Fresatura,A30,RIS2,0.3,0.0
555,ART0002866,BUDGET,ODP17-03076,Tornitura,A20,RIS14,2.0,2.0
556,ART0001745,BUDGET,ODP17-02572,Tornitura,A20,RIS2,5.25,1.0
557,ART0003189,BUDGET,ODP17-02988,Fresatura,A30,RIS7,2.0,52.0
558,ART0003189,BUDGET,ODP17-02988,Controllo qualità,CQ,RIS16,0.0,52.0
559,ART0001739,BUDGET,ODP17-02942,Tornitura,A20,RIS14,2.0,3.0
560,ART0002456,BUDGET,ODP17-02572,Tornitura,A20,RIS2,2.75,1.0
561,ART0002958,BUDGET,ODP17-02572,Tornitura,A20,RIS14,1.5,2.0
562,ART0002988,BUDGET,ODP17-02572,Tornitura,A20,RIS2,2.5,1.0
563,ART0002990,BUDGET,ODP17-02572,Tornitura,A20,RIS14,1.5,1.0
564,ART0002989,BUDGET,ODP17-02572,Tornitura,A20,RIS2,1.75,1.0
565,ART0002580,BUDGET,ODP17-02572,Tornitura,A20,RIS2,1.0,0.0
566,ART0001514,BUDGET,ODP17-02757,Tornitura,A20,RIS14,1.0,2.0
567,ART0001514,BUDGET,ODP17-02757,Tornitura,A20,RIS14,0.5,0.0
568,ART0001733,BUDGET,ODP17-02883,Tornitura,A20,RIS14,2.0,16.0
569,ART0002580,BUDGET,ODP17-02572,Tornitura,A20,RIS2,0.5,0.0
570,ART0002580,BUDGET,ODP17-02572,Tornitura,A20,RIS2,2.0,1.0
571,ART0002959,BUDGET,ODP17-02572,Tornitura,A20,RIS2,0.75,2.0
572,ART0002262,BUDGET,ODP17-02572,Tornitura,A20,RIS14,1.5,1.0
573,ART0002263,BUDGET,ODP17-02572,Controllo qualità,CQ,RIS16,0.0,1.0
574,ART0002228,BUDGET,ODP17-02572,Controllo qualità,CQ,RIS16,0.0,2.0
575,ART0002271,BUDGET,ODP17-02892,Controllo qualità,CQ,RIS16,0.0,2.0
576,ART0002793,BUDGET,ODP17-02988,Controllo qualità,CQ,RIS16,0.0,60.0
577,ART0001637,BUDGET,ODP17-02572,Tornitura,A20,RIS2,4.0,4.0
578,ART0002267,BUDGET,ODP17-03149,Tornitura,A20,RIS14,2.0,4.0
579,ART0002267,BUDGET,ODP17-03149,Tornitura,A20,RIS14,0.5,0.0
580,ART0001807,BUDGET,ODP17-02480,Controllo qualità,CQ,RIS16,0.0,60.0
581,ART0001733,BUDGET,ODP17-02883,Fresatura,A30,RIS9,1.0,16.0
582,ART0000628,BUDGET,ODP17-02528,Controllo qualità,CQ,RIS16,0.0,11.0
583,ART0002580,BUDGET,ODP17-02572,Fresatura,A30,RIS9,1.0,1.0
584,ART0002262,BUDGET,ODP17-02572,Fresatura,A30,RIS9,1.0,1.0
585,ART0002958,BUDGET,ODP17-02572,Fresatura,A30,RIS9,0.75,2.0
586,ART0002990,BUDGET,ODP17-02572,Fresatura,A30,RIS9,1.25,1.0
587,ART0002958,BUDGET,ODP17-02572,Controllo qualità,CQ,RIS16,0.0,2.0
588,ART0001185,BUDGET,ODP17-03076,Tornitura,A20,RIS2,5.5,4.0
589,ART0001889,BUDGET,ODP17-03075,Tornitura,A20,RIS14,2.0,2.0
590,ART0002581,BUDGET,ODP17-02572,Tornitura,A20,RIS2,1.25,1.0
591,ART0001889,BUDGET,ODP17-03075,Fresatura,A30,RIS9,1.0,0.0
592,ART0001889,BUDGET,ODP17-03075,Fresatura,A30,RIS9,0.75,2.0
593,ART0001252,BUDGET,ODP17-02892,Tornitura,A20,RIS2,4.25,2.0
594,ART0002140,BUDGET,ODP17-03150,Tornitura,A20,RIS14,1.75,2.0
595,ART0002139,BUDGET,ODP17-03150,Tornitura,A20,RIS14,1.75,2.0
596,ART0000795,BUDGET,ODP17-02882,Montaggio,A40,RIS4,3.5,10.0
597,ART0001741,BUDGET,ODP17-03214,Tornitura,A20,RIS14,2.0,1.0
598,ART0000783,BUDGET,ODP17-03148,Controllo qualità,CQ,RIS16,0.0,2.0
599,ART0000795,BUDGET,ODP17-02882,Controllo qualità,CQ,RIS16,0.0,10.0
600,ART0002959,BUDGET,ODP17-02572,Fresatura,A30,RIS9,1.0,2.0
601,ART0002959,BUDGET,ODP17-02572,Tornitura,A20,RIS2,0.75,0.0
602,ART0001264,BUDGET,ODP17-02891,Tornitura,A20,RIS2,0.08,1.0
603,ART0002988,BUDGET,ODP17-02572,Fresatura,A30,RIS9,1.0,0.0
604,ART0001745,BUDGET,ODP17-02572,Fresatura,A30,RIS7,1.25,1.0
605,ART0001739,BUDGET,ODP17-02942,Fresatura,A30,RIS9,0.5,3.0
606,ART0001514,BUDGET,ODP17-02757,Fresatura,A30,RIS9,1.0,2.0
607,ART0002581,BUDGET,ODP17-02572,Fresatura,A30,RIS7,2.25,1.0
608,ART0002959,BUDGET,ODP17-02572,Controllo qualità,CQ,RIS16,0.0,2.0
609,ART0005026,BUDGET,ODP17-02807,Tornitura,A20,RIS14,2.25,1.0
610,ART0002366,BUDGET,ODP17-02988,Controllo qualità,CQ,RIS16,0.0,16.0
611,ART0002224,BUDGET,ODP17-02988,Controllo qualità,CQ,RIS16,0.0,16.0
612,ART0002988,BUDGET,ODP17-02572,Fresatura,A30,RIS7,0.5,1.0
613,ART0002456,BUDGET,ODP17-02572,Fresatura,A30,RIS7,2.0,1.0
614,ART0002989,BUDGET,ODP17-02572,Fresatura,A30,RIS7,1.75,1.0
615,ART0001733,BUDGET,ODP17-02883,Tornitura,A20,RIS1,4.0,0.0
616,ART0001733,BUDGET,ODP17-02883,Saldatura,A11,RIS13,1.0,16.0
617,ART0002139,BUDGET,ODP17-03150,Fresatura,A30,RIS9,1.0,2.0
618,ART0001637,BUDGET,ODP17-02572,Fresatura,A30,RIS7,0.75,4.0
