,NrArticolo,NrOrdineProduzione,Descrizione,NrAreaProduzione,Risorsa,TempoRisorsa,CostoOrarioRisorsa,QuantitydiOutput,NrMovimentoMP,CodiceMP,QuantityMPImpiegata,ImportoCostoTotaleMP
765,ART0000782,ODP17-13344,Controllo qualità,CQ,RIS16,0.0,12.75,1.0,34404,ART0001391,1.0,2.83
766,ART0000782,ODP17-13344,Controllo qualità,CQ,RIS16,0.0,12.75,1.0,34405,ART0001387,1.0,3.02
767,ART0000782,ODP17-13344,Controllo qualità,CQ,RIS16,0.0,12.75,1.0,34406,ART0003831,2.0,5.75
768,ART0000782,ODP17-13344,Controllo qualità,CQ,RIS16,0.0,12.75,1.0,34407,ART0005139,1.0,0.32
769,ART0000782,ODP17-13344,Controllo qualità,CQ,RIS16,0.0,12.75,1.0,34408,ART0002490,1.0,18.71
770,ART0000782,ODP17-13344,Controllo qualità,CQ,RIS16,0.0,12.75,1.0,34409,ART0005300,4.0,0.11
771,ART0000782,ODP17-11844,Montaggio,A40,RIS4,0.5,42.5,1.0,34410,ART0001895,1.0,114.74
772,ART0000782,ODP17-11844,Montaggio,A40,RIS4,0.5,42.5,1.0,34411,ART0001783,1.0,65.6
773,ART0000782,ODP17-11844,Montaggio,A40,RIS4,0.5,42.5,1.0,34412,ART0001391,1.0,2.83
774,ART0000782,ODP17-11844,Montaggio,A40,RIS4,0.5,42.5,1.0,34413,ART0001387,1.0,3.02
775,ART0000782,ODP17-11844,Montaggio,A40,RIS4,0.5,42.5,1.0,34414,ART0003831,2.0,5.75
776,ART0000782,ODP17-11844,Montaggio,A40,RIS4,0.5,42.5,1.0,34415,ART0005139,1.0,0.32
777,ART0000782,ODP17-11844,Montaggio,A40,RIS4,0.5,42.5,1.0,34416,ART0002490,1.0,18.71
778,ART0000782,ODP17-11844,Montaggio,A40,RIS4,0.5,42.5,1.0,34417,ART0005300,4.0,0.11
779,ART0000783,ODP17-01982,Controllo qualità,CQ,RIS16,0.0,12.75,2.0,24502,ART0001898,4.0,649.79
780,ART0000783,ODP17-01982,Controllo qualità,CQ,RIS16,0.0,12.75,2.0,24503,ART0001786,4.0,186.33
781,ART0000783,ODP17-01982,Controllo qualità,CQ,RIS16,0.0,12.75,2.0,24504,ART0001391,4.0,11.04
782,ART0000783,ODP17-01982,Controllo qualità,CQ,RIS16,0.0,12.75,2.0,24505,ART0001387,4.0,5.0
783,ART0000783,ODP17-01982,Controllo qualità,CQ,RIS16,0.0,12.75,2.0,24506,ART0005139,4.0,1.29
784,ART0000783,ODP17-01982,Controllo qualità,CQ,RIS16,0.0,12.75,2.0,24507,ART0003831,12.0,30.0
785,ART0000783,ODP17-01982,Controllo qualità,CQ,RIS16,0.0,12.75,2.0,24508,ART0002504,4.0,155.38
786,ART0000783,ODP17-03148,Controllo qualità,CQ,RIS16,0.0,12.75,2.0,25236,ART0001898,2.0,324.9
787,ART0000783,ODP17-03148,Controllo qualità,CQ,RIS16,0.0,12.75,2.0,25237,ART0001786,2.0,91.76
788,ART0000783,ODP17-03148,Controllo qualità,CQ,RIS16,0.0,12.75,2.0,25238,ART0001391,2.0,5.59
789,ART0000783,ODP17-03148,Controllo qualità,CQ,RIS16,0.0,12.75,2.0,25239,ART0001387,2.0,4.27
790,ART0000783,ODP17-03148,Controllo qualità,CQ,RIS16,0.0,12.75,2.0,25240,ART0005139,2.0,0.64
791,ART0000783,ODP17-03148,Controllo qualità,CQ,RIS16,0.0,12.75,2.0,25241,ART0003831,6.0,15.0
792,ART0000783,ODP17-03148,Controllo qualità,CQ,RIS16,0.0,12.75,2.0,25242,ART0002504,2.0,81.9
793,ART0000783,ODP17-02529,Montaggio,A40,RIS4,1.0,42.5,6.0,25656,ART0001898,6.0,900.14
794,ART0000783,ODP17-02529,Montaggio,A40,RIS4,1.0,42.5,6.0,25657,ART0001786,6.0,244.7
795,ART0000783,ODP17-02529,Montaggio,A40,RIS4,1.0,42.5,6.0,25658,ART0001391,6.0,16.96
796,ART0000783,ODP17-02529,Montaggio,A40,RIS4,1.0,42.5,6.0,25659,ART0001387,6.0,18.13
797,ART0000783,ODP17-02529,Montaggio,A40,RIS4,1.0,42.5,6.0,25660,ART0005139,6.0,1.93
798,ART0000783,ODP17-02529,Montaggio,A40,RIS4,1.0,42.5,6.0,25661,ART0003831,18.0,45.0
799,ART0000783,ODP17-02529,Montaggio,A40,RIS4,1.0,42.5,6.0,25662,ART0002504,6.0,177.52
800,ART0000783,ODP17-09806,Controllo qualità,CQ,RIS16,0.0,12.75,2.0,32414,ART0001898,2.0,471.49
801,ART0000783,ODP17-09806,Controllo qualità,CQ,RIS16,0.0,12.75,2.0,32415,ART0001786,2.0,81.57
802,ART0000783,ODP17-09806,Controllo qualità,CQ,RIS16,0.0,12.75,2.0,32416,ART0001391,2.0,5.65
803,ART0000783,ODP17-09806,Controllo qualità,CQ,RIS16,0.0,12.75,2.0,32417,ART0001387,2.0,6.04
804,ART0000783,ODP17-09806,Controllo qualità,CQ,RIS16,0.0,12.75,2.0,32418,ART0005139,2.0,0.64
805,ART0000783,ODP17-09806,Controllo qualità,CQ,RIS16,0.0,12.75,2.0,32419,ART0003831,6.0,17.25
806,ART0000783,ODP17-09806,Controllo qualità,CQ,RIS16,0.0,12.75,2.0,32420,ART0002504,2.0,59.17
807,ART0000783,ODP17-09806,Montaggio,A40,RIS13,0.5,42.5,2.0,32414,ART0001898,2.0,471.49
808,ART0000783,ODP17-09806,Montaggio,A40,RIS13,0.5,42.5,2.0,32415,ART0001786,2.0,81.57
809,ART0000783,ODP17-09806,Montaggio,A40,RIS13,0.5,42.5,2.0,32416,ART0001391,2.0,5.65
810,ART0000783,ODP17-09806,Montaggio,A40,RIS13,0.5,42.5,2.0,32417,ART0001387,2.0,6.04
811,ART0000783,ODP17-09806,Montaggio,A40,RIS13,0.5,42.5,2.0,32418,ART0005139,2.0,0.64
812,ART0000783,ODP17-09806,Montaggio,A40,RIS13,0.5,42.5,2.0,32419,ART0003831,6.0,17.25
813,ART0000783,ODP17-09806,Montaggio,A40,RIS13,0.5,42.5,2.0,32420,ART0002504,2.0,59.17
814,ART0000783,ODP17-13768,Montaggio,A40,RIS13,0.5,42.5,2.0,34654,ART0001898,2.0,414.5
815,ART0000783,ODP17-13768,Montaggio,A40,RIS13,0.5,42.5,2.0,34655,ART0001786,2.0,99.77
816,ART0000783,ODP17-13768,Montaggio,A40,RIS13,0.5,42.5,2.0,34656,ART0001391,2.0,5.65
817,ART0000783,ODP17-13768,Montaggio,A40,RIS13,0.5,42.5,2.0,34657,ART0001387,2.0,6.04
818,ART0000783,ODP17-13768,Montaggio,A40,RIS13,0.5,42.5,2.0,34658,ART0005139,2.0,0.64
819,ART0000783,ODP17-13768,Montaggio,A40,RIS13,0.5,42.5,2.0,34659,ART0003831,6.0,17.25
820,ART0000783,ODP17-13768,Montaggio,A40,RIS13,0.5,42.5,2.0,34660,ART0002504,2.0,63.28
821,ART0000783,ODP17-13768,Controllo qualità,CQ,RIS16,0.0,12.75,2.0,34654,ART0001898,2.0,414.5
822,ART0000783,ODP17-13768,Controllo qualità,CQ,RIS16,0.0,12.75,2.0,34655,ART0001786,2.0,99.77
823,ART0000783,ODP17-13768,Controllo qualità,CQ,RIS16,0.0,12.75,2.0,34656,ART0001391,2.0,5.65
824,ART0000783,ODP17-13768,Controllo qualità,CQ,RIS16,0.0,12.75,2.0,34657,ART0001387,2.0,6.04
825,ART0000783,ODP17-13768,Controllo qualità,CQ,RIS16,0.0,12.75,2.0,34658,ART0005139,2.0,0.64
826,ART0000783,ODP17-13768,Controllo qualità,CQ,RIS16,0.0,12.75,2.0,34659,ART0003831,6.0,17.25
827,ART0000783,ODP17-13768,Controllo qualità,CQ,RIS16,0.0,12.75,2.0,34660,ART0002504,2.0,63.28
828,ART0000784,ODP17-04558,Montaggio,A40,RIS4,0.75,42.5,2.0,27463,ART0001788,2.0,485.01
829,ART0000784,ODP17-04558,Montaggio,A40,RIS4,0.75,42.5,2.0,27464,ART0001873,2.0,547.86
830,ART0000784,ODP17-04558,Montaggio,A40,RIS4,0.75,42.5,2.0,27465,ART0001426,2.0,50.0
831,ART0000784,ODP17-04558,Montaggio,A40,RIS4,0.75,42.5,2.0,27466,ART0003831,6.0,15.0
832,ART0000784,ODP17-04558,Montaggio,A40,RIS4,0.75,42.5,2.0,27467,ART0005139,2.0,0.64
833,ART0000784,ODP17-04558,Montaggio,A40,RIS4,0.75,42.5,2.0,27468,ART0003841,4.0,19.0
834,ART0000784,ODP17-04558,Controllo qualità,CQ,RIS16,0.0,12.75,2.0,27463,ART0001788,2.0,485.01
835,ART0000784,ODP17-04558,Controllo qualità,CQ,RIS16,0.0,12.75,2.0,27464,ART0001873,2.0,547.86
836,ART0000784,ODP17-04558,Controllo qualità,CQ,RIS16,0.0,12.75,2.0,27465,ART0001426,2.0,50.0
837,ART0000784,ODP17-04558,Controllo qualità,CQ,RIS16,0.0,12.75,2.0,27466,ART0003831,6.0,15.0
838,ART0000784,ODP17-04558,Controllo qualità,CQ,RIS16,0.0,12.75,2.0,27467,ART0005139,2.0,0.64
839,ART0000784,ODP17-04558,Controllo qualità,CQ,RIS16,0.0,12.75,2.0,27468,ART0003841,4.0,19.0
840,ART0000784,ODP17-08762,Montaggio,A40,RIS13,3.0,42.5,5.0,29941,ART0001788,5.0,849.99
841,ART0000784,ODP17-08762,Montaggio,A40,RIS13,3.0,42.5,5.0,29942,ART0001873,5.0,973.65
842,ART0000784,ODP17-08762,Montaggio,A40,RIS13,3.0,42.5,5.0,29943,ART0001426,5.0,12.5
843,ART0000784,ODP17-08762,Montaggio,A40,RIS13,3.0,42.5,5.0,29944,ART0003831,15.0,37.5
844,ART0000784,ODP17-08762,Montaggio,A40,RIS13,3.0,42.5,5.0,29945,ART0005139,5.0,1.61
845,ART0000784,ODP17-08762,Montaggio,A40,RIS13,3.0,42.5,5.0,29946,ART0003841,10.0,47.5
846,ART0000784,ODP17-08762,Controllo qualità,CQ,RIS16,0.0,12.75,5.0,29941,ART0001788,5.0,849.99
847,ART0000784,ODP17-08762,Controllo qualità,CQ,RIS16,0.0,12.75,5.0,29942,ART0001873,5.0,973.65
848,ART0000784,ODP17-08762,Controllo qualità,CQ,RIS16,0.0,12.75,5.0,29943,ART0001426,5.0,12.5
849,ART0000784,ODP17-08762,Controllo qualità,CQ,RIS16,0.0,12.75,5.0,29944,ART0003831,15.0,37.5
850,ART0000784,ODP17-08762,Controllo qualità,CQ,RIS16,0.0,12.75,5.0,29945,ART0005139,5.0,1.61
851,ART0000784,ODP17-08762,Controllo qualità,CQ,RIS16,0.0,12.75,5.0,29946,ART0003841,10.0,47.5
852,ART0000786,ODP17-03579,Montaggio,A40,RIS4,0.5,42.5,1.0,26135,ART0001913,1.0,247.45
853,ART0000786,ODP17-03579,Montaggio,A40,RIS4,0.5,42.5,1.0,26136,ART0001786,1.0,45.88
854,ART0000786,ODP17-03579,Montaggio,A40,RIS4,0.5,42.5,1.0,26137,ART0001391,1.0,2.83
855,ART0000786,ODP17-03579,Montaggio,A40,RIS4,0.5,42.5,1.0,26138,ART0001387,1.0,3.02
856,ART0000786,ODP17-03579,Montaggio,A40,RIS4,0.5,42.5,1.0,26139,ART0005139,1.0,0.32
857,ART0000786,ODP17-03579,Montaggio,A40,RIS4,0.5,42.5,1.0,26140,ART0003831,3.0,7.5
858,ART0000786,ODP17-03579,Montaggio,A40,RIS4,0.5,42.5,1.0,26141,ART0002504,1.0,40.95
859,ART0000786,ODP17-03579,Controllo qualità,CQ,RIS16,0.0,12.75,1.0,26135,ART0001913,1.0,247.45
860,ART0000786,ODP17-03579,Controllo qualità,CQ,RIS16,0.0,12.75,1.0,26136,ART0001786,1.0,45.88
861,ART0000786,ODP17-03579,Controllo qualità,CQ,RIS16,0.0,12.75,1.0,26137,ART0001391,1.0,2.83
862,ART0000786,ODP17-03579,Controllo qualità,CQ,RIS16,0.0,12.75,1.0,26138,ART0001387,1.0,3.02
863,ART0000786,ODP17-03579,Controllo qualità,CQ,RIS16,0.0,12.75,1.0,26139,ART0005139,1.0,0.32
864,ART0000786,ODP17-03579,Controllo qualità,CQ,RIS16,0.0,12.75,1.0,26140,ART0003831,3.0,7.5
865,ART0000786,ODP17-03579,Controllo qualità,CQ,RIS16,0.0,12.75,1.0,26141,ART0002504,1.0,40.95
866,ART0000786,ODP17-05735,Montaggio,A40,RIS4,0.5,42.5,1.0,28045,ART0001913,1.0,210.02
867,ART0000786,ODP17-05735,Montaggio,A40,RIS4,0.5,42.5,1.0,28046,ART0001786,1.0,45.88
868,ART0000786,ODP17-05735,Montaggio,A40,RIS4,0.5,42.5,1.0,28047,ART0001391,1.0,2.83
869,ART0000786,ODP17-05735,Montaggio,A40,RIS4,0.5,42.5,1.0,28048,ART0001387,1.0,3.02
870,ART0000786,ODP17-05735,Montaggio,A40,RIS4,0.5,42.5,1.0,28049,ART0005139,1.0,0.32
871,ART0000786,ODP17-05735,Montaggio,A40,RIS4,0.5,42.5,1.0,28050,ART0003831,3.0,7.5
872,ART0000786,ODP17-05735,Montaggio,A40,RIS4,0.5,42.5,1.0,28051,ART0002504,1.0,29.59
873,ART0000786,ODP17-07201,Montaggio,A40,RIS4,0.5,42.5,1.0,28554,ART0001913,1.0,197.52
874,ART0000786,ODP17-07201,Montaggio,A40,RIS4,0.5,42.5,1.0,28555,ART0001786,1.0,45.88
875,ART0000786,ODP17-07201,Montaggio,A40,RIS4,0.5,42.5,1.0,28556,ART0001391,1.0,2.83
876,ART0000786,ODP17-07201,Montaggio,A40,RIS4,0.5,42.5,1.0,28557,ART0001387,1.0,3.02
877,ART0000786,ODP17-07201,Montaggio,A40,RIS4,0.5,42.5,1.0,28558,ART0005139,1.0,0.32
878,ART0000786,ODP17-07201,Montaggio,A40,RIS4,0.5,42.5,1.0,28559,ART0003831,3.0,7.5
879,ART0000786,ODP17-07201,Montaggio,A40,RIS4,0.5,42.5,1.0,28560,ART0002504,1.0,29.59
880,ART0000786,ODP17-07201,Controllo qualità,CQ,RIS16,0.0,12.75,1.0,28554,ART0001913,1.0,197.52
881,ART0000786,ODP17-07201,Controllo qualità,CQ,RIS16,0.0,12.75,1.0,28555,ART0001786,1.0,45.88
882,ART0000786,ODP17-07201,Controllo qualità,CQ,RIS16,0.0,12.75,1.0,28556,ART0001391,1.0,2.83
883,ART0000786,ODP17-07201,Controllo qualità,CQ,RIS16,0.0,12.75,1.0,28557,ART0001387,1.0,3.02
884,ART0000786,ODP17-07201,Controllo qualità,CQ,RIS16,0.0,12.75,1.0,28558,ART0005139,1.0,0.32
885,ART0000786,ODP17-07201,Controllo qualità,CQ,RIS16,0.0,12.75,1.0,28559,ART0003831,3.0,7.5
886,ART0000786,ODP17-07201,Controllo qualità,CQ,RIS16,0.0,12.75,1.0,28560,ART0002504,1.0,29.59
887,ART0000786,ODP17-05735,Controllo qualità,CQ,RIS16,0.0,12.75,1.0,28045,ART0001913,1.0,210.02
888,ART0000786,ODP17-05735,Controllo qualità,CQ,RIS16,0.0,12.75,1.0,28046,ART0001786,1.0,45.88
889,ART0000786,ODP17-05735,Controllo qualità,CQ,RIS16,0.0,12.75,1.0,28047,ART0001391,1.0,2.83
890,ART0000786,ODP17-05735,Controllo qualità,CQ,RIS16,0.0,12.75,1.0,28048,ART0001387,1.0,3.02
891,ART0000786,ODP17-05735,Controllo qualità,CQ,RIS16,0.0,12.75,1.0,28049,ART0005139,1.0,0.32
892,ART0000786,ODP17-05735,Controllo qualità,CQ,RIS16,0.0,12.75,1.0,28050,ART0003831,3.0,7.5
893,ART0000786,ODP17-05735,Controllo qualità,CQ,RIS16,0.0,12.75,1.0,28051,ART0002504,1.0,29.59
894,ART0000786,ODP17-09148,Montaggio,A40,RIS4,0.75,42.5,2.0,30860,ART0001913,2.0,357.55
895,ART0000786,ODP17-09148,Montaggio,A40,RIS4,0.75,42.5,2.0,30861,ART0001786,2.0,81.57
896,ART0000786,ODP17-09148,Montaggio,A40,RIS4,0.75,42.5,2.0,30862,ART0001391,2.0,5.65
897,ART0000786,ODP17-09148,Montaggio,A40,RIS4,0.75,42.5,2.0,30863,ART0001387,2.0,6.04
898,ART0000786,ODP17-09148,Montaggio,A40,RIS4,0.75,42.5,2.0,30864,ART0005139,2.0,0.64
899,ART0000786,ODP17-09148,Montaggio,A40,RIS4,0.75,42.5,2.0,30865,ART0003831,6.0,16.88
900,ART0000786,ODP17-09148,Montaggio,A40,RIS4,0.75,42.5,2.0,30866,ART0002504,2.0,59.17
901,ART0000786,ODP17-09148,Controllo qualità,CQ,RIS16,0.0,12.75,2.0,30860,ART0001913,2.0,357.55
902,ART0000786,ODP17-09148,Controllo qualità,CQ,RIS16,0.0,12.75,2.0,30861,ART0001786,2.0,81.57
903,ART0000786,ODP17-09148,Controllo qualità,CQ,RIS16,0.0,12.75,2.0,30862,ART0001391,2.0,5.65
904,ART0000786,ODP17-09148,Controllo qualità,CQ,RIS16,0.0,12.75,2.0,30863,ART0001387,2.0,6.04
905,ART0000786,ODP17-09148,Controllo qualità,CQ,RIS16,0.0,12.75,2.0,30864,ART0005139,2.0,0.64
906,ART0000786,ODP17-09148,Controllo qualità,CQ,RIS16,0.0,12.75,2.0,30865,ART0003831,6.0,16.88
907,ART0000786,ODP17-09148,Controllo qualità,CQ,RIS16,0.0,12.75,2.0,30866,ART0002504,2.0,59.17
908,ART0000786,ODP17-10757,Montaggio,A40,RIS4,0.5,42.5,3.0,33253,ART0001913,3.0,859.74
909,ART0000786,ODP17-10757,Montaggio,A40,RIS4,0.5,42.5,3.0,33254,ART0001786,3.0,149.66
910,ART0000786,ODP17-10757,Montaggio,A40,RIS4,0.5,42.5,3.0,33255,ART0001391,3.0,8.48
911,ART0000786,ODP17-10757,Montaggio,A40,RIS4,0.5,42.5,3.0,33256,ART0001387,3.0,9.07
912,ART0000786,ODP17-10757,Montaggio,A40,RIS4,0.5,42.5,3.0,33257,ART0005139,3.0,0.67
913,ART0000786,ODP17-10757,Montaggio,A40,RIS4,0.5,42.5,3.0,33258,ART0003831,9.0,25.88
914,ART0000786,ODP17-10757,Montaggio,A40,RIS4,0.5,42.5,3.0,33259,ART0002504,3.0,88.76
915,ART0000786,ODP17-10757,Controllo qualità,CQ,RIS16,0.0,12.75,3.0,33253,ART0001913,3.0,859.74
916,ART0000786,ODP17-10757,Controllo qualità,CQ,RIS16,0.0,12.75,3.0,33254,ART0001786,3.0,149.66
917,ART0000786,ODP17-10757,Controllo qualità,CQ,RIS16,0.0,12.75,3.0,33255,ART0001391,3.0,8.48
918,ART0000786,ODP17-10757,Controllo qualità,CQ,RIS16,0.0,12.75,3.0,33256,ART0001387,3.0,9.07
919,ART0000786,ODP17-10757,Controllo qualità,CQ,RIS16,0.0,12.75,3.0,33257,ART0005139,3.0,0.67
920,ART0000786,ODP17-10757,Controllo qualità,CQ,RIS16,0.0,12.75,3.0,33258,ART0003831,9.0,25.88
921,ART0000786,ODP17-10757,Controllo qualità,CQ,RIS16,0.0,12.75,3.0,33259,ART0002504,3.0,88.76
922,ART0000788,ODP16-16812,Montaggio,A40,RIS4,0.25,42.5,1.0,21684,ART0001929,1.0,126.01
923,ART0000788,ODP16-16812,Montaggio,A40,RIS4,0.25,42.5,1.0,21685,ART0001820,1.0,52.71
924,ART0000788,ODP16-16812,Montaggio,A40,RIS4,0.25,42.5,1.0,21686,ART0005137,1.0,0.0
925,ART0000788,ODP16-16812,Montaggio,A40,RIS4,0.25,42.5,1.0,21687,ART0005138,1.0,0.0
926,ART0000788,ODP16-16812,Montaggio,A40,RIS4,0.25,42.5,1.0,21688,ART0005139,1.0,0.32
927,ART0000788,ODP16-16812,Montaggio,A40,RIS4,0.25,42.5,1.0,21689,ART0003831,2.0,5.0
928,ART0000788,ODP16-16812,Controllo qualità,CQ,RIS16,0.0,12.75,1.0,21684,ART0001929,1.0,126.01
929,ART0000788,ODP16-16812,Controllo qualità,CQ,RIS16,0.0,12.75,1.0,21685,ART0001820,1.0,52.71
930,ART0000788,ODP16-16812,Controllo qualità,CQ,RIS16,0.0,12.75,1.0,21686,ART0005137,1.0,0.0
931,ART0000788,ODP16-16812,Controllo qualità,CQ,RIS16,0.0,12.75,1.0,21687,ART0005138,1.0,0.0
932,ART0000788,ODP16-16812,Controllo qualità,CQ,RIS16,0.0,12.75,1.0,21688,ART0005139,1.0,0.32
933,ART0000788,ODP16-16812,Controllo qualità,CQ,RIS16,0.0,12.75,1.0,21689,ART0003831,2.0,5.0
934,ART0000788,ODP17-08662,Montaggio,A40,RIS4,0.5,42.5,1.0,29402,ART0001929,1.0,126.01
935,ART0000788,ODP17-08662,Montaggio,A40,RIS4,0.5,42.5,1.0,29403,ART0001820,1.0,52.71
936,ART0000788,ODP17-08662,Montaggio,A40,RIS4,0.5,42.5,1.0,29404,ART0005137,1.0,0.0
937,ART0000788,ODP17-08662,Montaggio,A40,RIS4,0.5,42.5,1.0,29405,ART0005138,1.0,0.0
938,ART0000788,ODP17-08662,Montaggio,A40,RIS4,0.5,42.5,1.0,29406,ART0005139,1.0,0.32
939,ART0000788,ODP17-08662,Montaggio,A40,RIS4,0.5,42.5,1.0,29407,ART0003831,2.0,5.0
940,ART0000788,ODP17-08662,Controllo qualità,CQ,RIS16,0.0,12.75,1.0,29402,ART0001929,1.0,126.01
941,ART0000788,ODP17-08662,Controllo qualità,CQ,RIS16,0.0,12.75,1.0,29403,ART0001820,1.0,52.71
942,ART0000788,ODP17-08662,Controllo qualità,CQ,RIS16,0.0,12.75,1.0,29404,ART0005137,1.0,0.0
943,ART0000788,ODP17-08662,Controllo qualità,CQ,RIS16,0.0,12.75,1.0,29405,ART0005138,1.0,0.0
944,ART0000788,ODP17-08662,Controllo qualità,CQ,RIS16,0.0,12.75,1.0,29406,ART0005139,1.0,0.32
945,ART0000788,ODP17-08662,Controllo qualità,CQ,RIS16,0.0,12.75,1.0,29407,ART0003831,2.0,5.0
946,ART0000788,ODP17-11316,Montaggio,A40,RIS4,0.25,42.5,1.0,33220,ART0001929,1.0,198.56
947,ART0000788,ODP17-11316,Montaggio,A40,RIS4,0.25,42.5,1.0,33221,ART0001820,1.0,71.68
948,ART0000788,ODP17-11316,Montaggio,A40,RIS4,0.25,42.5,1.0,33222,ART0005137,1.0,0.0
949,ART0000788,ODP17-11316,Montaggio,A40,RIS4,0.25,42.5,1.0,33223,ART0005138,1.0,0.0
950,ART0000788,ODP17-11316,Montaggio,A40,RIS4,0.25,42.5,1.0,33224,ART0005139,1.0,0.32
951,ART0000788,ODP17-11316,Montaggio,A40,RIS4,0.25,42.5,1.0,33225,ART0003831,2.0,5.75
952,ART0000788,ODP17-10688,Montaggio,A40,RIS4,0.25,42.5,1.0,33212,ART0001929,1.0,198.56
953,ART0000788,ODP17-10688,Montaggio,A40,RIS4,0.25,42.5,1.0,33213,ART0001820,1.0,71.68
954,ART0000788,ODP17-10688,Montaggio,A40,RIS4,0.25,42.5,1.0,33214,ART0005137,1.0,0.0
955,ART0000788,ODP17-10688,Montaggio,A40,RIS4,0.25,42.5,1.0,33215,ART0005138,1.0,0.0
956,ART0000788,ODP17-10688,Montaggio,A40,RIS4,0.25,42.5,1.0,33216,ART0005139,1.0,0.32
957,ART0000788,ODP17-10688,Montaggio,A40,RIS4,0.25,42.5,1.0,33217,ART0003831,2.0,5.75
958,ART0000788,ODP17-11316,Controllo qualità,CQ,RIS16,0.0,12.75,1.0,33220,ART0001929,1.0,198.56
959,ART0000788,ODP17-11316,Controllo qualità,CQ,RIS16,0.0,12.75,1.0,33221,ART0001820,1.0,71.68
960,ART0000788,ODP17-11316,Controllo qualità,CQ,RIS16,0.0,12.75,1.0,33222,ART0005137,1.0,0.0
961,ART0000788,ODP17-11316,Controllo qualità,CQ,RIS16,0.0,12.75,1.0,33223,ART0005138,1.0,0.0
962,ART0000788,ODP17-11316,Controllo qualità,CQ,RIS16,0.0,12.75,1.0,33224,ART0005139,1.0,0.32
963,ART0000788,ODP17-11316,Controllo qualità,CQ,RIS16,0.0,12.75,1.0,33225,ART0003831,2.0,5.75
964,ART0000788,ODP17-10688,Controllo qualità,CQ,RIS16,0.0,12.75,1.0,33212,ART0001929,1.0,198.56
965,ART0000788,ODP17-10688,Controllo qualità,CQ,RIS16,0.0,12.75,1.0,33213,ART0001820,1.0,71.68
966,ART0000788,ODP17-10688,Controllo qualità,CQ,RIS16,0.0,12.75,1.0,33214,ART0005137,1.0,0.0
967,ART0000788,ODP17-10688,Controllo qualità,CQ,RIS16,0.0,12.75,1.0,33215,ART0005138,1.0,0.0
968,ART0000788,ODP17-10688,Controllo qualità,CQ,RIS16,0.0,12.75,1.0,33216,ART0005139,1.0,0.32
969,ART0000788,ODP17-10688,Controllo qualità,CQ,RIS16,0.0,12.75,1.0,33217,ART0003831,2.0,5.75
970,ART0000790,ODP17-02941,Montaggio,A40,RIS4,0.5,42.5,1.0,25773,ART0001829,1.0,188.0
971,ART0000790,ODP17-02941,Montaggio,A40,RIS4,0.5,42.5,1.0,25774,ART0001939,1.0,263.79
972,ART0000790,ODP17-02941,Montaggio,A40,RIS4,0.5,42.5,1.0,25775,ART0005137,1.0,0.0
973,ART0000790,ODP17-02941,Montaggio,A40,RIS4,0.5,42.5,1.0,25776,ART0005138,1.0,0.0
974,ART0000790,ODP17-02941,Montaggio,A40,RIS4,0.5,42.5,1.0,25777,ART0001987,1.0,50.68
975,ART0000790,ODP17-02941,Montaggio,A40,RIS4,0.5,42.5,1.0,25778,ART0003831,5.0,12.5
976,ART0000790,ODP17-02941,Montaggio,A40,RIS4,0.5,42.5,1.0,25779,ART0005487,1.0,0.0
977,ART0000790,ODP17-02941,Controllo qualità,CQ,RIS16,0.0,12.75,1.0,25773,ART0001829,1.0,188.0
978,ART0000790,ODP17-02941,Controllo qualità,CQ,RIS16,0.0,12.75,1.0,25774,ART0001939,1.0,263.79
979,ART0000790,ODP17-02941,Controllo qualità,CQ,RIS16,0.0,12.75,1.0,25775,ART0005137,1.0,0.0
980,ART0000790,ODP17-02941,Controllo qualità,CQ,RIS16,0.0,12.75,1.0,25776,ART0005138,1.0,0.0
981,ART0000790,ODP17-02941,Controllo qualità,CQ,RIS16,0.0,12.75,1.0,25777,ART0001987,1.0,50.68
982,ART0000790,ODP17-02941,Controllo qualità,CQ,RIS16,0.0,12.75,1.0,25778,ART0003831,5.0,12.5
983,ART0000790,ODP17-02941,Controllo qualità,CQ,RIS16,0.0,12.75,1.0,25779,ART0005487,1.0,0.0
984,ART0000795,ODP17-01092,Montaggio,A40,RIS4,3.5,42.5,19.0,23375,ART0001866,20.0,2708.72
985,ART0000795,ODP17-01092,Montaggio,A40,RIS4,3.5,42.5,19.0,23376,ART0001759,20.0,675.17
986,ART0000795,ODP17-01092,Montaggio,A40,RIS4,3.5,42.5,19.0,23377,ART0005137,20.0,0.0
987,ART0000795,ODP17-01092,Montaggio,A40,RIS4,3.5,42.5,19.0,23378,ART0005152,20.0,0.0
988,ART0000795,ODP17-01092,Montaggio,A40,RIS4,3.5,42.5,19.0,23379,ART0003832,40.0,100.0
989,ART0000795,ODP17-01092,Montaggio,A40,RIS4,3.5,42.5,19.0,23380,ART0005153,20.0,7.28
990,ART0000795,ODP17-01092,Controllo qualità,CQ,RIS16,0.0,12.75,19.0,23375,ART0001866,20.0,2708.72
991,ART0000795,ODP17-01092,Controllo qualità,CQ,RIS16,0.0,12.75,19.0,23376,ART0001759,20.0,675.17
992,ART0000795,ODP17-01092,Controllo qualità,CQ,RIS16,0.0,12.75,19.0,23377,ART0005137,20.0,0.0
993,ART0000795,ODP17-01092,Controllo qualità,CQ,RIS16,0.0,12.75,19.0,23378,ART0005152,20.0,0.0
