,NrArticolo,NrOrdineProduzione,Descrizione,NrAreaProduzione,Risorsa,TempoRisorsa,CostoOrarioRisorsa,QuantitydiOutput,NrMovimentoMP,CodiceMP,QuantityMPImpiegata,ImportoCostoTotaleMP
0,ART0000018,ODP17-05342,Tornitura,A20,RIS2,1.0,68.0,2.0,28854,ART0001074,30.0,5.15
1,ART0000018,ODP17-05342,Fresatura,A30,RIS7,0.75,51.0,2.0,28854,ART0001074,30.0,5.15
2,ART0000018,ODP17-05342,Controllo qualità,CQ,RIS16,0.0,12.75,2.0,28854,ART0001074,30.0,5.15
3,ART0000041,ODP17-05342,Tornitura,A20,RIS14,3.0,51.0,4.0,28853,ART0005696,4.0,92.0
4,ART0000041,ODP17-05342,Tornitura,A20,RIS14,1.5,51.0,0.0,28853,ART0005696,4.0,92.0
5,ART0000041,ODP17-05342,Fresatura,A30,RIS7,1.25,51.0,4.0,28853,ART0005696,4.0,92.0
6,ART0000041,ODP17-05342,Controllo qualità,CQ,RIS16,0.0,12.75,4.0,28853,ART0005696,4.0,92.0
7,ART0000042,ODP17-05342,Tornitura,A20,RIS14,5.0,51.0,4.0,28855,ART0005697,4.0,104.0
8,ART0000042,ODP17-05342,Fresatura,A30,RIS7,3.5,51.0,4.0,28855,ART0005697,4.0,104.0
9,ART0000042,ODP17-05342,Controllo qualità,CQ,RIS16,0.0,12.75,4.0,28855,ART0005697,4.0,104.0
10,ART0000043,ODP17-05342,Tornitura,A20,RIS2,1.5,68.0,2.0,28852,ART0001074,210.0,36.06
11,ART0000043,ODP17-05342,Tornitura,A20,RIS2,3.0,68.0,0.0,28852,ART0001074,210.0,36.06
12,ART0000043,ODP17-05342,Fresatura,A30,RIS7,0.0,51.0,0.25,28852,ART0001074,210.0,36.06
13,ART0000043,ODP17-05342,Fresatura,A30,RIS7,0.25,51.0,2.0,28852,ART0001074,210.0,36.06
14,ART0000043,ODP17-05342,Brocciatura / stozzatrice,A33,RIS13,0.5,42.5,2.0,28852,ART0001074,210.0,36.06
15,ART0000043,ODP17-05342,Tornitura,A20,RIS2,0.0001,68.0,0.0,28852,ART0001074,210.0,36.06
16,ART0000043,ODP17-05342,Controllo qualità,CQ,RIS16,0.0,12.75,2.0,28852,ART0001074,210.0,36.06
17,ART0000115,ODP17-04831,Fresatura,A30,RIS7,3.0,51.0,3.0,28514,ART0005683,645.0,210.48
18,ART0000115,ODP17-10637,Fresatura,A30,RIS7,3.25,51.0,3.0,35510,ART0005683,660.0,223.96
19,ART0000116,ODP17-02128,Tornitura,A20,RIS2,3.75,68.0,2.0,27234,ART0005606,2.0,52.0
20,ART0000116,ODP17-02128,Fresatura,A30,RIS9,1.5,42.5,0.0,27234,ART0005606,2.0,52.0
21,ART0000116,ODP17-02128,Fresatura,A30,RIS9,1.5,42.5,2.0,27234,ART0005606,2.0,52.0
22,ART0000116,ODP17-05181,Fresatura,A30,RIS7,2.5,51.0,0.0,30604,ART0005606,3.0,90.0
23,ART0000116,ODP17-05181,Fresatura,A30,RIS7,0.75,51.0,3.0,30604,ART0005606,3.0,90.0
24,ART0000116,ODP17-05181,Controllo qualità,CQ,RIS16,0.0,12.75,3.0,30604,ART0005606,3.0,90.0
25,ART0000119,ODP17-08969,Fresatura,A30,RIS9,1.75,42.5,0.0,31137,ART0005792,310.0,16.51
26,ART0000119,ODP17-08969,Fresatura,A30,RIS9,3.0,42.5,0.0,31137,ART0005792,310.0,16.51
27,ART0000119,ODP17-08969,Fresatura,A30,RIS9,0.25,42.5,5.0,31137,ART0005792,310.0,16.51
28,ART0000119,ODP17-08969,Fresatura,A30,RIS9,2.0,42.5,5.0,31137,ART0005792,310.0,16.51
29,ART0000121,ODP17-09469,Controllo qualità,CQ,RIS16,0.0,12.75,16.0,32867,ART0005848,16.0,61.92
30,ART0000125,ODP17-00418,Tornitura,A20,RIS2,1.5,68.0,1.0,23845,ART0005160,45.0,9.62
31,ART0000125,ODP17-00418,Fresatura,A30,RIS2,1.5,51.0,1.0,23845,ART0005160,45.0,9.62
32,ART0000125,ODP17-00418,Fresatura,A30,RIS7,1.25,51.0,1.0,23845,ART0005160,45.0,9.62
33,ART0000125,ODP17-00418,Controllo qualità,CQ,RIS16,0.0,12.75,1.0,23845,ART0005160,45.0,9.62
34,ART0000125,ODP17-02966,Tornitura,A20,RIS14,2.5,51.0,3.0,28240,ART0005160,138.0,29.49
35,ART0000125,ODP17-02966,Tornitura,A20,RIS14,2.0,51.0,0.0,28240,ART0005160,138.0,29.49
36,ART0000125,ODP17-02966,Fresatura,A30,RIS7,0.75,51.0,0.0,28240,ART0005160,138.0,29.49
37,ART0000125,ODP17-02966,Fresatura,A30,RIS7,1.0,51.0,3.0,28240,ART0005160,138.0,29.49
38,ART0000125,ODP17-02966,Controllo qualità,CQ,RIS16,0.0,12.75,3.0,28240,ART0005160,138.0,29.49
39,ART0000128,ODP16-15233,Controllo qualità,CQ,RIS16,0.0,12.75,11.0,22836,ART0005290,11.0,66.0
40,ART0000129,ODP17-01503,Tornitura,A20,RIS1,2.0,68.0,5.0,25194,ART0005447,5.0,195.0
41,ART0000129,ODP17-01503,Tornitura,A20,RIS1,2.5,68.0,0.0,25194,ART0005447,5.0,195.0
42,ART0000129,ODP17-01503,Fresatura,A30,RIS1,0.009,68.0,0.0,25194,ART0005447,5.0,195.0
43,ART0000129,ODP17-01503,Controllo qualità,CQ,RIS16,0.0,12.75,5.0,25194,ART0005447,5.0,195.0
44,ART0000131,ODP16-16476,Tornitura,A20,RIS2,5.0,68.0,7.0,23383,ART0005339,1470.0,26.22
45,ART0000131,ODP16-16476,Fresatura,A30,RIS7,1.0,51.0,0.0,23383,ART0005339,1470.0,26.22
46,ART0000131,ODP16-16476,Fresatura,A30,RIS7,0.75,51.0,7.0,23383,ART0005339,1470.0,26.22
47,ART0000131,ODP16-16476,Controllo qualità,CQ,RIS16,0.0,12.75,7.0,23383,ART0005339,1470.0,26.22
48,ART0000151,ODP17-03785,Tornitura,A20,RIS2,2.5,68.0,1.0,27501,ART0005160,24.0,5.13
49,ART0000151,ODP17-03785,Fresatura,A30,RIS7,0.75,51.0,1.0,27501,ART0005160,24.0,5.13
50,ART0000151,ODP17-03785,Controllo qualità,CQ,RIS16,0.0,12.75,1.0,27501,ART0005160,24.0,5.13
51,ART0000151,ODP17-10636,Tornitura,A20,RIS2,2.25,68.0,5.0,34019,ART0005892,5.0,40.0
52,ART0000151,ODP17-10636,Fresatura,A30,RIS7,2.5,51.0,5.0,34019,ART0005892,5.0,40.0
53,ART0000151,ODP17-10636,Tornitura,A20,RIS2,1.75,68.0,0.0,34019,ART0005892,5.0,40.0
54,ART0000151,ODP17-10636,Controllo qualità,CQ,RIS16,0.0,12.75,5.0,34019,ART0005892,5.0,40.0
55,ART0000152,ODP17-03785,Tornitura,A20,RIS2,1.5,68.0,1.0,27502,ART0005161,18.0,2.46
56,ART0000152,ODP17-03785,Fresatura,A30,RIS7,0.25,51.0,1.0,27502,ART0005161,18.0,2.46
57,ART0000152,ODP17-03785,Controllo qualità,CQ,RIS16,0.0,12.75,1.0,27502,ART0005161,18.0,2.46
58,ART0000152,ODP17-10636,Tornitura,A20,RIS2,3.75,68.0,5.0,34020,ART0005893,100.0,12.69
59,ART0000152,ODP17-10636,Fresatura,A30,RIS7,0.5,51.0,5.0,34020,ART0005893,100.0,12.69
60,ART0000152,ODP17-10636,Controllo qualità,CQ,RIS16,0.0,12.75,5.0,34020,ART0005893,100.0,12.69
61,ART0000157,ODP17-10507,Tornitura,A20,RIS1,8.0,68.0,0.0,33465,ART0005869,1.0,45.0
62,ART0000157,ODP17-10507,Tornitura,A20,RIS1,7.0,68.0,0.0,33465,ART0005869,1.0,45.0
63,ART0000157,ODP17-10507,Fresatura,A30,RIS9,1.0,42.5,1.0,33465,ART0005869,1.0,45.0
64,ART0000223,ODP17-05309,Rettifica,A34,RIS13,2.5,42.5,17.0,27742,ART0005644,16.0,116.8
65,ART0000223,ODP17-05309,Fresatura,A30,RIS9,3.0,42.5,0.0,27742,ART0005644,16.0,116.8
66,ART0000223,ODP17-05309,Fresatura,A30,RIS9,0.5,42.5,0.0,27742,ART0005644,16.0,116.8
67,ART0000223,ODP17-05309,Fresatura,A30,RIS9,2.25,42.5,0.0,27742,ART0005644,16.0,116.8
68,ART0000223,ODP17-05309,Fresatura,A30,RIS9,1.0,42.5,0.0,27742,ART0005644,16.0,116.8
69,ART0000223,ODP17-05309,Fresatura,A30,RIS9,0.75,42.5,0.0,27742,ART0005644,16.0,116.8
70,ART0000223,ODP17-05309,Fresatura,A30,RIS9,1.75,42.5,17.0,27742,ART0005644,16.0,116.8
71,ART0000223,ODP17-05309,Controllo qualità,CQ,RIS16,0.0,12.75,16.0,27742,ART0005644,16.0,116.8
72,ART0000226,ODP17-10413,Tornitura,A20,RIS2,1.75,68.0,4.0,33885,ART0005891,940.0,40.31
73,ART0000226,ODP17-10413,Tornitura,A20,RIS2,1.0,68.0,0.0,33885,ART0005891,940.0,40.31
74,ART0000226,ODP17-10413,Tornitura,A20,RIS2,0.5,68.0,0.0,33885,ART0005891,940.0,40.31
75,ART0000226,ODP17-10413,Tornitura,A20,RIS2,3.0,68.0,0.0,33885,ART0005891,940.0,40.31
76,ART0000226,ODP17-10413,Fresatura,A30,RIS7,0.5,51.0,4.0,33885,ART0005891,940.0,40.31
77,ART0000226,ODP17-10413,Controllo qualità,CQ,RIS16,0.0,12.75,4.0,33885,ART0005891,940.0,40.31
78,ART0000226,ODP17-10413,Saldatura,A11,RIS13,0.5,42.5,4.0,33885,ART0005891,940.0,40.31
79,ART0000227,ODP17-15223,Tornitura,A20,RIS1,8.0,68.0,0.0,34992,ART0005934,1890.0,25.83
80,ART0000227,ODP17-15223,Tornitura,A20,RIS1,6.0,68.0,0.0,34992,ART0005934,1890.0,25.83
81,ART0000227,ODP17-15223,Fresatura,A30,RIS9,1.0,42.5,6.0,34992,ART0005934,1890.0,25.83
82,ART0000227,ODP17-15223,Tornitura,A20,RIS1,0.0,68.0,6.0,34992,ART0005934,1890.0,25.83
83,ART0000227,ODP17-15223,Controllo qualità,CQ,RIS16,0.0,12.75,6.0,34992,ART0005934,1890.0,25.83
84,ART0000228,ODP17-15223,Fresatura,A30,RIS4,8.0,51.0,12.0,34991,ART0005610,3000.0,62.4
85,ART0000228,ODP17-15223,Controllo qualità,CQ,RIS16,0.0,12.75,12.0,34991,ART0005610,3000.0,62.4
86,ART0000229,ODP17-15223,Fresatura,A30,RIS1,6.0,68.0,12.0,34993,ART0005930,1560.0,7.9
87,ART0000229,ODP17-15223,Fresatura,A30,RIS4,1.5,51.0,12.0,34993,ART0005930,1560.0,7.9
88,ART0000229,ODP17-15223,Controllo qualità,CQ,RIS16,0.0,12.75,12.0,34993,ART0005930,1560.0,7.9
89,ART0000308,ODP16-16945,Tornitura,A20,RIS14,2.5,51.0,10.0,22400,ART0005239,80.0,12.4
90,ART0000308,ODP16-16945,Fresatura,A30,RIS2,0.25,51.0,0.0,22400,ART0005239,80.0,12.4
91,ART0000308,ODP16-16945,Fresatura,A30,RIS9,0.5,42.5,0.0,22400,ART0005239,80.0,12.4
92,ART0000308,ODP16-16945,Fresatura,A30,RIS9,0.75,42.5,10.0,22400,ART0005239,80.0,12.4
93,ART0000308,ODP16-16945,Controllo qualità,CQ,RIS16,0.0,12.75,10.0,22400,ART0005239,80.0,12.4
94,ART0000308,ODP17-15569,Tornitura,A20,RIS2,2.0,68.0,0.0,35508,ART0005954,25.0,132.5
95,ART0000308,ODP17-15569,Tornitura,A20,RIS13,5.0,68.0,25.0,35508,ART0005954,25.0,132.5
96,ART0000308,ODP17-15569,Controllo qualità,CQ,RIS16,0.0,12.75,25.0,35508,ART0005954,25.0,132.5
97,ART0000312,ODP16-15706,Controllo qualità,CQ,RIS16,0.0,12.75,44.0,22834,ART0005289,44.0,88.0
98,ART0000312,ODP17-01503,Controllo qualità,CQ,RIS16,0.0,12.75,32.0,25195,ART0005289,32.0,64.0
99,ART0000312,ODP17-06761,Controllo qualità,CQ,RIS16,0.0,12.75,42.0,28519,ART0005289,42.0,84.0
100,ART0000313,ODP17-00418,Controllo qualità,CQ,RIS16,0.0,12.75,7.0,23847,ART0005377,7.0,74.4
101,ART0000313,ODP17-05181,Controllo qualità,CQ,RIS16,0.0,12.75,12.0,30603,ART0005377,12.0,116.4
102,ART0000320,ODP17-04831,Tornitura,A20,RIS2,1.0,68.0,3.0,28516,ART0005409,66.0,22.36
103,ART0000320,ODP17-04831,Tornitura,A20,RIS2,1.75,68.0,0.0,28516,ART0005409,66.0,22.36
104,ART0000320,ODP17-04831,Fresatura,A30,RIS7,1.0,51.0,3.0,28516,ART0005409,66.0,22.36
105,ART0000320,ODP17-04831,Controllo qualità,CQ,RIS16,0.0,12.75,3.0,28516,ART0005409,66.0,22.36
106,ART0000320,ODP17-10637,Fresatura,A30,RIS7,0.5,51.0,0.0,35511,ART0005409,75.0,25.41
107,ART0000320,ODP17-10637,Fresatura,A30,RIS7,0.5,51.0,3.0,35511,ART0005409,75.0,25.41
108,ART0000320,ODP17-10637,Controllo qualità,CQ,RIS16,0.0,12.75,3.0,35511,ART0005409,75.0,25.41
109,ART0000323,ODP17-05343,Fresatura,A30,RIS7,1.25,51.0,5.0,28858,ART0005698,100.0,45.64
110,ART0000323,ODP17-05343,Controllo qualità,CQ,RIS16,0.0,12.75,5.0,28858,ART0005698,100.0,45.64
111,ART0000324,ODP17-05343,Controllo qualità,CQ,RIS16,0.0,12.75,5.0,28859,ART0005485,75.0,25.68
112,ART0000325,ODP17-05343,Fresatura,A30,RIS7,0.5,51.0,5.0,28860,ART0005698,125.0,57.05
113,ART0000325,ODP17-05343,Controllo qualità,CQ,RIS16,0.0,12.75,5.0,28860,ART0005698,125.0,57.05
114,ART0000456,ODP17-04656,Fresatura,A30,RIS7,1.75,51.0,0.0,28513,ART0005224,140.0,7.84
115,ART0000456,ODP17-04656,Fresatura,A30,RIS7,0.08,51.0,10.0,28513,ART0005224,140.0,7.84
116,ART0000456,ODP17-04656,Controllo qualità,CQ,RIS16,0.0,12.75,10.0,28513,ART0005224,140.0,7.84
117,ART0000555,ODP17-11006,Tornitura,A20,RIS13,1.169,68.0,1.0,32733,ART0005172,80.0,1.33
118,ART0000555,ODP17-11006,Fresatura,A30,RIS4,0.33,51.0,1.0,32733,ART0005172,80.0,1.33
119,ART0000555,ODP17-11006,Controllo qualità,CQ,RIS16,0.0,12.75,1.0,32733,ART0005172,80.0,1.33
120,ART0000625,ODP16-15709,Controllo qualità,CQ,RIS16,0.0,12.75,5.0,22185,ART0005209,1200.0,157.89
121,ART0000625,ODP17-01693,Fresatura,A30,RIS9,3.5,42.5,5.0,23834,ART0005209,1225.0,161.18
122,ART0000625,ODP17-01693,Controllo qualità,CQ,RIS16,0.0,12.75,5.0,23834,ART0005209,1225.0,161.18
123,ART0000625,ODP17-10512,Fresatura,A30,RIS9,0.25,42.5,0.0,33543,ART0005209,2400.0,145.0
124,ART0000625,ODP17-10512,Fresatura,A30,RIS9,4.25,42.5,0.0,33543,ART0005209,2400.0,145.0
125,ART0000625,ODP17-10512,Fresatura,A30,RIS9,2.5,42.5,10.0,33543,ART0005209,2400.0,145.0
126,ART0000625,ODP17-10512,Controllo qualità,CQ,RIS16,0.0,12.75,10.0,33543,ART0005209,2400.0,145.0
127,ART0000627,ODP16-15709,Controllo qualità,CQ,RIS16,0.0,12.75,20.0,22186,ART0005210,2500.0,0.0
128,ART0000627,ODP17-01693,Fresatura,A30,RIS9,4.0,42.5,20.0,23835,ART0005373,2500.0,117.52
129,ART0000627,ODP17-01693,Controllo qualità,CQ,RIS16,0.0,12.75,20.0,23835,ART0005373,2500.0,117.52
130,ART0000627,ODP17-10512,Fresatura,A30,RIS9,4.0,42.5,0.0,33544,ART0005373,3125.0,123.97
131,ART0000627,ODP17-10512,Fresatura,A30,RIS9,1.75,42.5,25.0,33544,ART0005373,3125.0,123.97
132,ART0000627,ODP17-10512,Controllo qualità,CQ,RIS16,0.0,12.75,25.0,33544,ART0005373,3125.0,123.97
133,ART0000628,ODP17-02528,Fresatura,A30,RIS9,9.0,42.5,0.0,25245,ART0005213,3905.0,320.19
134,ART0000628,ODP17-02528,Fresatura,A30,RIS9,9.0,42.5,11.0,25245,ART0005213,3905.0,320.19
135,ART0000628,ODP17-02528,Controllo qualità,CQ,RIS16,0.0,12.75,11.0,25245,ART0005213,3905.0,320.19
136,ART0000630,ODP16-16561,Controllo qualità,CQ,RIS16,0.0,12.75,30.0,22829,ART0005286,2460.0,70.85
137,ART0000630,ODP17-00857,Fresatura,A30,RIS9,1.5,42.5,0.0,23833,ART0005286,1743.0,50.56
138,ART0000630,ODP17-00857,Fresatura,A30,RIS9,5.0,42.5,21.0,23833,ART0005286,1743.0,50.56
139,ART0000630,ODP17-00857,Controllo qualità,CQ,RIS16,0.0,12.75,21.0,23833,ART0005286,1743.0,50.56
140,ART0000630,ODP17-09327,Fresatura,A30,RIS9,2.25,42.5,0.0,32085,ART0005286,3444.0,106.53
141,ART0000630,ODP17-09327,Fresatura,A30,RIS9,4.0,42.5,0.0,32085,ART0005286,3444.0,106.53
142,ART0000630,ODP17-09327,Fresatura,A30,RIS9,4.0,42.5,42.0,32085,ART0005286,3444.0,106.53
143,ART0000635,ODP17-01693,Fresatura,A30,RIS9,2.0,42.5,10.0,23836,ART0005211,10.0,30.0
144,ART0000635,ODP17-01693,Controllo qualità,CQ,RIS16,0.0,12.75,10.0,23836,ART0005211,10.0,30.0
145,ART0000635,ODP17-10512,Fresatura,A30,RIS9,1.5,42.5,10.0,33545,ART0005211,10.0,30.0
146,ART0000635,ODP17-10512,Controllo qualità,CQ,RIS16,0.0,12.75,10.0,33545,ART0005211,10.0,30.0
147,ART0000638,ODP17-04653,Fresatura,A30,RIS9,1.0,42.5,10.0,27243,ART0005607,10.0,30.0
148,ART0000638,ODP17-04653,Controllo qualità,CQ,RIS16,0.0,12.75,10.0,27243,ART0005607,10.0,30.0
149,ART0000639,ODP16-15709,Controllo qualità,CQ,RIS16,0.0,12.75,7.0,22188,ART0005210,665.0,0.0
150,ART0000639,ODP17-10512,Fresatura,A30,RIS9,1.5,42.5,0.0,33546,ART0005373,950.0,34.44
151,ART0000639,ODP17-10512,Fresatura,A30,RIS9,0.25,42.5,0.0,33546,ART0005373,950.0,34.44
152,ART0000639,ODP17-10512,Fresatura,A30,RIS9,0.5,42.5,10.0,33546,ART0005373,950.0,34.44
153,ART0000639,ODP17-10512,Controllo qualità,CQ,RIS16,0.0,12.75,10.0,33546,ART0005373,950.0,34.44
154,ART0000641,ODP17-04653,Preparazione materiale,A10,RIS11,0.5,42.5,5.0,27244,ART0005608,5.0,60.0
155,ART0000641,ODP17-04653,Tornitura,A20,RIS2,0.75,68.0,5.0,27244,ART0005608,5.0,60.0
156,ART0000641,ODP17-04653,Fresatura,A30,RIS7,2.0,51.0,5.0,27244,ART0005608,5.0,60.0
157,ART0000642,ODP17-07536,Fresatura,A30,RIS9,3.5,42.5,5.0,28863,ART0005699,5.0,62.5
158,ART0000642,ODP17-07536,Controllo qualità,CQ,RIS16,0.0,12.75,5.0,28863,ART0005699,5.0,62.5
159,ART0000643,ODP17-02240,Tornitura,A20,RIS2,1.5,68.0,51.0,25018,ART0005443,51.0,219.3
160,ART0000643,ODP17-02240,Controllo qualità,CQ,RIS16,0.0,12.75,51.0,25018,ART0005443,51.0,219.3
161,ART0000644,ODP16-16561,Controllo qualità,CQ,RIS16,0.0,12.75,21.0,22830,ART0005287,2646.0,79.64
162,ART0000644,ODP17-02392,Fresatura,A30,RIS9,6.75,42.5,0.0,25247,ART0005287,4200.0,126.42
163,ART0000644,ODP17-02392,Fresatura,A30,RIS9,6.75,42.5,32.0,25247,ART0005287,4200.0,126.42
164,ART0000644,ODP17-02392,Controllo qualità,CQ,RIS16,0.0,12.75,31.0,25247,ART0005287,4200.0,126.42
165,ART0000644,ODP17-10512,Fresatura,A30,RIS9,1.5,42.5,0.0,33547,ART0005287,2971.0,89.43
166,ART0000644,ODP17-10512,Fresatura,A30,RIS9,8.0,42.5,23.0,33547,ART0005287,2971.0,89.43
167,ART0000644,ODP17-10512,Controllo qualità,CQ,RIS16,0.0,12.75,23.0,33547,ART0005287,2971.0,89.43
168,ART0000645,ODP16-16561,Controllo qualità,CQ,RIS16,0.0,12.75,23.0,22831,ART0005215,1495.0,209.9
169,ART0000645,ODP17-01693,Tornitura,A20,RIS1,6.0,68.0,23.0,23837,ART0005215,1495.0,209.89
170,ART0000645,ODP17-01693,Fresatura,A30,RIS1,0.001,68.0,0.0,23837,ART0005215,1495.0,209.89
171,ART0000645,ODP17-01693,Controllo qualità,CQ,RIS16,0.0,12.75,23.0,23837,ART0005215,1495.0,209.89
172,ART0000645,ODP17-03507,Tornitura,A20,RIS1,2.5,68.0,16.0,26195,ART0005215,1040.0,146.01
173,ART0000645,ODP17-03507,Tornitura,A20,RIS1,1.0,68.0,0.0,26195,ART0005215,1040.0,146.01
174,ART0000645,ODP17-03507,Fresatura,A30,RIS1,0.0009,68.0,0.0,26195,ART0005215,1040.0,146.01
175,ART0000645,ODP17-03507,Controllo qualità,CQ,RIS16,0.0,12.75,16.0,26195,ART0005215,1040.0,146.01
176,ART0000645,ODP17-10512,Tornitura,A20,RIS1,3.0,68.0,20.0,33548,ART0005871,1300.0,158.66
177,ART0000645,ODP17-10512,Fresatura,A30,RIS1,1.0,68.0,0.0,33548,ART0005871,1300.0,158.66
178,ART0000645,ODP17-10512,Controllo qualità,CQ,RIS16,0.0,12.75,10.0,33548,ART0005871,1300.0,158.66
179,ART0000690,ODP17-01508,Tornitura,A20,RIS14,2.5,51.0,10.0,23548,ART0005348,450.0,11.22
180,ART0000690,ODP17-01508,Controllo qualità,CQ,RIS16,0.0,12.75,10.0,23548,ART0005348,450.0,11.22
181,ART0000697,ODP17-02601,Tornitura,A20,RIS2,3.25,68.0,4.0,24452,ART0005428,160.0,1.68
182,ART0000697,ODP17-05737,Tornitura,A20,RIS2,2.75,68.0,4.0,27155,ART0005428,160.0,1.68
183,ART0000697,ODP17-05737,Controllo qualità,CQ,RIS16,0.0,12.75,4.0,27155,ART0005428,160.0,1.68
184,ART0000697,ODP17-07536,Tornitura,A20,RIS13,1.5,68.0,2.0,28864,ART0005428,100.0,1.05
185,ART0000697,ODP17-07536,Controllo qualità,CQ,RIS16,0.0,12.75,2.0,28864,ART0005428,100.0,1.05
186,ART0000748,ODP17-02386,Controllo qualità,CQ,RIS16,0.0,12.75,49.0,24536,ART0005432,49.0,171.5
187,ART0000748,ODP17-02386,Controllo qualità,CQ,RIS16,0.0,12.75,49.0,24537,ART0005433,49.0,49.0
188,ART0000748,ODP17-02386,Controllo qualità,CQ,RIS16,0.0,12.75,49.0,24538,ART0005242,98.0,125.44
189,ART0000748,ODP17-02386,Controllo qualità,CQ,RIS16,0.0,12.75,49.0,24539,ART0005243,49.0,5.49
190,ART0000748,ODP17-02386,Controllo qualità,CQ,RIS16,0.0,12.75,49.0,24540,ART0001868,49.0,1278.86
191,ART0000748,ODP17-02386,Controllo qualità,CQ,RIS16,0.0,12.75,49.0,24541,ART0001756,49.0,950.0
192,ART0000748,ODP17-05535,Montaggio,A40,RIS4,5.0,42.5,50.0,28241,ART0001868,50.0,1348.54
193,ART0000748,ODP17-05535,Montaggio,A40,RIS4,5.0,42.5,50.0,28242,ART0001756,50.0,1100.0
194,ART0000748,ODP17-05535,Montaggio,A40,RIS4,5.0,42.5,50.0,28243,ART0005432,50.0,175.0
195,ART0000748,ODP17-05535,Montaggio,A40,RIS4,5.0,42.5,50.0,28244,ART0005433,50.0,50.0
196,ART0000748,ODP17-05535,Montaggio,A40,RIS4,5.0,42.5,50.0,28245,ART0005242,100.0,128.0
197,ART0000748,ODP17-05535,Montaggio,A40,RIS4,5.0,42.5,50.0,28246,ART0005243,50.0,5.6
198,ART0000748,ODP17-05535,Montaggio,A40,RIS4,5.0,42.5,50.0,28247,ART0005677,50.0,12.6
199,ART0000748,ODP17-05535,Controllo qualità,CQ,RIS16,0.0,12.75,50.0,28241,ART0001868,50.0,1348.54
200,ART0000748,ODP17-05535,Controllo qualità,CQ,RIS16,0.0,12.75,50.0,28242,ART0001756,50.0,1100.0
201,ART0000748,ODP17-05535,Controllo qualità,CQ,RIS16,0.0,12.75,50.0,28243,ART0005432,50.0,175.0
202,ART0000748,ODP17-05535,Controllo qualità,CQ,RIS16,0.0,12.75,50.0,28244,ART0005433,50.0,50.0
203,ART0000748,ODP17-05535,Controllo qualità,CQ,RIS16,0.0,12.75,50.0,28245,ART0005242,100.0,128.0
204,ART0000748,ODP17-05535,Controllo qualità,CQ,RIS16,0.0,12.75,50.0,28246,ART0005243,50.0,5.6
205,ART0000748,ODP17-05535,Controllo qualità,CQ,RIS16,0.0,12.75,50.0,28247,ART0005677,50.0,12.6
206,ART0000748,ODP17-10871,Montaggio,A40,RIS4,3.75,42.5,10.0,34074,ART0001868,50.0,1308.66
207,ART0000748,ODP17-10871,Montaggio,A40,RIS4,3.75,42.5,10.0,34075,ART0001756,50.0,1212.5
208,ART0000748,ODP17-10871,Montaggio,A40,RIS4,3.75,42.5,10.0,34076,ART0005432,50.0,175.0
209,ART0000748,ODP17-10871,Montaggio,A40,RIS4,3.75,42.5,10.0,34077,ART0005433,50.0,50.0
210,ART0000748,ODP17-10871,Montaggio,A40,RIS4,3.75,42.5,10.0,34078,ART0005242,100.0,142.63
211,ART0000748,ODP17-10871,Montaggio,A40,RIS4,3.75,42.5,10.0,34079,ART0005243,50.0,5.6
212,ART0000748,ODP17-10871,Montaggio,A40,RIS4,3.75,42.5,10.0,34080,ART0005677,50.0,12.6
213,ART0000748,ODP17-10871,Montaggio,A40,RIS13,3.0,42.5,10.0,34074,ART0001868,50.0,1308.66
214,ART0000748,ODP17-10871,Montaggio,A40,RIS13,3.0,42.5,10.0,34075,ART0001756,50.0,1212.5
215,ART0000748,ODP17-10871,Montaggio,A40,RIS13,3.0,42.5,10.0,34076,ART0005432,50.0,175.0
216,ART0000748,ODP17-10871,Montaggio,A40,RIS13,3.0,42.5,10.0,34077,ART0005433,50.0,50.0
217,ART0000748,ODP17-10871,Montaggio,A40,RIS13,3.0,42.5,10.0,34078,ART0005242,100.0,142.63
218,ART0000748,ODP17-10871,Montaggio,A40,RIS13,3.0,42.5,10.0,34079,ART0005243,50.0,5.6
219,ART0000748,ODP17-10871,Montaggio,A40,RIS13,3.0,42.5,10.0,34080,ART0005677,50.0,12.6
220,ART0000748,ODP17-10871,Montaggio,A40,RIS12,1.0,42.5,30.0,34074,ART0001868,50.0,1308.66
221,ART0000748,ODP17-10871,Montaggio,A40,RIS12,1.0,42.5,30.0,34075,ART0001756,50.0,1212.5
222,ART0000748,ODP17-10871,Montaggio,A40,RIS12,1.0,42.5,30.0,34076,ART0005432,50.0,175.0
223,ART0000748,ODP17-10871,Montaggio,A40,RIS12,1.0,42.5,30.0,34077,ART0005433,50.0,50.0
224,ART0000748,ODP17-10871,Montaggio,A40,RIS12,1.0,42.5,30.0,34078,ART0005242,100.0,142.63
225,ART0000748,ODP17-10871,Montaggio,A40,RIS12,1.0,42.5,30.0,34079,ART0005243,50.0,5.6
226,ART0000748,ODP17-10871,Montaggio,A40,RIS12,1.0,42.5,30.0,34080,ART0005677,50.0,12.6
227,ART0000748,ODP17-15078,Montaggio,A40,RIS13,4.0,42.5,50.0,35495,ART0001868,50.0,1311.31
228,ART0000748,ODP17-15078,Montaggio,A40,RIS13,4.0,42.5,50.0,35496,ART0001756,50.0,1099.54
229,ART0000748,ODP17-15078,Montaggio,A40,RIS13,4.0,42.5,50.0,35497,ART0005432,50.0,192.5
