,NrArticolo,NrOrdineProduzione,NrMovimentoMP,CodiceMP,QuantityMPImpiegata,ImportoCostoTotaleMP,QuantitydiOutput
368,ART0000762,ODP17-02385,25281,ART0001897,10.0,935.27,10.0
369,ART0000762,ODP17-02385,25282,ART0001785,10.0,365.94,10.0
370,ART0000762,ODP17-02385,25283,ART0005149,10.0,0.0,10.0
371,ART0000762,ODP17-02385,25284,ART0005140,30.0,45.0,10.0
372,ART0000762,ODP17-02385,25285,ART0005150,10.0,0.0,10.0
373,ART0000762,ODP17-02385,25286,ART0005151,10.0,1.47,10.0
374,ART0000762,ODP17-02385,25287,ART0005453,20.0,26.48,10.0
375,ART0000762,ODP17-02385,25288,ART0005454,10.0,3.51,10.0
376,ART0000762,ODP17-06164,27665,ART0001897,10.0,950.44,10.0
377,ART0000762,ODP17-06164,27666,ART0001785,10.0,380.97,10.0
378,ART0000762,ODP17-06164,27667,ART0005149,10.0,0.0,10.0
379,ART0000762,ODP17-06164,27668,ART0005140,30.0,45.0,10.0
380,ART0000762,ODP17-06164,27669,ART0005150,10.0,0.0,10.0
381,ART0000762,ODP17-06164,27670,ART0005151,10.0,1.47,10.0
382,ART0000762,ODP17-06164,27671,ART0005453,20.0,26.48,10.0
383,ART0000762,ODP17-06164,27672,ART0005454,10.0,3.51,10.0
384,ART0000762,ODP17-08916,30585,ART0001897,10.0,1086.87,10.0
385,ART0000762,ODP17-08916,30586,ART0001785,10.0,432.16,10.0
386,ART0000762,ODP17-08916,30587,ART0005149,10.0,0.0,10.0
387,ART0000762,ODP17-08916,30588,ART0005140,30.0,45.0,10.0
388,ART0000762,ODP17-08916,30589,ART0005150,10.0,0.0,10.0
389,ART0000762,ODP17-08916,30590,ART0005151,10.0,1.47,10.0
390,ART0000762,ODP17-08916,30591,ART0005453,20.0,26.48,10.0
391,ART0000762,ODP17-08916,30592,ART0005454,10.0,3.51,10.0
392,ART0000762,ODP17-10127,32062,ART0001897,10.0,1017.22,10.0
393,ART0000762,ODP17-10127,32063,ART0001785,10.0,416.97,10.0
394,ART0000762,ODP17-10127,32064,ART0005149,10.0,0.0,10.0
395,ART0000762,ODP17-10127,32065,ART0005140,30.0,45.0,10.0
396,ART0000762,ODP17-10127,32066,ART0005150,10.0,0.0,10.0
397,ART0000762,ODP17-10127,32067,ART0005151,10.0,1.47,10.0
398,ART0000762,ODP17-10127,32068,ART0005453,20.0,26.48,10.0
399,ART0000762,ODP17-10127,32069,ART0005454,10.0,3.51,10.0
400,ART0000762,ODP17-12824,34662,ART0001897,10.0,988.67,10.0
401,ART0000762,ODP17-12824,34663,ART0001785,10.0,399.75,10.0
402,ART0000762,ODP17-12824,34664,ART0005149,10.0,0.0,10.0
403,ART0000762,ODP17-12824,34665,ART0005140,30.0,51.75,10.0
404,ART0000762,ODP17-12824,34666,ART0005150,10.0,0.0,10.0
405,ART0000762,ODP17-12824,34667,ART0005151,10.0,1.47,10.0
406,ART0000762,ODP17-12824,34668,ART0005453,20.0,26.48,10.0
407,ART0000762,ODP17-12824,34669,ART0005454,10.0,3.51,10.0
408,ART0000795,ODP17-02384,24432,ART0001866,10.0,1528.88,10.0
409,ART0000795,ODP17-02384,24433,ART0001759,10.0,337.59,10.0
410,ART0000795,ODP17-02384,24434,ART0005137,10.0,0.0,10.0
411,ART0000795,ODP17-02384,24435,ART0005152,10.0,0.0,10.0
412,ART0000795,ODP17-02384,24436,ART0003832,20.0,50.0,10.0
413,ART0000795,ODP17-02384,24437,ART0005153,10.0,3.64,10.0
414,ART0000795,ODP17-02882,25230,ART0001866,10.0,1354.36,10.0
415,ART0000795,ODP17-02882,25231,ART0001759,10.0,337.59,10.0
416,ART0000795,ODP17-02882,25232,ART0005137,10.0,0.0,10.0
417,ART0000795,ODP17-02882,25233,ART0005152,10.0,0.0,10.0
418,ART0000795,ODP17-02882,25234,ART0003832,20.0,50.0,10.0
419,ART0000795,ODP17-02882,25235,ART0005153,10.0,3.64,10.0
420,ART0000795,ODP17-06164,27673,ART0001866,10.0,1616.51,10.0
421,ART0000795,ODP17-06164,27674,ART0001759,10.0,342.07,10.0
422,ART0000795,ODP17-06164,27675,ART0005137,10.0,0.0,10.0
423,ART0000795,ODP17-06164,27676,ART0005152,10.0,0.0,10.0
424,ART0000795,ODP17-06164,27677,ART0003832,20.0,50.0,10.0
425,ART0000795,ODP17-06164,27678,ART0005153,10.0,3.64,10.0
426,ART0000804,ODP17-01276,24248,ART0001923,3.0,834.46,10.0
427,ART0000804,ODP17-01276,24249,ART0001813,3.0,174.83,10.0
428,ART0000804,ODP17-01276,24250,ART0001989,3.0,48.35,10.0
429,ART0000804,ODP17-01276,24251,ART0005261,3.0,0.0,10.0
430,ART0000804,ODP17-01276,24252,ART0005262,3.0,0.0,10.0
431,ART0000804,ODP17-01276,24253,ART0005412,3.0,1.45,10.0
432,ART0000804,ODP17-01276,24254,ART0003832,6.0,15.0,10.0
433,ART0000891,ODP17-14202,34604,ART0005922,1750.0,18.93,10.0
434,ART0001185,ODP17-10614,32855,ART0005158,860.0,46.78,10.0
435,ART0001731,ODP17-12549,35331,ART0005943,20.0,90.0,10.0
436,ART0001731,ODP17-12549,35332,ART0005944,1000.0,0.0,10.0
437,ART0001772,ODP17-05348,28345,ART0005217,1000.0,132.11,10.0
438,ART0001786,ODP17-02529,25669,ART0005148,850.0,91.84,10.0
439,ART0001872,ODP17-10508,32838,ART0005348,2500.0,62.33,10.0
440,ART0001884,ODP17-05348,28346,ART0005154,1150.0,62.51,10.0
441,ART0001898,ODP17-02529,25668,ART0005161,1150.0,165.24,10.0
442,ART0002048,ODP17-09329,32172,ART0005227,50.0,3.84,10.0
443,ART0002504,ODP17-13768,34661,ART0005479,10.0,45.0,10.0
444,ART0002866,ODP17-10614,32856,ART0001076,460.0,158.7,10.0
445,ART0002867,ODP17-09329,32174,ART0005328,350.0,61.4,10.0
446,ART0002909,ODP17-09329,32175,ART0005148,150.0,17.28,10.0
447,ART0003310,ODP17-02892,25643,ART0005190,30.0,2.92,10.0
448,ART0003578,ODP16-16560,22122,ART0005192,600.0,23.8,10.0
449,ART0003580,ODP16-16560,22121,ART0005191,550.0,82.55,10.0
450,ART0004015,ODP17-14587,35396,ART0005403,200.0,52.29,10.0
451,ART0004169,ODP17-03851,30187,ART0005403,450.0,96.17,10.0
452,ART0004362,ODP17-08987,31164,ART0005793,350.0,3.9,10.0
453,ART0004420,ODP17-05267,27114,ART0005341,400.0,12.8,10.0
454,ART0004737,ODP17-10514,33806,ART0005875,600.0,8.0,10.0
455,ART0004880,ODP17-10281,32032,ART0005233,400.0,3.57,10.0
456,ART0005136,ODP17-15077,34837,ART0005172,250.0,4.16,10.0
457,ART0001149,ODP17-05186,27914,ART0005637,1080.0,14.51,9.0
458,ART0001653,ODP17-08763,30094,ART0005325,1665.0,7.97,9.0
459,ART0001783,ODP17-08862,30944,ART0005411,495.0,44.88,9.0
460,ART0001921,ODP17-05018,27662,ART0005639,1125.0,80.41,9.0
461,ART0002107,ODP17-03853,27241,ART0005291,1035.0,7.92,9.0
462,ART0002829,ODP17-08763,30099,ART0005165,180.0,88.25,9.0
463,ART0003309,ODP17-08763,30102,ART0005190,72.0,7.0,9.0
464,ART0004924,ODP17-12282,33691,ART0005880,2745.0,80.91,9.0
465,ART0004924,ODP17-12282,33692,ART0005857,1260.0,13.4,9.0
466,ART0000795,ODP17-04829,27783,ART0001866,8.0,1433.02,8.0
467,ART0000795,ODP17-04829,27784,ART0001759,8.0,276.06,8.0
468,ART0000795,ODP17-04829,27785,ART0005137,8.0,0.0,8.0
469,ART0000795,ODP17-04829,27786,ART0005152,8.0,0.0,8.0
470,ART0000795,ODP17-04829,27787,ART0003832,16.0,40.0,8.0
471,ART0000795,ODP17-04829,27788,ART0005153,8.0,2.92,8.0
472,ART0000795,ODP17-08040,29750,ART0001866,8.0,1235.62,8.0
473,ART0000795,ODP17-08040,29751,ART0001759,8.0,248.33,8.0
474,ART0000795,ODP17-08040,29752,ART0005137,8.0,0.0,8.0
475,ART0000795,ODP17-08040,29753,ART0005152,8.0,0.0,8.0
476,ART0000795,ODP17-08040,29754,ART0003832,16.0,40.0,8.0
477,ART0000795,ODP17-08040,29755,ART0005153,8.0,2.92,8.0
478,ART0000795,ODP17-09103,30433,ART0001866,8.0,1284.98,8.0
479,ART0000795,ODP17-09103,30434,ART0001759,8.0,255.26,8.0
480,ART0000795,ODP17-09103,30435,ART0005137,8.0,0.0,8.0
481,ART0000795,ODP17-09103,30436,ART0005152,8.0,0.0,8.0
482,ART0000795,ODP17-09103,30437,ART0003832,16.0,40.0,8.0
483,ART0000795,ODP17-09103,30438,ART0005153,8.0,2.91,8.0
484,ART0000795,ODP17-09336,32055,ART0001866,8.0,970.0,8.0
485,ART0000795,ODP17-09336,32056,ART0001759,8.0,237.08,8.0
486,ART0000795,ODP17-09336,32057,ART0005137,8.0,0.0,8.0
487,ART0000795,ODP17-09336,32058,ART0005152,8.0,0.0,8.0
488,ART0000795,ODP17-09336,32059,ART0003832,16.0,45.92,8.0
489,ART0000795,ODP17-09336,32060,ART0005153,8.0,2.91,8.0
490,ART0000795,ODP17-10127,32070,ART0001866,8.0,1069.61,8.0
491,ART0000795,ODP17-10127,32071,ART0001759,8.0,239.89,8.0
492,ART0000795,ODP17-10127,32072,ART0005137,8.0,0.0,8.0
493,ART0000795,ODP17-10127,32073,ART0005152,8.0,0.0,8.0
494,ART0000795,ODP17-10127,32074,ART0003832,16.0,45.92,8.0
495,ART0000795,ODP17-10127,32075,ART0005153,8.0,2.91,8.0
496,ART0000795,ODP17-15302,34824,ART0001866,8.0,993.51,8.0
497,ART0000795,ODP17-15302,34825,ART0001759,8.0,239.33,8.0
498,ART0000795,ODP17-15302,34826,ART0005137,8.0,0.0,8.0
499,ART0000795,ODP17-15302,34827,ART0005152,8.0,0.0,8.0
500,ART0000795,ODP17-15302,34828,ART0003832,16.0,45.92,8.0
501,ART0000795,ODP17-15302,34829,ART0005153,8.0,2.91,8.0
502,ART0000850,ODP16-14652,22261,ART0001891,5.0,496.26,8.0
503,ART0000850,ODP16-14652,22262,ART0001779,5.0,170.94,8.0
504,ART0000850,ODP16-14652,22263,ART0005222,10.0,10.75,8.0
505,ART0000850,ODP16-14652,22264,ART0001404,10.0,23.44,8.0
506,ART0000850,ODP16-14652,22265,ART0005223,5.0,0.56,8.0
507,ART0001117,ODP17-08197,29327,ART0005707,8.0,240.0,8.0
508,ART0001117,ODP17-08197,29328,ART0005624,2040.0,882.74,8.0
509,ART0001575,ODP17-14423,34083,ART0005314,1080.0,0.39,8.0
510,ART0001612,ODP17-10446,32845,ART0005846,1067.0,0.02,8.0
511,ART0001779,ODP16-14652,22267,ART0005224,400.0,22.4,8.0
512,ART0001786,ODP17-01982,24510,ART0005148,664.0,71.72,8.0
513,ART0001891,ODP16-14652,22266,ART0005188,640.0,9.01,8.0
514,ART0001895,ODP17-08862,30943,ART0005249,680.0,47.4,8.0
515,ART0001898,ODP17-01982,24509,ART0005161,920.0,139.08,8.0
516,ART0001898,ODP17-09806,32421,ART0005161,575.0,78.73,8.0
517,ART0001994,ODP17-04147,27101,ART0005599,8.0,76.8,8.0
518,ART0002411,ODP17-12738,34388,ART0005908,1000.0,19.8,8.0
519,ART0002411,ODP17-12738,34389,ART0005909,600.0,13.25,8.0
520,ART0003132,ODP17-09125,30858,ART0005657,280.0,1.05,8.0
521,ART0003275,ODP17-03125,26484,ART0005548,280.0,0.88,8.0
522,ART0003610,ODP17-00973,23289,ART0005154,362.0,8.81,8.0
523,ART0003610,ODP17-00973,23290,ART0005335,8.0,1.01,8.0
524,ART0003610,ODP17-00973,23291,ART0005336,8.0,6.4,8.0
525,ART0003612,ODP17-03020,28336,ART0005680,336.0,59.23,8.0
526,ART0004941,ODP17-01515,24275,ART0005286,1800.0,55.68,8.0
527,ART0004942,ODP17-01515,24276,ART0005416,224.0,17.48,8.0
528,ART0004944,ODP17-01515,24277,ART0005233,112.0,1.0,8.0
529,ART0004947,ODP17-01515,24279,ART0005418,384.0,5.24,8.0
530,ART0005136,ODP17-01034,22435,ART0005250,4.0,0.0,8.0
531,ART0005136,ODP17-01034,22436,ART0005186,280.0,7.73,8.0
532,ART0005136,ODP17-07463,28393,ART0005291,1000.0,7.65,8.0
533,ART0000131,ODP16-16476,23383,ART0005339,1470.0,26.22,7.0
534,ART0000313,ODP17-00418,23847,ART0005377,7.0,74.4,7.0
535,ART0000639,ODP16-15709,22188,ART0005210,665.0,0.0,7.0
536,ART0001811,ODP16-17117,22828,ART0005285,651.0,109.57,7.0
537,ART0001811,ODP17-08792,29939,ART0005560,552.0,86.56,7.0
538,ART0001811,ODP17-09443,32053,ART0005560,644.0,100.99,7.0
539,ART0001884,ODP16-16047,22276,ART0005142,805.0,48.42,7.0
540,ART0002041,ODP17-02266,24948,ART0005436,196.0,65.4,7.0
541,ART0002042,ODP17-02266,24949,ART0005160,210.0,44.88,7.0
542,ART0002042,ODP17-02266,24950,ART0005437,21.0,11.76,7.0
543,ART0002133,ODP17-02266,24951,ART0005438,7.0,35.0,7.0
544,ART0002133,ODP17-02266,24952,ART0005439,525.0,80.33,7.0
545,ART0002502,ODP17-03938,26612,ART0005560,140.0,21.27,7.0
546,ART0002513,ODP16-15976,22148,ART0005160,252.0,55.23,7.0
547,ART0002739,ODP17-07900,29760,ART0005736,364.0,8.04,7.0
548,ART0002859,ODP17-02266,24953,ART0005440,7.0,161.0,7.0
549,ART0002860,ODP17-02266,24954,ART0005440,7.0,161.0,7.0
550,ART0003101,ODP17-02710,25758,ART0005142,70.0,4.21,7.0
551,ART0005136,ODP17-12518,33699,ART0005397,420.0,11.19,7.0
552,ART0000227,ODP17-15223,34992,ART0005934,1890.0,25.83,6.0
553,ART0000752,ODP17-01273,24170,ART0001921,6.0,620.28,6.0
554,ART0000752,ODP17-01273,24171,ART0001811,6.0,565.35,6.0
555,ART0000752,ODP17-01273,24172,ART0001409,6.0,37.0,6.0
556,ART0000752,ODP17-01273,24173,ART0005242,12.0,15.36,6.0
557,ART0000752,ODP17-01273,24174,ART0005283,6.0,0.53,6.0
558,ART0000752,ODP17-01273,24175,ART0005284,6.0,0.0,6.0
559,ART0000752,ODP17-01273,24176,ART0005150,6.0,0.0,6.0
560,ART0000752,ODP17-05018,27655,ART0001921,6.0,565.94,6.0
561,ART0000752,ODP17-05018,27656,ART0001811,6.0,524.92,6.0
562,ART0000752,ODP17-05018,27657,ART0001409,6.0,12.66,6.0
563,ART0000752,ODP17-05018,27658,ART0005242,12.0,15.36,6.0
564,ART0000752,ODP17-05018,27659,ART0005283,6.0,0.52,6.0
565,ART0000752,ODP17-05018,27660,ART0005284,6.0,0.0,6.0
566,ART0000752,ODP17-05018,27661,ART0005150,6.0,0.0,6.0
567,ART0000752,ODP17-08435,29408,ART0001921,6.0,611.22,6.0
568,ART0000752,ODP17-08435,29409,ART0001811,6.0,524.92,6.0
569,ART0000752,ODP17-08435,29410,ART0001409,6.0,20.77,6.0
570,ART0000752,ODP17-08435,29411,ART0005242,12.0,15.36,6.0
571,ART0000752,ODP17-08435,29412,ART0005283,6.0,0.52,6.0
572,ART0000752,ODP17-08435,29413,ART0005284,6.0,0.0,6.0
573,ART0000752,ODP17-08435,29414,ART0005150,6.0,0.0,6.0
574,ART0000752,ODP17-09443,32045,ART0001921,6.0,655.75,6.0
575,ART0000752,ODP17-09443,32046,ART0001811,6.0,536.56,6.0
576,ART0000752,ODP17-09443,32047,ART0001409,6.0,12.66,6.0
577,ART0000752,ODP17-09443,32048,ART0005242,12.0,15.36,6.0
578,ART0000752,ODP17-09443,32049,ART0005283,6.0,0.52,6.0
579,ART0000752,ODP17-09443,32050,ART0005284,6.0,0.0,6.0
580,ART0000752,ODP17-09443,32051,ART0005150,6.0,0.0,6.0
581,ART0000752,ODP17-11884,33188,ART0001921,6.0,640.77,6.0
582,ART0000752,ODP17-11884,33189,ART0001811,6.0,640.73,6.0
583,ART0000752,ODP17-11884,33190,ART0001409,6.0,12.66,6.0
584,ART0000752,ODP17-11884,33191,ART0005242,12.0,15.36,6.0
585,ART0000752,ODP17-11884,33192,ART0005283,6.0,0.52,6.0
586,ART0000752,ODP17-11884,33193,ART0005284,6.0,0.0,6.0
587,ART0000752,ODP17-11884,33194,ART0005150,6.0,0.0,6.0
588,ART0000758,ODP16-16047,22268,ART0001772,6.0,283.4,6.0
589,ART0000758,ODP16-16047,22269,ART0001884,6.0,788.5,6.0
590,ART0000758,ODP16-16047,22270,ART0001982,6.0,12.0,6.0
591,ART0000758,ODP16-16047,22271,ART0005149,6.0,0.0,6.0
592,ART0000758,ODP16-16047,22272,ART0005140,18.0,27.0,6.0
593,ART0000758,ODP16-16047,22273,ART0005225,6.0,0.0,6.0
594,ART0000758,ODP16-16047,22274,ART0005226,6.0,0.92,6.0
595,ART0000783,ODP17-02529,25656,ART0001898,6.0,900.14,6.0
596,ART0000783,ODP17-02529,25657,ART0001786,6.0,244.7,6.0
597,ART0000783,ODP17-02529,25658,ART0001391,6.0,16.96,6.0
598,ART0000783,ODP17-02529,25659,ART0001387,6.0,18.13,6.0
599,ART0000783,ODP17-02529,25660,ART0005139,6.0,1.93,6.0
600,ART0000783,ODP17-02529,25661,ART0003831,18.0,45.0,6.0
601,ART0000783,ODP17-02529,25662,ART0002504,6.0,177.52,6.0
602,ART0000811,ODP17-07204,29080,ART0001940,4.0,997.51,6.0
603,ART0000811,ODP17-07204,29081,ART0001830,4.0,297.65,6.0
604,ART0000811,ODP17-07204,29082,ART0005261,4.0,0.0,6.0
605,ART0000811,ODP17-07204,29083,ART0005262,4.0,0.0,6.0
606,ART0000811,ODP17-07204,29084,ART0001514,4.0,141.87,6.0
607,ART0000811,ODP17-07204,29085,ART0003832,20.0,50.0,6.0
608,ART0000811,ODP17-07204,29086,ART0005461,4.0,1.25,6.0
609,ART0000811,ODP17-07204,29087,ART0005412,4.0,1.96,6.0
610,ART0000812,ODP17-11266,34147,ART0001942,6.0,1676.34,6.0
611,ART0000812,ODP17-11266,34148,ART0001832,6.0,534.66,6.0
612,ART0000812,ODP17-11266,34149,ART0002020,6.0,63.02,6.0
613,ART0000812,ODP17-11266,34150,ART0002120,6.0,33.73,6.0
614,ART0000812,ODP17-11266,34151,ART0005669,6.0,2.9,6.0
615,ART0000812,ODP17-11266,34152,ART0003832,30.0,86.1,6.0
616,ART0000812,ODP17-11266,34153,ART0005261,6.0,0.0,6.0
617,ART0000812,ODP17-11266,34154,ART0005262,6.0,0.0,6.0
618,ART0001180,ODP17-02710,25755,ART0005483,630.0,0.0,6.0
619,ART0001190,ODP17-05019,27550,ART0005513,1380.0,4.66,6.0
620,ART0001514,ODP17-05734,28572,ART0005227,258.0,19.81,6.0
621,ART0001587,ODP17-07203,28192,ART0005296,900.0,0.34,6.0
622,ART0001588,ODP17-08436,29578,ART0005167,690.0,0.32,6.0
623,ART0001609,ODP17-04147,27098,ART0005402,672.0,1.25,6.0
624,ART0001653,ODP17-02892,25634,ART0005325,1110.0,5.32,6.0
625,ART0001653,ODP17-10449,32654,ART0005325,1080.0,5.29,6.0
626,ART0001765,ODP17-01269,23726,ART0005165,330.0,161.79,6.0
627,ART0001783,ODP17-01509,24169,ART0005164,330.0,28.86,6.0
628,ART0001786,ODP17-10757,33261,ART0005148,540.0,62.21,6.0
629,ART0001811,ODP17-08792,29939,ART0005560,552.0,86.56,6.0
630,ART0001830,ODP17-05734,28571,ART0005227,900.0,125.28,6.0
631,ART0001832,ODP17-11266,34156,ART0005227,1050.0,80.64,6.0
632,ART0001895,ODP17-01509,24168,ART0005249,510.0,0.0,6.0
633,ART0001942,ODP17-11266,34155,ART0005160,1140.0,274.85,6.0
634,ART0002112,ODP17-08436,29579,ART0005402,390.0,0.73,6.0
635,ART0002148,ODP17-02856,25221,ART0005168,210.0,20.61,6.0
636,ART0002148,ODP17-08860,29701,ART0005168,192.0,18.93,6.0
637,ART0002148,ODP17-09161,31424,ART0005168,204.0,20.11,6.0
638,ART0002152,ODP17-05184,27653,ART0001082,270.0,5.39,6.0
639,ART0002152,ODP17-12191,34652,ART0005648,12.0,1.92,6.0
640,ART0002152,ODP17-12191,34653,ART0001082,270.0,5.39,6.0
641,ART0002530,ODP17-07896,28818,ART0005511,6.0,100.8,6.0
642,ART0002829,ODP17-02892,25639,ART0005165,120.0,58.83,6.0
643,ART0002829,ODP17-10449,32658,ART0005165,120.0,75.12,6.0
644,ART0003132,ODP17-13346,34061,ART0005216,6.0,0.0,6.0
645,ART0003309,ODP17-02892,25642,ART0005190,57.0,5.54,6.0
646,ART0003844,ODP17-13346,34062,ART0005399,132.0,3.33,6.0
647,ART0004375,ODP17-10737,32879,ART0005851,720.0,17.84,6.0
648,ART0004656,ODP17-10514,33795,ART0005883,1440.0,10.37,6.0
649,ART0004660,ODP17-10509,32960,ART0005856,1440.0,44.35,6.0
650,ART0004885,ODP17-14482,35398,ART0005650,864.0,4.03,6.0
651,ART0004885,ODP17-14482,35399,ART0005667,480.0,19.97,6.0
652,ART0004885,ODP17-14482,35400,ART0005739,318.0,2.65,6.0
653,ART0005136,ODP17-12518,33699,ART0005397,420.0,11.19,6.0
654,ART0000129,ODP17-01503,25194,ART0005447,5.0,195.0,5.0
655,ART0000151,ODP17-10636,34019,ART0005892,5.0,40.0,5.0
656,ART0000152,ODP17-10636,34020,ART0005893,100.0,12.69,5.0
657,ART0000323,ODP17-05343,28858,ART0005698,100.0,45.64,5.0
658,ART0000324,ODP17-05343,28859,ART0005485,75.0,25.68,5.0
659,ART0000325,ODP17-05343,28860,ART0005698,125.0,57.05,5.0
660,ART0000625,ODP16-15709,22185,ART0005209,1200.0,157.89,5.0
661,ART0000625,ODP17-01693,23834,ART0005209,1225.0,161.18,5.0
662,ART0000641,ODP17-04653,27244,ART0005608,5.0,60.0,5.0
663,ART0000642,ODP17-07536,28863,ART0005699,5.0,62.5,5.0
664,ART0000756,ODP16-15977,21921,ART0001877,5.0,645.23,5.0
665,ART0000756,ODP16-15977,21922,ART0001765,5.0,421.96,5.0
666,ART0000756,ODP16-15977,21923,ART0001429,10.0,39.29,5.0
667,ART0000756,ODP16-15977,21924,ART0005140,15.0,22.5,5.0
668,ART0000756,ODP16-15977,21925,ART0005141,5.0,0.98,5.0
669,ART0000756,ODP17-01269,23721,ART0001877,5.0,643.04,5.0
670,ART0000756,ODP17-01269,23722,ART0001765,5.0,301.49,5.0
671,ART0000756,ODP17-01269,23723,ART0001429,10.0,39.29,5.0
672,ART0000756,ODP17-01269,23724,ART0005140,15.0,22.5,5.0
673,ART0000756,ODP17-01269,23725,ART0005141,5.0,0.98,5.0
674,ART0000782,ODP17-01509,24160,ART0001895,5.0,569.32,5.0
675,ART0000782,ODP17-01509,24161,ART0001783,5.0,340.98,5.0
676,ART0000782,ODP17-01509,24162,ART0001391,5.0,13.8,5.0
677,ART0000782,ODP17-01509,24163,ART0001387,5.0,6.25,5.0
678,ART0000782,ODP17-01509,24164,ART0003831,10.0,25.0,5.0
679,ART0000782,ODP17-01509,24165,ART0005139,5.0,1.61,5.0
680,ART0000782,ODP17-01509,24166,ART0002490,5.0,89.42,5.0
681,ART0000782,ODP17-01509,24167,ART0005300,20.0,0.53,5.0
682,ART0000784,ODP17-08762,29941,ART0001788,5.0,849.99,5.0
683,ART0000784,ODP17-08762,29942,ART0001873,5.0,973.65,5.0
684,ART0000784,ODP17-08762,29943,ART0001426,5.0,12.5,5.0
685,ART0000784,ODP17-08762,29944,ART0003831,15.0,37.5,5.0
686,ART0000784,ODP17-08762,29945,ART0005139,5.0,1.61,5.0
687,ART0000784,ODP17-08762,29946,ART0003841,10.0,47.5,5.0
688,ART0001180,ODP16-14655,21928,ART0005166,525.0,4.21,5.0
689,ART0001590,ODP17-05307,27558,ART0005216,5.0,0.0,5.0
690,ART0001773,ODP17-13019,34815,ART0005164,400.0,38.05,5.0
691,ART0001788,ODP17-08762,29947,ART0005635,700.0,99.99,5.0
692,ART0001813,ODP17-10505,34097,ART0005227,475.0,36.48,5.0
693,ART0001873,ODP17-08762,29948,ART0005488,1625.0,111.15,5.0
694,ART0001885,ODP17-13019,34814,ART0005249,550.0,38.33,5.0
695,ART0001898,ODP17-09806,32421,ART0005161,575.0,78.73,5.0
696,ART0001923,ODP17-10505,34095,ART0005142,630.0,37.89,5.0
697,ART0001923,ODP17-10505,34096,ART0005429,5.0,105.0,5.0
698,ART0002048,ODP17-08125,29681,ART0005227,25.0,1.92,5.0
699,ART0002210,ODP17-07203,28194,ART0005671,100.0,2.54,5.0
700,ART0002423,ODP17-10424,32966,ART0005813,725.0,0.89,5.0
701,ART0002444,ODP17-08125,29682,ART0005722,185.0,9.67,5.0
702,ART0002513,ODP17-00855,23102,ART0005160,180.0,39.45,5.0
703,ART0002531,ODP17-10493,32629,ART0005762,75.0,17.84,5.0
704,ART0002552,ODP17-13152,34473,ART0005216,5.0,0.0,5.0
705,ART0002867,ODP17-08125,29683,ART0005723,5.0,19.0,5.0
706,ART0002867,ODP17-08125,29684,ART0005724,190.0,0.0,5.0
707,ART0002909,ODP17-08125,29685,ART0005725,5.0,19.0,5.0
708,ART0002909,ODP17-08125,29686,ART0005148,75.0,8.64,5.0
709,ART0003202,ODP17-08998,30127,ART0005754,5.0,44.8,5.0
710,ART0004015,ODP17-14587,35396,ART0005403,200.0,52.29,5.0
711,ART0004671,ODP17-10416,32001,ART0005821,950.0,24.83,5.0
712,ART0004675,ODP17-14342,35033,ART0005935,225.0,3.22,5.0
713,ART0005136,ODP17-10463,32026,ART0005176,2.0,0.0,5.0
714,ART0005136,ODP17-10463,32027,ART0005176,1.0,0.0,5.0
715,ART0005136,ODP17-13850,34832,ART0005176,3.0,0.0,5.0
716,ART0005136,ODP17-13850,34834,ART0005928,2.0,0.0,5.0
717,ART0000041,ODP17-05342,28853,ART0005696,4.0,92.0,4.0
718,ART0000042,ODP17-05342,28855,ART0005697,4.0,104.0,4.0
719,ART0000226,ODP17-10413,33885,ART0005891,940.0,40.31,4.0
720,ART0000697,ODP17-02601,24452,ART0005428,160.0,1.68,4.0
721,ART0000697,ODP17-05737,27155,ART0005428,160.0,1.68,4.0
722,ART0000811,ODP17-07204,29080,ART0001940,4.0,997.51,4.0
723,ART0000811,ODP17-07204,29081,ART0001830,4.0,297.65,4.0
724,ART0000811,ODP17-07204,29082,ART0005261,4.0,0.0,4.0
725,ART0000811,ODP17-07204,29083,ART0005262,4.0,0.0,4.0
726,ART0000811,ODP17-07204,29084,ART0001514,4.0,141.87,4.0
727,ART0000811,ODP17-07204,29085,ART0003832,20.0,50.0,4.0
728,ART0000811,ODP17-07204,29086,ART0005461,4.0,1.25,4.0
729,ART0000811,ODP17-07204,29087,ART0005412,4.0,1.96,4.0
730,ART0000877,ODP17-13155,34555,ART0005919,960.0,135.14,4.0
731,ART0000878,ODP17-13155,34554,ART0005919,960.0,135.16,4.0
732,ART0000879,ODP17-13155,34560,ART0005425,100.0,124.31,4.0
733,ART0000881,ODP17-13155,34553,ART0001083,1320.0,48.28,4.0
734,ART0000883,ODP17-13155,34557,ART0005920,8.0,56.0,4.0
735,ART0000883,ODP17-13155,34558,ART0001083,220.0,8.05,4.0
736,ART0000885,ODP17-13155,34559,ART0005873,1700.0,39.34,4.0
737,ART0000887,ODP17-13155,34563,ART0005921,1980.0,55.44,4.0
738,ART0000888,ODP17-13155,34562,ART0005921,740.0,20.94,4.0
739,ART0000889,ODP17-13155,34565,ART0005399,270.0,6.8,4.0
740,ART0000890,ODP17-13155,34564,ART0005922,200.0,2.16,4.0
741,ART0000893,ODP17-13155,34566,ART0005446,1280.0,6.3,4.0
742,ART0000893,ODP17-13155,34567,ART0005923,180.0,16.54,4.0
