,NrArticolo,NrOrdineProduzione,NrMovimentoMP,CodiceMP,QuantityMPImpiegata,ImportoCostoTotaleMP,QuantitydiOutput
1115,ART0001046,ODP17-04046,26930,ART0005590,340.0,0.0,2.0
1116,ART0001046,ODP17-04046,26931,ART0005591,240.0,4.32,2.0
1117,ART0001047,ODP17-04046,26928,ART0005588,270.0,12.4,2.0
1118,ART0001047,ODP17-04046,26929,ART0005589,240.0,7.83,2.0
1119,ART0001047,ODP17-07949,29334,ART0005588,280.0,12.86,2.0
1120,ART0001047,ODP17-07949,29335,ART0005589,240.0,7.83,2.0
1121,ART0001129,ODP17-04390,27418,ART0005633,2.0,31.0,2.0
1122,ART0001174,ODP17-06127,28237,ART0005675,300.0,12.48,2.0
1123,ART0001174,ODP17-06127,28238,ART0005676,2.0,66.0,2.0
1124,ART0001215,ODP17-12158,34420,ART0005504,510.0,42.27,2.0
1125,ART0001219,ODP17-10446,32843,ART0005844,290.0,9.77,2.0
1126,ART0001249,ODP17-15310,35474,ART0005340,1070.0,11.52,2.0
1127,ART0001252,ODP17-02892,25631,ART0005348,490.0,12.22,2.0
1128,ART0001252,ODP17-10449,32652,ART0001082,540.0,10.77,2.0
1129,ART0001441,ODP17-09442,31448,ART0005144,30.0,23.33,2.0
1130,ART0001497,ODP17-02892,25633,ART0005471,16.0,10.75,2.0
1131,ART0001497,ODP17-10449,32653,ART0005277,16.0,15.01,2.0
1132,ART0001514,ODP17-02757,25529,ART0005227,90.0,13.23,2.0
1133,ART0001534,ODP17-09243,30829,ART0005144,16.0,12.0,2.0
1134,ART0001741,ODP17-08124,29074,ART0005161,140.0,19.17,2.0
1135,ART0001761,ODP17-03730,27095,ART0005227,180.0,27.77,2.0
1136,ART0001768,ODP17-03844,27078,ART0005148,200.0,22.68,2.0
1137,ART0001776,ODP17-03075,25929,ART0005491,136.0,52.0,2.0
1138,ART0001777,ODP17-09766,32732,ART0005168,158.0,14.38,2.0
1139,ART0001778,ODP17-06373,28715,ART0005217,180.0,23.82,2.0
1140,ART0001788,ODP17-04558,27469,ART0005635,280.0,40.01,2.0
1141,ART0001789,ODP17-09769,32330,ART0005635,264.0,31.17,2.0
1142,ART0001821,ODP17-04799,27830,ART0005649,440.0,0.0,2.0
1143,ART0001830,ODP17-02757,25528,ART0005227,300.0,44.1,2.0
1144,ART0001832,ODP17-05185,28044,ART0005227,340.0,52.45,2.0
1145,ART0001832,ODP17-07834,29749,ART0005227,340.0,26.11,2.0
1146,ART0001869,ODP17-03730,27094,ART0001074,220.0,37.78,2.0
1147,ART0001873,ODP17-04558,27470,ART0005245,650.0,40.36,2.0
1148,ART0001880,ODP17-03844,27077,ART0005154,260.0,14.13,2.0
1149,ART0001882,ODP17-09766,32731,ART0005824,210.0,28.98,2.0
1150,ART0001889,ODP17-03075,25930,ART0005161,180.0,24.65,2.0
1151,ART0001890,ODP17-06373,28716,ART0005667,230.0,9.57,2.0
1152,ART0001900,ODP17-09769,32329,ART0005219,290.0,3.91,2.0
1153,ART0001913,ODP17-09148,30867,ART0001898,2.0,300.05,2.0
1154,ART0001920,ODP16-14653,21907,ART0005162,460.0,51.89,2.0
1155,ART0001931,ODP17-04799,27829,ART0005160,470.0,100.44,2.0
1156,ART0001940,ODP17-02757,25527,ART0005160,400.0,85.48,2.0
1157,ART0001940,ODP17-05734,28570,ART0005160,400.0,85.48,2.0
1158,ART0001942,ODP17-05185,28043,ART0005160,380.0,81.2,2.0
1159,ART0001942,ODP17-07834,29748,ART0005160,370.0,79.07,2.0
1160,ART0002012,ODP16-17338,22389,ART0005159,44.0,24.54,2.0
1161,ART0002028,ODP17-09243,30838,ART0005778,2.0,24.0,2.0
1162,ART0002029,ODP17-09243,30839,ART0005779,2.0,33.0,2.0
1163,ART0002139,ODP17-03150,25917,ART0005439,104.0,15.91,2.0
1164,ART0002140,ODP17-03150,25918,ART0005439,108.0,16.52,2.0
1165,ART0002141,ODP17-06376,28225,ART0005160,63.0,13.46,2.0
1166,ART0002172,ODP17-04651,26786,ART0005186,80.0,2.21,2.0
1167,ART0002191,ODP17-12158,34425,ART0005913,40.0,13.57,2.0
1168,ART0002214,ODP17-08124,29075,ART0005154,74.0,4.02,2.0
1169,ART0002228,ODP17-02572,25539,ART0005154,90.0,2.19,2.0
1170,ART0002240,ODP17-10446,32847,ART0005411,86.0,7.8,2.0
1171,ART0002267,ODP17-01401,23387,ART0005341,130.0,4.16,2.0
1172,ART0002271,ODP17-02892,25636,ART0005249,96.0,0.0,2.0
1173,ART0002274,ODP16-17338,22390,ART0005234,240.0,99.55,2.0
1174,ART0002299,ODP17-09243,30841,ART0005168,170.0,16.76,2.0
1175,ART0002360,ODP17-07202,28690,ART0005691,2.0,26.0,2.0
1176,ART0002360,ODP17-07202,28691,ART0005692,140.0,0.0,2.0
1177,ART0002360,ODP17-10280,32338,ART0005691,2.0,26.0,2.0
1178,ART0002360,ODP17-10280,32339,ART0005635,140.0,16.53,2.0
1179,ART0002450,ODP17-12158,34426,ART0005914,540.0,94.77,2.0
1180,ART0002452,ODP17-10446,32848,ART0005847,400.0,61.5,2.0
1181,ART0002530,ODP17-03506,26123,ART0005511,2.0,48.0,2.0
1182,ART0002554,ODP17-04799,27831,ART0005317,50.0,2.69,2.0
1183,ART0002555,ODP17-10446,32849,ART0005161,60.0,8.22,2.0
1184,ART0002556,ODP17-10446,32850,ART0005635,56.0,6.61,2.0
1185,ART0002598,ODP17-10448,32645,ART0005232,50.0,5.48,2.0
1186,ART0002617,ODP17-08998,30125,ART0005154,70.0,3.8,2.0
1187,ART0002628,ODP17-11007,32842,ART0001073,30.0,2.59,2.0
1188,ART0002707,ODP17-15494,34983,ART0005932,1.0,24.0,2.0
1189,ART0002747,ODP17-11230,33739,ART0005383,150.0,88.73,2.0
1190,ART0002753,ODP16-17337,22422,ART0005232,90.0,9.3,2.0
1191,ART0002866,ODP17-03076,25769,ART0005485,90.0,22.41,2.0
1192,ART0002886,ODP17-10448,32649,ART0005168,110.0,10.01,2.0
1193,ART0002897,ODP17-06376,28227,ART0005673,2.0,73.4,2.0
1194,ART0002897,ODP17-06376,28228,ART0005674,680.0,57.85,2.0
1195,ART0002918,ODP17-02892,25640,ART0005383,50.0,32.96,2.0
1196,ART0002918,ODP17-10449,32659,ART0005383,50.0,29.58,2.0
1197,ART0002919,ODP17-02892,25641,ART0005383,40.0,26.37,2.0
1198,ART0002919,ODP17-10449,32660,ART0005383,42.0,24.85,2.0
1199,ART0002938,ODP17-11230,33740,ART0005682,2.0,69.0,2.0
1200,ART0002938,ODP17-11230,33741,ART0005383,30.0,17.75,2.0
1201,ART0002949,ODP17-11230,33742,ART0005383,56.0,33.13,2.0
1202,ART0002958,ODP17-02572,25548,ART0005328,32.0,5.26,2.0
1203,ART0002959,ODP17-02572,25549,ART0005436,30.0,10.01,2.0
1204,ART0002961,ODP17-12158,34427,ART0005468,40.0,30.42,2.0
1205,ART0002962,ODP17-12158,34428,ART0005468,40.0,30.42,2.0
1206,ART0002963,ODP17-12158,34429,ART0005468,36.0,27.38,2.0
1207,ART0002968,ODP17-10446,32852,ART0005460,40.0,15.62,2.0
1208,ART0002969,ODP17-10446,32853,ART0005460,30.0,11.72,2.0
1209,ART0002978,ODP17-09442,31464,ART0005468,50.0,38.03,2.0
1210,ART0002996,ODP17-00272,22812,ART0005279,560.0,51.76,2.0
1211,ART0002997,ODP16-17338,22392,ART0005235,2.0,190.0,2.0
1212,ART0003195,ODP17-02572,25553,ART0005385,440.0,1.16,2.0
1213,ART0003195,ODP17-11008,34450,ART0005385,440.0,1.16,2.0
1214,ART0003609,ODP17-09928,32181,ART0005187,126.0,74.17,2.0
1215,ART0004014,ODP17-03843,26377,ART0005538,110.0,399.41,2.0
1216,ART0004202,ODP17-01566,23600,ART0005148,25.0,2.7,2.0
1217,ART0004410,ODP17-02240,25020,ART0005161,130.0,18.74,2.0
1218,ART0004410,ODP17-05345,29394,ART0005161,130.0,17.8,2.0
1219,ART0004718,ODP17-10514,33805,ART0005888,70.0,0.36,2.0
1220,ART0004901,ODP17-12282,33694,ART0005181,624.0,3.44,2.0
1221,ART0005011,ODP17-03791,27246,ART0005349,210.0,39.73,2.0
1222,ART0005028,ODP17-11318,34017,ART0005712,400.0,96.9,2.0
1223,ART0005028,ODP17-11318,34018,ART0005712,800.0,198.27,2.0
1224,ART0005030,ODP17-07205,29563,ART0005666,2.0,46.5,2.0
1225,ART0005030,ODP17-07205,29564,ART0005664,1612.0,144.0,2.0
1226,ART0005034,ODP17-08618,29311,ART0005411,40.0,3.63,2.0
1227,ART0005035,ODP17-08618,29312,ART0005543,50.0,13.61,2.0
1228,ART0005110,ODP17-09406,31625,ART0005805,2.0,74.0,2.0
1229,ART0005111,ODP17-09406,31626,ART0005806,2.0,16.0,2.0
1230,ART0005112,ODP17-09406,31627,ART0005807,2.0,26.0,2.0
1231,ART0005136,ODP17-05736,27233,ART0005176,2.0,0.0,2.0
1232,ART0005136,ODP17-10340,32084,ART0005639,40.0,2.86,2.0
1233,ART0005136,ODP17-10736,33540,ART0001080,620.0,1.21,2.0
1234,ART0005136,ODP17-10736,33541,ART0005216,2.0,0.0,2.0
1235,ART0001117,ODP17-08197,29327,ART0005707,8.0,240.0,1.25
1236,ART0001117,ODP17-08197,29328,ART0005624,2040.0,882.74,1.25
1237,ART0000125,ODP17-00418,23845,ART0005160,45.0,9.62,1.0
1238,ART0000151,ODP17-03785,27501,ART0005160,24.0,5.13,1.0
1239,ART0000152,ODP17-03785,27502,ART0005161,18.0,2.46,1.0
1240,ART0000157,ODP17-10507,33465,ART0005869,1.0,45.0,1.0
1241,ART0000555,ODP17-11006,32733,ART0005172,80.0,1.33,1.0
1242,ART0000752,ODP16-17117,22821,ART0001921,1.0,115.79,1.0
1243,ART0000752,ODP16-17117,22822,ART0001811,1.0,94.22,1.0
1244,ART0000752,ODP16-17117,22823,ART0001409,1.0,6.17,1.0
1245,ART0000752,ODP16-17117,22824,ART0005242,2.0,2.56,1.0
1246,ART0000752,ODP16-17117,22825,ART0005283,1.0,0.09,1.0
1247,ART0000752,ODP16-17117,22826,ART0005284,1.0,0.0,1.0
1248,ART0000752,ODP16-17117,22827,ART0005150,1.0,0.0,1.0
1249,ART0000752,ODP17-08792,29932,ART0001921,1.0,94.32,1.0
1250,ART0000752,ODP17-08792,29933,ART0001811,1.0,110.26,1.0
1251,ART0000752,ODP17-08792,29934,ART0001409,1.0,2.11,1.0
1252,ART0000752,ODP17-08792,29935,ART0005242,2.0,2.56,1.0
1253,ART0000752,ODP17-08792,29936,ART0005283,1.0,0.09,1.0
1254,ART0000752,ODP17-08792,29937,ART0005284,1.0,0.0,1.0
1255,ART0000752,ODP17-08792,29938,ART0005150,1.0,0.0,1.0
1256,ART0000757,ODP17-01406,24149,ART0001874,1.0,282.51,1.0
1257,ART0000757,ODP17-01406,24150,ART0001762,1.0,205.97,1.0
1258,ART0000757,ODP17-01406,24151,ART0001982,1.0,2.0,1.0
1259,ART0000757,ODP17-01406,24152,ART0005149,1.0,0.0,1.0
1260,ART0000757,ODP17-01406,24153,ART0005225,1.0,0.0,1.0
1261,ART0000757,ODP17-01406,24154,ART0005226,1.0,0.2,1.0
1262,ART0000757,ODP17-01406,24155,ART0005140,4.0,6.0,1.0
1263,ART0000765,ODP17-01510,23729,ART0005149,1.0,0.0,1.0
1264,ART0000765,ODP17-01510,23730,ART0005150,1.0,0.0,1.0
1265,ART0000765,ODP17-01510,23731,ART0005352,1.0,186.0,1.0
1266,ART0000765,ODP17-01510,23732,ART0005353,1.0,41.7,1.0
1267,ART0000765,ODP17-01510,23733,ART0005140,3.0,4.5,1.0
1268,ART0000765,ODP17-01510,23734,ART0005151,1.0,0.15,1.0
1269,ART0000772,ODP16-15712,21698,ART0001880,1.0,270.21,1.0
1270,ART0000772,ODP16-15712,21699,ART0001768,1.0,115.3,1.0
1271,ART0000772,ODP16-15712,21700,ART0005145,1.0,0.0,1.0
1272,ART0000772,ODP16-15712,21701,ART0005137,1.0,0.0,1.0
1273,ART0000772,ODP16-15712,21702,ART0003831,3.0,7.5,1.0
1274,ART0000772,ODP16-15712,21703,ART0005146,1.0,0.0,1.0
1275,ART0000772,ODP17-03844,27071,ART0001880,1.0,163.82,1.0
1276,ART0000772,ODP17-03844,27072,ART0001768,1.0,72.09,1.0
1277,ART0000772,ODP17-03844,27073,ART0005145,1.0,0.0,1.0
1278,ART0000772,ODP17-03844,27074,ART0005137,1.0,0.0,1.0
1279,ART0000772,ODP17-03844,27075,ART0003831,3.0,7.5,1.0
1280,ART0000772,ODP17-03844,27076,ART0005146,1.0,0.0,1.0
1281,ART0000772,ODP17-11317,33233,ART0001880,1.0,163.82,1.0
1282,ART0000772,ODP17-11317,33234,ART0001768,1.0,72.09,1.0
1283,ART0000772,ODP17-11317,33235,ART0005145,1.0,0.0,1.0
1284,ART0000772,ODP17-11317,33236,ART0005137,1.0,0.0,1.0
1285,ART0000772,ODP17-11317,33237,ART0003831,3.0,8.63,1.0
1286,ART0000772,ODP17-11317,33238,ART0005146,1.0,0.0,1.0
1287,ART0000778,ODP17-14225,34800,ART0002490,1.0,18.71,1.0
1288,ART0000778,ODP17-14225,34801,ART0001885,1.0,149.67,1.0
1289,ART0000778,ODP17-14225,34802,ART0001391,1.0,2.83,1.0
1290,ART0000778,ODP17-14225,34803,ART0001773,1.0,102.11,1.0
1291,ART0000778,ODP17-14225,34804,ART0001387,1.0,3.02,1.0
1292,ART0000778,ODP17-14225,34805,ART0003831,3.0,8.63,1.0
1293,ART0000778,ODP17-14225,34806,ART0005412,1.0,0.49,1.0
1294,ART0000778,ODP17-15715,35323,ART0002490,1.0,18.71,1.0
1295,ART0000778,ODP17-15715,35324,ART0001885,1.0,149.67,1.0
1296,ART0000778,ODP17-15715,35325,ART0001391,1.0,2.83,1.0
1297,ART0000778,ODP17-15715,35326,ART0001773,1.0,102.11,1.0
1298,ART0000778,ODP17-15715,35327,ART0001387,1.0,3.02,1.0
1299,ART0000778,ODP17-15715,35328,ART0003831,3.0,8.63,1.0
1300,ART0000778,ODP17-15715,35329,ART0005412,1.0,0.49,1.0
1301,ART0000782,ODP17-11844,34410,ART0001895,1.0,114.74,1.0
1302,ART0000782,ODP17-11844,34411,ART0001783,1.0,65.6,1.0
1303,ART0000782,ODP17-11844,34412,ART0001391,1.0,2.83,1.0
1304,ART0000782,ODP17-11844,34413,ART0001387,1.0,3.02,1.0
1305,ART0000782,ODP17-11844,34414,ART0003831,2.0,5.75,1.0
1306,ART0000782,ODP17-11844,34415,ART0005139,1.0,0.32,1.0
1307,ART0000782,ODP17-11844,34416,ART0002490,1.0,18.71,1.0
1308,ART0000782,ODP17-11844,34417,ART0005300,4.0,0.11,1.0
1309,ART0000782,ODP17-13344,34402,ART0001895,1.0,114.74,1.0
1310,ART0000782,ODP17-13344,34403,ART0001783,1.0,65.6,1.0
1311,ART0000782,ODP17-13344,34404,ART0001391,1.0,2.83,1.0
1312,ART0000782,ODP17-13344,34405,ART0001387,1.0,3.02,1.0
1313,ART0000782,ODP17-13344,34406,ART0003831,2.0,5.75,1.0
1314,ART0000782,ODP17-13344,34407,ART0005139,1.0,0.32,1.0
1315,ART0000782,ODP17-13344,34408,ART0002490,1.0,18.71,1.0
1316,ART0000782,ODP17-13344,34409,ART0005300,4.0,0.11,1.0
1317,ART0000786,ODP17-03579,26135,ART0001913,1.0,247.45,1.0
1318,ART0000786,ODP17-03579,26136,ART0001786,1.0,45.88,1.0
1319,ART0000786,ODP17-03579,26137,ART0001391,1.0,2.83,1.0
1320,ART0000786,ODP17-03579,26138,ART0001387,1.0,3.02,1.0
1321,ART0000786,ODP17-03579,26139,ART0005139,1.0,0.32,1.0
1322,ART0000786,ODP17-03579,26140,ART0003831,3.0,7.5,1.0
1323,ART0000786,ODP17-03579,26141,ART0002504,1.0,40.95,1.0
1324,ART0000786,ODP17-05735,28045,ART0001913,1.0,210.02,1.0
1325,ART0000786,ODP17-05735,28046,ART0001786,1.0,45.88,1.0
1326,ART0000786,ODP17-05735,28047,ART0001391,1.0,2.83,1.0
1327,ART0000786,ODP17-05735,28048,ART0001387,1.0,3.02,1.0
1328,ART0000786,ODP17-05735,28049,ART0005139,1.0,0.32,1.0
1329,ART0000786,ODP17-05735,28050,ART0003831,3.0,7.5,1.0
1330,ART0000786,ODP17-05735,28051,ART0002504,1.0,29.59,1.0
1331,ART0000786,ODP17-07201,28554,ART0001913,1.0,197.52,1.0
1332,ART0000786,ODP17-07201,28555,ART0001786,1.0,45.88,1.0
1333,ART0000786,ODP17-07201,28556,ART0001391,1.0,2.83,1.0
1334,ART0000786,ODP17-07201,28557,ART0001387,1.0,3.02,1.0
1335,ART0000786,ODP17-07201,28558,ART0005139,1.0,0.32,1.0
1336,ART0000786,ODP17-07201,28559,ART0003831,3.0,7.5,1.0
1337,ART0000786,ODP17-07201,28560,ART0002504,1.0,29.59,1.0
1338,ART0000788,ODP16-16812,21684,ART0001929,1.0,126.01,1.0
1339,ART0000788,ODP16-16812,21685,ART0001820,1.0,52.71,1.0
1340,ART0000788,ODP16-16812,21686,ART0005137,1.0,0.0,1.0
1341,ART0000788,ODP16-16812,21687,ART0005138,1.0,0.0,1.0
1342,ART0000788,ODP16-16812,21688,ART0005139,1.0,0.32,1.0
1343,ART0000788,ODP16-16812,21689,ART0003831,2.0,5.0,1.0
1344,ART0000788,ODP17-08662,29402,ART0001929,1.0,126.01,1.0
1345,ART0000788,ODP17-08662,29403,ART0001820,1.0,52.71,1.0
1346,ART0000788,ODP17-08662,29404,ART0005137,1.0,0.0,1.0
1347,ART0000788,ODP17-08662,29405,ART0005138,1.0,0.0,1.0
1348,ART0000788,ODP17-08662,29406,ART0005139,1.0,0.32,1.0
1349,ART0000788,ODP17-08662,29407,ART0003831,2.0,5.0,1.0
1350,ART0000788,ODP17-10688,33212,ART0001929,1.0,198.56,1.0
1351,ART0000788,ODP17-10688,33213,ART0001820,1.0,71.68,1.0
1352,ART0000788,ODP17-10688,33214,ART0005137,1.0,0.0,1.0
1353,ART0000788,ODP17-10688,33215,ART0005138,1.0,0.0,1.0
1354,ART0000788,ODP17-10688,33216,ART0005139,1.0,0.32,1.0
1355,ART0000788,ODP17-10688,33217,ART0003831,2.0,5.75,1.0
1356,ART0000788,ODP17-11316,33220,ART0001929,1.0,198.56,1.0
1357,ART0000788,ODP17-11316,33221,ART0001820,1.0,71.68,1.0
1358,ART0000788,ODP17-11316,33222,ART0005137,1.0,0.0,1.0
1359,ART0000788,ODP17-11316,33223,ART0005138,1.0,0.0,1.0
1360,ART0000788,ODP17-11316,33224,ART0005139,1.0,0.32,1.0
1361,ART0000788,ODP17-11316,33225,ART0003831,2.0,5.75,1.0
1362,ART0000790,ODP17-02941,25773,ART0001829,1.0,188.0,1.0
1363,ART0000790,ODP17-02941,25774,ART0001939,1.0,263.79,1.0
1364,ART0000790,ODP17-02941,25775,ART0005137,1.0,0.0,1.0
1365,ART0000790,ODP17-02941,25776,ART0005138,1.0,0.0,1.0
1366,ART0000790,ODP17-02941,25777,ART0001987,1.0,50.68,1.0
1367,ART0000790,ODP17-02941,25778,ART0003831,5.0,12.5,1.0
1368,ART0000790,ODP17-02941,25779,ART0005487,1.0,0.0,1.0
1369,ART0000796,ODP17-10503,33205,ART0001935,1.0,361.12,1.0
1370,ART0000796,ODP17-10503,33206,ART0001825,1.0,137.1,1.0
1371,ART0000796,ODP17-10503,33207,ART0003832,3.0,8.61,1.0
1372,ART0000796,ODP17-10503,33208,ART0005840,1.0,0.0,1.0
1373,ART0000796,ODP17-10503,33209,ART0005152,1.0,0.0,1.0
1374,ART0000797,ODP17-03730,27087,ART0001869,1.0,228.64,1.0
1375,ART0000797,ODP17-03730,27088,ART0001761,1.0,71.44,1.0
1376,ART0000797,ODP17-03730,27089,ART0001389,1.0,12.5,1.0
1377,ART0000797,ODP17-03730,27090,ART0001385,1.0,12.5,1.0
1378,ART0000797,ODP17-03730,27091,ART0001983,1.0,37.5,1.0
1379,ART0000797,ODP17-03730,27092,ART0005412,1.0,0.49,1.0
1380,ART0000797,ODP17-03730,27093,ART0003832,3.0,7.5,1.0
1381,ART0000804,ODP17-02889,25223,ART0001923,1.0,258.89,1.0
1382,ART0000804,ODP17-02889,25224,ART0001813,1.0,63.84,1.0
1383,ART0000804,ODP17-02889,25225,ART0001989,1.0,4.99,1.0
1384,ART0000804,ODP17-02889,25226,ART0005261,1.0,0.0,1.0
1385,ART0000804,ODP17-02889,25227,ART0005262,1.0,0.0,1.0
1386,ART0000804,ODP17-02889,25228,ART0005412,1.0,0.49,1.0
1387,ART0000804,ODP17-02889,25229,ART0003832,2.0,5.0,1.0
1388,ART0000804,ODP17-10689,32036,ART0001923,1.0,258.89,1.0
1389,ART0000804,ODP17-10689,32037,ART0001813,1.0,63.84,1.0
1390,ART0000804,ODP17-10689,32038,ART0001989,1.0,4.99,1.0
1391,ART0000804,ODP17-10689,32039,ART0005261,1.0,0.0,1.0
1392,ART0000804,ODP17-10689,32040,ART0005262,1.0,0.0,1.0
1393,ART0000804,ODP17-10689,32041,ART0005412,1.0,0.49,1.0
1394,ART0000804,ODP17-10689,32042,ART0003832,2.0,5.74,1.0
1395,ART0000805,ODP17-00975,22813,ART0001924,1.0,239.85,1.0
1396,ART0000805,ODP17-00975,22814,ART0001814,1.0,83.08,1.0
1397,ART0000805,ODP17-00975,22815,ART0005280,1.0,8.75,1.0
1398,ART0000805,ODP17-00975,22816,ART0005281,2.0,7.45,1.0
1399,ART0000805,ODP17-00975,22817,ART0003832,3.0,7.5,1.0
1400,ART0000805,ODP17-00975,22818,ART0005282,1.0,1.32,1.0
1401,ART0000805,ODP17-00975,22819,ART0005261,1.0,0.0,1.0
1402,ART0000805,ODP17-00975,22820,ART0005145,1.0,0.0,1.0
1403,ART0000805,ODP17-08037,29583,ART0001924,1.0,239.85,1.0
1404,ART0000805,ODP17-08037,29584,ART0001814,1.0,83.08,1.0
1405,ART0000805,ODP17-08037,29585,ART0005280,1.0,8.75,1.0
1406,ART0000805,ODP17-08037,29586,ART0005281,2.0,7.45,1.0
1407,ART0000805,ODP17-08037,29587,ART0003832,3.0,7.5,1.0
1408,ART0000805,ODP17-08037,29588,ART0005282,1.0,1.32,1.0
1409,ART0000805,ODP17-08037,29589,ART0005261,1.0,0.0,1.0
1410,ART0000805,ODP17-08037,29590,ART0005145,1.0,0.0,1.0
1411,ART0000812,ODP17-07834,29740,ART0001942,1.0,352.29,1.0
1412,ART0000812,ODP17-07834,29741,ART0001832,1.0,99.21,1.0
1413,ART0000812,ODP17-07834,29742,ART0002020,1.0,34.38,1.0
1414,ART0000812,ODP17-07834,29743,ART0002120,1.0,12.5,1.0
1415,ART0000812,ODP17-07834,29744,ART0005669,1.0,0.0,1.0
1416,ART0000812,ODP17-07834,29745,ART0003832,5.0,12.5,1.0
1417,ART0000812,ODP17-07834,29746,ART0005261,1.0,0.0,1.0
1418,ART0000812,ODP17-07834,29747,ART0005262,1.0,0.0,1.0
1419,ART0000814,ODP17-08042,29702,ART0001945,1.0,416.92,1.0
1420,ART0000814,ODP17-08042,29703,ART0001836,1.0,140.02,1.0
1421,ART0000814,ODP17-08042,29704,ART0001981,1.0,25.98,1.0
1422,ART0000814,ODP17-08042,29705,ART0005261,1.0,0.0,1.0
1423,ART0000814,ODP17-08042,29706,ART0005262,1.0,0.0,1.0
1424,ART0000814,ODP17-08042,29707,ART0005412,1.0,0.49,1.0
1425,ART0000814,ODP17-08042,29708,ART0003832,4.0,10.0,1.0
1426,ART0000826,ODP17-04799,27822,ART0001931,1.0,455.72,1.0
1427,ART0000826,ODP17-04799,27823,ART0001821,1.0,129.35,1.0
1428,ART0000826,ODP17-04799,27824,ART0002554,1.0,64.67,1.0
1429,ART0000826,ODP17-04799,27825,ART0002553,1.0,43.75,1.0
1430,ART0000826,ODP17-04799,27826,ART0005301,1.0,0.0,1.0
1431,ART0000826,ODP17-04799,27827,ART0005302,1.0,0.0,1.0
1432,ART0000826,ODP17-04799,27828,ART0003834,4.0,18.0,1.0
1433,ART0000826,ODP17-09249,30439,ART0001931,1.0,455.72,1.0
1434,ART0000826,ODP17-09249,30440,ART0001821,1.0,129.35,1.0
1435,ART0000826,ODP17-09249,30441,ART0002554,1.0,64.67,1.0
1436,ART0000826,ODP17-09249,30442,ART0002553,1.0,78.77,1.0
1437,ART0000826,ODP17-09249,30443,ART0005301,1.0,0.0,1.0
1438,ART0000826,ODP17-09249,30444,ART0005302,1.0,0.0,1.0
1439,ART0000826,ODP17-09249,30445,ART0003834,4.0,20.7,1.0
1440,ART0000830,ODP17-09770,32697,ART0001950,1.0,659.43,1.0
1441,ART0000830,ODP17-09770,32698,ART0001840,1.0,339.64,1.0
1442,ART0000830,ODP17-09770,32699,ART0001985,1.0,38.84,1.0
1443,ART0000830,ODP17-09770,32700,ART0002124,2.0,16.5,1.0
1444,ART0000830,ODP17-09770,32701,ART0005839,1.0,0.32,1.0
1445,ART0000830,ODP17-09770,32702,ART0003834,7.0,36.23,1.0
1446,ART0000830,ODP17-09770,32703,ART0005301,1.0,0.0,1.0
1447,ART0000830,ODP17-09770,32704,ART0005840,1.0,0.0,1.0
1448,ART0000841,ODP17-08400,30139,ART0001946,1.0,1631.53,1.0
1449,ART0000841,ODP17-08400,30140,ART0001837,1.0,750.25,1.0
1450,ART0000841,ODP17-08400,30141,ART0002609,1.0,137.72,1.0
1451,ART0000841,ODP17-08400,30142,ART0002608,1.0,356.3,1.0
1452,ART0000841,ODP17-08400,30143,ART0005301,1.0,0.0,1.0
1453,ART0000841,ODP17-08400,30144,ART0005407,1.0,0.0,1.0
1454,ART0000841,ODP17-08400,30145,ART0003836,11.0,62.14,1.0
1455,ART0000841,ODP17-08400,30146,ART0003837,1.0,1.03,1.0
1456,ART0000841,ODP17-08400,30147,ART0005757,12.0,1.25,1.0
1457,ART0000841,ODP17-08400,30148,ART0005758,12.0,0.48,1.0
1458,ART0000845,ODP17-10699,33673,ART0001841,1.0,418.74,1.0
1459,ART0000845,ODP17-10699,33674,ART0001951,1.0,770.49,1.0
1460,ART0000845,ODP17-10699,33675,ART0005406,1.0,0.0,1.0
1461,ART0000845,ODP17-10699,33676,ART0005407,1.0,0.0,1.0
1462,ART0000845,ODP17-10699,33677,ART0002015,1.0,74.08,1.0
1463,ART0000845,ODP17-10699,33678,ART0002070,1.0,74.76,1.0
1464,ART0000845,ODP17-10699,33679,ART0003833,4.0,24.38,1.0
1465,ART0000845,ODP17-10699,33680,ART0005408,1.0,8.16,1.0
1466,ART0000847,ODP17-08958,30596,ART0001883,1.0,133.46,1.0
1467,ART0000847,ODP17-08958,30597,ART0001770,2.0,71.91,1.0
1468,ART0000847,ODP17-08958,30598,ART0003838,10.0,13.0,1.0
1469,ART0000847,ODP17-08958,30599,ART0001424,1.0,2.5,1.0
1470,ART0000847,ODP17-08958,30600,ART0001400,1.0,2.5,1.0
1471,ART0000847,ODP17-08958,30601,ART0001401,1.0,2.5,1.0
1472,ART0000847,ODP17-08958,30602,ART0005772,1.0,0.11,1.0
1473,ART0000849,ODP17-09766,32723,ART0001882,1.0,211.74,1.0
1474,ART0000849,ODP17-09766,32724,ART0001777,1.0,79.34,1.0
1475,ART0000849,ODP17-09766,32725,ART0001398,1.0,4.23,1.0
1476,ART0000849,ODP17-09766,32726,ART0001399,1.0,4.23,1.0
1477,ART0000849,ODP17-09766,32727,ART0005843,2.0,0.0,1.0
1478,ART0000849,ODP17-09766,32728,ART0005226,1.0,0.01,1.0
1479,ART0000849,ODP17-09766,32729,ART0002503,1.0,22.54,1.0
1480,ART0000849,ODP17-09766,32730,ART0005437,1.0,0.56,1.0
