,NrMovimento,Budget/cons,CodiceMP,NrArticolo,NrDocumento,QuantityMPImpiegata,ImportoCostoTOTALE
722,31530,BUDGET,ART0005226,ART0000769,ODP17-09331,3.0,0.21
723,31531,BUDGET,ART0005149,ART0000769,ODP17-09331,3.0,0.0
724,31532,BUDGET,ART0005225,ART0000769,ODP17-09331,3.0,0.0
725,45308,CONSUNTIVO,ART0001804,ART0000769,ODP18-05512,1.0,103.24
726,45309,CONSUNTIVO,ART0001947,ART0000769,ODP18-05512,1.0,178.86
727,45310,CONSUNTIVO,ART0001982,ART0000769,ODP18-05512,1.0,5.71
728,45311,CONSUNTIVO,ART0005140,ART0000769,ODP18-05512,3.0,5.17
729,45312,CONSUNTIVO,ART0005800,ART0000769,ODP18-05512,2.0,0.82
730,45313,CONSUNTIVO,ART0005226,ART0000769,ODP18-05512,1.0,0.2
731,45314,CONSUNTIVO,ART0005149,ART0000769,ODP18-05512,1.0,0.0
732,45315,CONSUNTIVO,ART0005225,ART0000769,ODP18-05512,1.0,0.0
733,21698,BUDGET,ART0001880,ART0000772,ODP16-15712,1.0,270.21
734,21699,BUDGET,ART0001768,ART0000772,ODP16-15712,1.0,115.3
735,21700,BUDGET,ART0005145,ART0000772,ODP16-15712,1.0,0.0
736,21701,BUDGET,ART0005137,ART0000772,ODP16-15712,1.0,0.0
737,21702,BUDGET,ART0003831,ART0000772,ODP16-15712,3.0,7.5
738,21703,BUDGET,ART0005146,ART0000772,ODP16-15712,1.0,0.0
739,27071,BUDGET,ART0001880,ART0000772,ODP17-03844,1.0,163.82
740,27072,BUDGET,ART0001768,ART0000772,ODP17-03844,1.0,72.09
741,27073,BUDGET,ART0005145,ART0000772,ODP17-03844,1.0,0.0
742,27074,BUDGET,ART0005137,ART0000772,ODP17-03844,1.0,0.0
743,27075,BUDGET,ART0003831,ART0000772,ODP17-03844,3.0,7.5
744,27076,BUDGET,ART0005146,ART0000772,ODP17-03844,1.0,0.0
745,29126,BUDGET,ART0001880,ART0000772,ODP17-07318,2.0,297.92
746,29127,BUDGET,ART0001768,ART0000772,ODP17-07318,2.0,121.37
747,29128,BUDGET,ART0005145,ART0000772,ODP17-07318,2.0,0.0
748,29129,BUDGET,ART0005137,ART0000772,ODP17-07318,2.0,0.0
749,29130,BUDGET,ART0003831,ART0000772,ODP17-07318,6.0,15.0
750,29131,BUDGET,ART0005146,ART0000772,ODP17-07318,2.0,0.0
751,33233,BUDGET,ART0001880,ART0000772,ODP17-11317,1.0,163.82
752,33234,BUDGET,ART0001768,ART0000772,ODP17-11317,1.0,72.09
753,33235,BUDGET,ART0005145,ART0000772,ODP17-11317,1.0,0.0
754,33236,BUDGET,ART0005137,ART0000772,ODP17-11317,1.0,0.0
755,33237,BUDGET,ART0003831,ART0000772,ODP17-11317,3.0,8.63
756,33238,BUDGET,ART0005146,ART0000772,ODP17-11317,1.0,0.0
757,36234,CONSUNTIVO,ART0001880,ART0000772,ODP17-15692,1.0,148.96
758,36235,CONSUNTIVO,ART0001768,ART0000772,ODP17-15692,1.0,60.69
759,36236,CONSUNTIVO,ART0005145,ART0000772,ODP17-15692,1.0,0.0
760,36237,CONSUNTIVO,ART0005137,ART0000772,ODP17-15692,1.0,0.0
761,36238,CONSUNTIVO,ART0003831,ART0000772,ODP17-15692,3.0,8.63
762,36239,CONSUNTIVO,ART0005146,ART0000772,ODP17-15692,1.0,0.0
763,49334,CONSUNTIVO,ART0001880,ART0000772,ODP18-07171,1.0,183.44
764,49335,CONSUNTIVO,ART0001768,ART0000772,ODP18-07171,1.0,84.02
765,49336,CONSUNTIVO,ART0005145,ART0000772,ODP18-07171,1.0,0.0
766,49337,CONSUNTIVO,ART0005137,ART0000772,ODP18-07171,1.0,0.0
767,49338,CONSUNTIVO,ART0003831,ART0000772,ODP18-07171,3.0,8.63
768,49339,CONSUNTIVO,ART0005146,ART0000772,ODP18-07171,1.0,0.32
769,58968,CONSUNTIVO,ART0001880,ART0000772,ODP19-02500,1.0,183.44
770,58969,CONSUNTIVO,ART0001768,ART0000772,ODP19-02500,1.0,84.02
771,58970,CONSUNTIVO,ART0005145,ART0000772,ODP19-02500,1.0,0.0
772,58971,CONSUNTIVO,ART0005137,ART0000772,ODP19-02500,1.0,0.0
773,58972,CONSUNTIVO,ART0003831,ART0000772,ODP19-02500,3.0,8.63
774,58973,CONSUNTIVO,ART0005146,ART0000772,ODP19-02500,1.0,0.32
775,34800,BUDGET,ART0002490,ART0000778,ODP17-14225,1.0,18.71
776,34801,BUDGET,ART0001885,ART0000778,ODP17-14225,1.0,149.67
777,34802,BUDGET,ART0001391,ART0000778,ODP17-14225,1.0,2.83
778,34803,BUDGET,ART0001773,ART0000778,ODP17-14225,1.0,102.11
779,34804,BUDGET,ART0001387,ART0000778,ODP17-14225,1.0,3.02
780,34805,BUDGET,ART0003831,ART0000778,ODP17-14225,3.0,8.63
781,34806,BUDGET,ART0005412,ART0000778,ODP17-14225,1.0,0.49
782,35323,BUDGET,ART0002490,ART0000778,ODP17-15715,1.0,18.71
783,35324,BUDGET,ART0001885,ART0000778,ODP17-15715,1.0,149.67
784,35325,BUDGET,ART0001391,ART0000778,ODP17-15715,1.0,2.83
785,35326,BUDGET,ART0001773,ART0000778,ODP17-15715,1.0,102.11
786,35327,BUDGET,ART0001387,ART0000778,ODP17-15715,1.0,3.02
787,35328,BUDGET,ART0003831,ART0000778,ODP17-15715,3.0,8.63
788,35329,BUDGET,ART0005412,ART0000778,ODP17-15715,1.0,0.49
789,37526,CONSUNTIVO,ART0002490,ART0000778,ODP18-01852,1.0,18.71
790,37527,CONSUNTIVO,ART0001885,ART0000778,ODP18-01852,1.0,149.67
791,37528,CONSUNTIVO,ART0001391,ART0000778,ODP18-01852,1.0,2.0
792,37529,CONSUNTIVO,ART0001773,ART0000778,ODP18-01852,1.0,102.11
793,37530,CONSUNTIVO,ART0001387,ART0000778,ODP18-01852,1.0,2.5
794,37531,CONSUNTIVO,ART0003831,ART0000778,ODP18-01852,3.0,8.63
795,37532,CONSUNTIVO,ART0005412,ART0000778,ODP18-01852,1.0,0.49
796,38887,CONSUNTIVO,ART0002490,ART0000778,ODP18-02084,3.0,58.48
797,38888,CONSUNTIVO,ART0001885,ART0000778,ODP18-02084,3.0,397.75
798,38889,CONSUNTIVO,ART0001391,ART0000778,ODP18-02084,3.0,6.0
799,38890,CONSUNTIVO,ART0001773,ART0000778,ODP18-02084,3.0,241.52
800,38891,CONSUNTIVO,ART0001387,ART0000778,ODP18-02084,3.0,7.5
801,38892,CONSUNTIVO,ART0003831,ART0000778,ODP18-02084,9.0,25.88
802,38893,CONSUNTIVO,ART0005139,ART0000778,ODP18-02084,3.0,0.97
803,43397,CONSUNTIVO,ART0002490,ART0000778,ODP18-05317,1.0,19.49
804,43398,CONSUNTIVO,ART0001885,ART0000778,ODP18-05317,1.0,124.04
805,43399,CONSUNTIVO,ART0001391,ART0000778,ODP18-05317,1.0,9.3
806,43400,CONSUNTIVO,ART0001773,ART0000778,ODP18-05317,1.0,69.71
807,43401,CONSUNTIVO,ART0001387,ART0000778,ODP18-05317,1.0,2.5
808,43402,CONSUNTIVO,ART0003831,ART0000778,ODP18-05317,3.0,8.63
809,43403,CONSUNTIVO,ART0005139,ART0000778,ODP18-05317,1.0,0.32
810,43404,CONSUNTIVO,ART0006224,ART0000778,ODP18-05317,4.0,0.11
811,51967,CONSUNTIVO,ART0002490,ART0000778,ODP18-08322,1.0,22.02
812,51968,CONSUNTIVO,ART0001885,ART0000778,ODP18-08322,1.0,124.04
813,51969,CONSUNTIVO,ART0001391,ART0000778,ODP18-08322,1.0,2.0
814,51970,CONSUNTIVO,ART0001773,ART0000778,ODP18-08322,1.0,69.71
815,51971,CONSUNTIVO,ART0001387,ART0000778,ODP18-08322,1.0,2.5
816,51972,CONSUNTIVO,ART0003831,ART0000778,ODP18-08322,3.0,8.63
817,51973,CONSUNTIVO,ART0005139,ART0000778,ODP18-08322,1.0,0.32
818,51974,CONSUNTIVO,ART0006224,ART0000778,ODP18-08322,4.0,0.11
819,57576,CONSUNTIVO,ART0002490,ART0000778,ODP19-01987,1.0,27.47
820,57577,CONSUNTIVO,ART0001885,ART0000778,ODP19-01987,1.0,124.04
821,57578,CONSUNTIVO,ART0001391,ART0000778,ODP19-01987,1.0,2.0
822,57579,CONSUNTIVO,ART0001773,ART0000778,ODP19-01987,1.0,69.71
823,57580,CONSUNTIVO,ART0001387,ART0000778,ODP19-01987,1.0,2.5
824,57581,CONSUNTIVO,ART0003831,ART0000778,ODP19-01987,3.0,8.63
825,57582,CONSUNTIVO,ART0005139,ART0000778,ODP19-01987,1.0,0.32
826,57583,CONSUNTIVO,ART0006224,ART0000778,ODP19-01987,4.0,0.11
827,59766,CONSUNTIVO,ART0002490,ART0000778,ODP19-02799,1.0,20.47
828,59767,CONSUNTIVO,ART0001885,ART0000778,ODP19-02799,1.0,124.04
829,59768,CONSUNTIVO,ART0001391,ART0000778,ODP19-02799,1.0,2.0
830,59769,CONSUNTIVO,ART0001773,ART0000778,ODP19-02799,1.0,69.71
831,59770,CONSUNTIVO,ART0001387,ART0000778,ODP19-02799,1.0,2.5
832,59771,CONSUNTIVO,ART0003831,ART0000778,ODP19-02799,3.0,8.63
833,59772,CONSUNTIVO,ART0005139,ART0000778,ODP19-02799,1.0,0.33
834,59773,CONSUNTIVO,ART0006224,ART0000778,ODP19-02799,4.0,0.11
835,64729,CONSUNTIVO,ART0002490,ART0000778,ODP19-05768,2.0,40.95
836,64730,CONSUNTIVO,ART0001885,ART0000778,ODP19-05768,2.0,323.67
837,64731,CONSUNTIVO,ART0001391,ART0000778,ODP19-05768,2.0,4.0
838,64732,CONSUNTIVO,ART0001773,ART0000778,ODP19-05768,2.0,214.48
839,64733,CONSUNTIVO,ART0001387,ART0000778,ODP19-05768,2.0,5.0
840,64734,CONSUNTIVO,ART0003831,ART0000778,ODP19-05768,6.0,17.25
841,64735,CONSUNTIVO,ART0005139,ART0000778,ODP19-05768,2.0,0.64
842,64736,CONSUNTIVO,ART0006224,ART0000778,ODP19-05768,8.0,0.22
843,26887,BUDGET,ART0001776,ART0000779,ODP17-03577,2.0,116.78
844,26888,BUDGET,ART0001889,ART0000779,ODP17-03577,2.0,270.9
845,26889,BUDGET,ART0003831,ART0000779,ODP17-03577,4.0,10.0
846,26890,BUDGET,ART0005139,ART0000779,ODP17-03577,2.0,0.64
847,26891,BUDGET,ART0005137,ART0000779,ODP17-03577,2.0,0.0
848,26892,BUDGET,ART0005138,ART0000779,ODP17-03577,2.0,0.0
849,42084,CONSUNTIVO,ART0001776,ART0000779,ODP18-05098,2.0,116.78
850,42085,CONSUNTIVO,ART0001889,ART0000779,ODP18-05098,2.0,270.9
851,42086,CONSUNTIVO,ART0003831,ART0000779,ODP18-05098,4.0,11.5
852,42087,CONSUNTIVO,ART0005139,ART0000779,ODP18-05098,2.0,0.64
853,42088,CONSUNTIVO,ART0005137,ART0000779,ODP18-05098,2.0,0.0
854,42089,CONSUNTIVO,ART0005138,ART0000779,ODP18-05098,2.0,0.0
855,43749,CONSUNTIVO,ART0001776,ART0000779,ODP18-05279,2.0,118.03
856,43750,CONSUNTIVO,ART0001889,ART0000779,ODP18-05279,2.0,319.82
857,43751,CONSUNTIVO,ART0003831,ART0000779,ODP18-05279,4.0,11.5
858,43752,CONSUNTIVO,ART0005139,ART0000779,ODP18-05279,2.0,0.64
859,43753,CONSUNTIVO,ART0005137,ART0000779,ODP18-05279,2.0,0.0
860,43754,CONSUNTIVO,ART0005138,ART0000779,ODP18-05279,2.0,0.0
861,47051,CONSUNTIVO,ART0001776,ART0000779,ODP18-06126,1.0,59.01
862,47052,CONSUNTIVO,ART0001889,ART0000779,ODP18-06126,1.0,159.91
863,47053,CONSUNTIVO,ART0003831,ART0000779,ODP18-06126,2.0,5.75
864,47054,CONSUNTIVO,ART0005139,ART0000779,ODP18-06126,1.0,0.32
865,47055,CONSUNTIVO,ART0005137,ART0000779,ODP18-06126,1.0,0.0
866,47056,CONSUNTIVO,ART0005138,ART0000779,ODP18-06126,1.0,0.0
867,49077,CONSUNTIVO,ART0001776,ART0000779,ODP18-06823,1.0,59.01
868,49078,CONSUNTIVO,ART0001889,ART0000779,ODP18-06823,1.0,159.91
869,49079,CONSUNTIVO,ART0003831,ART0000779,ODP18-06823,2.0,5.75
870,49080,CONSUNTIVO,ART0005139,ART0000779,ODP18-06823,1.0,0.32
871,49081,CONSUNTIVO,ART0005137,ART0000779,ODP18-06823,1.0,0.0
872,49082,CONSUNTIVO,ART0005138,ART0000779,ODP18-06823,1.0,0.0
873,56762,CONSUNTIVO,ART0001776,ART0000779,ODP19-01861,2.0,112.24
874,56763,CONSUNTIVO,ART0001889,ART0000779,ODP19-01861,2.0,234.82
875,56764,CONSUNTIVO,ART0003831,ART0000779,ODP19-01861,4.0,11.5
876,56765,CONSUNTIVO,ART0005139,ART0000779,ODP19-01861,2.0,0.64
877,56766,CONSUNTIVO,ART0005137,ART0000779,ODP19-01861,2.0,0.0
878,56767,CONSUNTIVO,ART0005138,ART0000779,ODP19-01861,2.0,0.0
879,28708,BUDGET,ART0001778,ART0000780,ODP17-06373,2.0,169.12
880,28709,BUDGET,ART0001890,ART0000780,ODP17-06373,2.0,368.07
881,28710,BUDGET,ART0001390,ART0000780,ODP17-06373,2.0,50.0
882,28711,BUDGET,ART0001387,ART0000780,ODP17-06373,2.0,6.04
883,28712,BUDGET,ART0005139,ART0000780,ODP17-06373,2.0,0.64
884,28713,BUDGET,ART0005693,ART0000780,ODP17-06373,8.0,156.0
885,28714,BUDGET,ART0002096,ART0000780,ODP17-06373,2.0,67.0
886,58216,CONSUNTIVO,ART0001778,ART0000780,ODP19-01583,1.0,72.91
887,58217,CONSUNTIVO,ART0001890,ART0000780,ODP19-01583,1.0,165.57
888,58218,CONSUNTIVO,ART0001390,ART0000780,ODP19-01583,1.0,3.0
889,58219,CONSUNTIVO,ART0001387,ART0000780,ODP19-01583,1.0,2.5
890,58220,CONSUNTIVO,ART0005139,ART0000780,ODP19-01583,1.0,0.32
891,58221,CONSUNTIVO,ART0005693,ART0000780,ODP19-01583,4.0,78.0
892,23071,BUDGET,ART0001895,ART0000782,ODP17-01274,3.0,345.96
893,23072,BUDGET,ART0001783,ART0000782,ODP17-01274,3.0,171.21
894,23073,BUDGET,ART0001391,ART0000782,ODP17-01274,3.0,8.28
895,23074,BUDGET,ART0001387,ART0000782,ODP17-01274,3.0,3.75
896,23075,BUDGET,ART0003831,ART0000782,ODP17-01274,6.0,15.0
897,23076,BUDGET,ART0005139,ART0000782,ODP17-01274,3.0,0.97
898,23077,BUDGET,ART0002490,ART0000782,ODP17-01274,3.0,53.65
899,23078,BUDGET,ART0005300,ART0000782,ODP17-01274,12.0,0.32
900,24160,BUDGET,ART0001895,ART0000782,ODP17-01509,5.0,569.32
901,24161,BUDGET,ART0001783,ART0000782,ODP17-01509,5.0,340.98
902,24162,BUDGET,ART0001391,ART0000782,ODP17-01509,5.0,13.8
903,24163,BUDGET,ART0001387,ART0000782,ODP17-01509,5.0,6.25
904,24164,BUDGET,ART0003831,ART0000782,ODP17-01509,10.0,25.0
905,24165,BUDGET,ART0005139,ART0000782,ODP17-01509,5.0,1.61
906,24166,BUDGET,ART0002490,ART0000782,ODP17-01509,5.0,89.42
907,24167,BUDGET,ART0005300,ART0000782,ODP17-01509,20.0,0.53
908,28692,BUDGET,ART0001895,ART0000782,ODP17-06375,2.0,228.82
909,28693,BUDGET,ART0001783,ART0000782,ODP17-06375,2.0,128.05
910,28694,BUDGET,ART0001391,ART0000782,ODP17-06375,2.0,5.65
911,28695,BUDGET,ART0001387,ART0000782,ODP17-06375,2.0,6.04
912,28696,BUDGET,ART0003831,ART0000782,ODP17-06375,4.0,10.0
913,28697,BUDGET,ART0005139,ART0000782,ODP17-06375,2.0,0.64
914,28698,BUDGET,ART0002490,ART0000782,ODP17-06375,2.0,35.77
915,28699,BUDGET,ART0005300,ART0000782,ODP17-06375,8.0,0.21
916,30933,BUDGET,ART0001895,ART0000782,ODP17-08862,2.0,229.48
917,30934,BUDGET,ART0001783,ART0000782,ODP17-08862,2.0,131.2
918,30935,BUDGET,ART0001391,ART0000782,ODP17-08862,2.0,5.65
919,30936,BUDGET,ART0001387,ART0000782,ODP17-08862,2.0,6.04
920,30937,BUDGET,ART0003831,ART0000782,ODP17-08862,4.0,11.5
921,30938,BUDGET,ART0005139,ART0000782,ODP17-08862,2.0,0.64
922,30939,BUDGET,ART0002490,ART0000782,ODP17-08862,2.0,35.77
923,30940,BUDGET,ART0005300,ART0000782,ODP17-08862,8.0,0.21
924,30945,BUDGET,ART0001895,ART0000782,ODP17-09445,2.0,228.24
925,30946,BUDGET,ART0001783,ART0000782,ODP17-09445,2.0,136.58
926,30947,BUDGET,ART0001391,ART0000782,ODP17-09445,2.0,5.65
927,30948,BUDGET,ART0001387,ART0000782,ODP17-09445,2.0,6.04
928,30949,BUDGET,ART0003831,ART0000782,ODP17-09445,4.0,11.5
929,30950,BUDGET,ART0005139,ART0000782,ODP17-09445,2.0,0.64
930,30951,BUDGET,ART0002490,ART0000782,ODP17-09445,2.0,35.77
931,30952,BUDGET,ART0005300,ART0000782,ODP17-09445,8.0,0.21
932,32076,BUDGET,ART0001895,ART0000782,ODP17-09819,2.0,229.48
933,32077,BUDGET,ART0001783,ART0000782,ODP17-09819,2.0,131.2
934,32078,BUDGET,ART0001391,ART0000782,ODP17-09819,2.0,5.65
935,32079,BUDGET,ART0001387,ART0000782,ODP17-09819,2.0,6.04
936,32080,BUDGET,ART0003831,ART0000782,ODP17-09819,4.0,11.5
937,32081,BUDGET,ART0005139,ART0000782,ODP17-09819,2.0,0.64
938,32082,BUDGET,ART0002490,ART0000782,ODP17-09819,2.0,35.77
939,32083,BUDGET,ART0005300,ART0000782,ODP17-09819,8.0,0.21
940,34402,BUDGET,ART0001895,ART0000782,ODP17-13344,1.0,114.74
941,34403,BUDGET,ART0001783,ART0000782,ODP17-13344,1.0,65.6
942,34404,BUDGET,ART0001391,ART0000782,ODP17-13344,1.0,2.83
943,34405,BUDGET,ART0001387,ART0000782,ODP17-13344,1.0,3.02
944,34406,BUDGET,ART0003831,ART0000782,ODP17-13344,2.0,5.75
945,34407,BUDGET,ART0005139,ART0000782,ODP17-13344,1.0,0.32
946,34408,BUDGET,ART0002490,ART0000782,ODP17-13344,1.0,18.71
947,34409,BUDGET,ART0005300,ART0000782,ODP17-13344,4.0,0.11
948,34410,BUDGET,ART0001895,ART0000782,ODP17-11844,1.0,114.74
949,34411,BUDGET,ART0001783,ART0000782,ODP17-11844,1.0,65.6
950,34412,BUDGET,ART0001391,ART0000782,ODP17-11844,1.0,2.83
951,34413,BUDGET,ART0001387,ART0000782,ODP17-11844,1.0,3.02
952,34414,BUDGET,ART0003831,ART0000782,ODP17-11844,2.0,5.75
953,34415,BUDGET,ART0005139,ART0000782,ODP17-11844,1.0,0.32
954,34416,BUDGET,ART0002490,ART0000782,ODP17-11844,1.0,18.71
955,34417,BUDGET,ART0005300,ART0000782,ODP17-11844,4.0,0.11
956,36625,CONSUNTIVO,ART0001895,ART0000782,ODP17-15798,2.0,249.27
957,36626,CONSUNTIVO,ART0001783,ART0000782,ODP17-15798,2.0,106.91
958,36627,CONSUNTIVO,ART0001391,ART0000782,ODP17-15798,2.0,5.65
959,36628,CONSUNTIVO,ART0001387,ART0000782,ODP17-15798,2.0,6.04
960,36629,CONSUNTIVO,ART0003831,ART0000782,ODP17-15798,4.0,11.5
961,36630,CONSUNTIVO,ART0005139,ART0000782,ODP17-15798,2.0,0.64
962,36631,CONSUNTIVO,ART0002490,ART0000782,ODP17-15798,2.0,37.42
963,36632,CONSUNTIVO,ART0005300,ART0000782,ODP17-15798,8.0,0.21
964,36904,CONSUNTIVO,ART0001895,ART0000782,ODP17-16297,5.0,613.28
965,36905,CONSUNTIVO,ART0001783,ART0000782,ODP17-16297,5.0,291.56
966,36906,CONSUNTIVO,ART0001391,ART0000782,ODP17-16297,5.0,12.48
967,36907,CONSUNTIVO,ART0001387,ART0000782,ODP17-16297,5.0,14.07
968,36908,CONSUNTIVO,ART0003831,ART0000782,ODP17-16297,10.0,28.75
969,36909,CONSUNTIVO,ART0005139,ART0000782,ODP17-16297,5.0,1.61
970,36910,CONSUNTIVO,ART0002490,ART0000782,ODP17-16297,5.0,93.56
971,36911,CONSUNTIVO,ART0005300,ART0000782,ODP17-16297,20.0,0.53
972,37246,CONSUNTIVO,ART0001895,ART0000782,ODP17-15714,1.0,124.63
973,37247,CONSUNTIVO,ART0001783,ART0000782,ODP17-15714,1.0,53.45
974,37248,CONSUNTIVO,ART0001391,ART0000782,ODP17-15714,1.0,2.0
975,37249,CONSUNTIVO,ART0001387,ART0000782,ODP17-15714,1.0,2.5
976,37250,CONSUNTIVO,ART0003831,ART0000782,ODP17-15714,2.0,5.75
977,37251,CONSUNTIVO,ART0005139,ART0000782,ODP17-15714,1.0,0.32
978,37252,CONSUNTIVO,ART0002490,ART0000782,ODP17-15714,1.0,18.71
979,37253,CONSUNTIVO,ART0005300,ART0000782,ODP17-15714,4.0,0.11
980,38845,CONSUNTIVO,ART0001895,ART0000782,ODP18-02127,2.0,196.14
981,38846,CONSUNTIVO,ART0001783,ART0000782,ODP18-02127,2.0,113.36
982,38847,CONSUNTIVO,ART0001391,ART0000782,ODP18-02127,2.0,4.0
983,38848,CONSUNTIVO,ART0001387,ART0000782,ODP18-02127,2.0,5.0
984,38849,CONSUNTIVO,ART0003831,ART0000782,ODP18-02127,4.0,11.5
985,38850,CONSUNTIVO,ART0005139,ART0000782,ODP18-02127,2.0,0.64
986,38851,CONSUNTIVO,ART0002490,ART0000782,ODP18-02127,2.0,38.2
987,38852,CONSUNTIVO,ART0005300,ART0000782,ODP18-02127,8.0,0.21
988,40492,CONSUNTIVO,ART0001895,ART0000782,ODP18-03136,2.0,196.14
989,40493,CONSUNTIVO,ART0001783,ART0000782,ODP18-03136,2.0,110.13
990,40494,CONSUNTIVO,ART0001391,ART0000782,ODP18-03136,2.0,4.0
991,40495,CONSUNTIVO,ART0001387,ART0000782,ODP18-03136,2.0,5.0
992,40496,CONSUNTIVO,ART0003831,ART0000782,ODP18-03136,4.0,11.5
993,40497,CONSUNTIVO,ART0005139,ART0000782,ODP18-03136,2.0,0.64
994,40498,CONSUNTIVO,ART0002490,ART0000782,ODP18-03136,2.0,38.99
995,40499,CONSUNTIVO,ART0005300,ART0000782,ODP18-03136,8.0,0.21
996,41047,CONSUNTIVO,ART0001895,ART0000782,ODP18-03608,2.0,196.14
997,41048,CONSUNTIVO,ART0001783,ART0000782,ODP18-03608,2.0,113.36
998,41049,CONSUNTIVO,ART0001391,ART0000782,ODP18-03608,2.0,4.0
999,41050,CONSUNTIVO,ART0001387,ART0000782,ODP18-03608,2.0,5.0
1000,41051,CONSUNTIVO,ART0003831,ART0000782,ODP18-03608,4.0,11.5
1001,41052,CONSUNTIVO,ART0005139,ART0000782,ODP18-03608,2.0,0.64
1002,41053,CONSUNTIVO,ART0002490,ART0000782,ODP18-03608,2.0,38.99
1003,41054,CONSUNTIVO,ART0005300,ART0000782,ODP18-03608,8.0,0.21
1004,42135,CONSUNTIVO,ART0001895,ART0000782,ODP18-04369,1.0,98.07
1005,42136,CONSUNTIVO,ART0001783,ART0000782,ODP18-04369,1.0,56.68
1006,42137,CONSUNTIVO,ART0001391,ART0000782,ODP18-04369,1.0,2.0
1007,42138,CONSUNTIVO,ART0001387,ART0000782,ODP18-04369,1.0,2.5
1008,42139,CONSUNTIVO,ART0003831,ART0000782,ODP18-04369,2.0,5.75
1009,42140,CONSUNTIVO,ART0005139,ART0000782,ODP18-04369,1.0,0.32
1010,42141,CONSUNTIVO,ART0002490,ART0000782,ODP18-04369,1.0,19.49
1011,42142,CONSUNTIVO,ART0005300,ART0000782,ODP18-04369,4.0,0.11
1012,42534,CONSUNTIVO,ART0001895,ART0000782,ODP18-05027,1.0,98.38
1013,42535,CONSUNTIVO,ART0001783,ART0000782,ODP18-05027,1.0,56.68
1014,42536,CONSUNTIVO,ART0001391,ART0000782,ODP18-05027,1.0,2.0
1015,42537,CONSUNTIVO,ART0001387,ART0000782,ODP18-05027,1.0,2.5
1016,42538,CONSUNTIVO,ART0003831,ART0000782,ODP18-05027,2.0,5.75
1017,42539,CONSUNTIVO,ART0005139,ART0000782,ODP18-05027,1.0,0.32
1018,42540,CONSUNTIVO,ART0002490,ART0000782,ODP18-05027,1.0,19.49
1019,42541,CONSUNTIVO,ART0005300,ART0000782,ODP18-05027,4.0,0.11
1020,43301,CONSUNTIVO,ART0001895,ART0000782,ODP18-05143,1.0,98.38
1021,43302,CONSUNTIVO,ART0001783,ART0000782,ODP18-05143,1.0,72.33
1022,43303,CONSUNTIVO,ART0001391,ART0000782,ODP18-05143,1.0,0.4
1023,43304,CONSUNTIVO,ART0001387,ART0000782,ODP18-05143,1.0,2.5
1024,43305,CONSUNTIVO,ART0003831,ART0000782,ODP18-05143,2.0,5.75
1025,43306,CONSUNTIVO,ART0005139,ART0000782,ODP18-05143,1.0,0.32
1026,43307,CONSUNTIVO,ART0002490,ART0000782,ODP18-05143,1.0,19.49
1027,43308,CONSUNTIVO,ART0005300,ART0000782,ODP18-05143,4.0,0.11
1028,44417,CONSUNTIVO,ART0001895,ART0000782,ODP18-05805,2.0,196.76
1029,44418,CONSUNTIVO,ART0001783,ART0000782,ODP18-05805,2.0,144.66
1030,44419,CONSUNTIVO,ART0001391,ART0000782,ODP18-05805,2.0,18.59
1031,44420,CONSUNTIVO,ART0001387,ART0000782,ODP18-05805,2.0,5.0
1032,44421,CONSUNTIVO,ART0003831,ART0000782,ODP18-05805,4.0,11.5
1033,44422,CONSUNTIVO,ART0005139,ART0000782,ODP18-05805,2.0,0.64
1034,44423,CONSUNTIVO,ART0002490,ART0000782,ODP18-05805,2.0,44.04
1035,44424,CONSUNTIVO,ART0005300,ART0000782,ODP18-05805,8.0,0.21
1036,44425,CONSUNTIVO,ART0001895,ART0000782,ODP18-05537,1.0,98.38
1037,44426,CONSUNTIVO,ART0001783,ART0000782,ODP18-05537,1.0,72.33
1038,44427,CONSUNTIVO,ART0001391,ART0000782,ODP18-05537,1.0,9.3
1039,44428,CONSUNTIVO,ART0001387,ART0000782,ODP18-05537,1.0,2.5
1040,44429,CONSUNTIVO,ART0003831,ART0000782,ODP18-05537,2.0,5.75
1041,44430,CONSUNTIVO,ART0005139,ART0000782,ODP18-05537,1.0,0.32
1042,44431,CONSUNTIVO,ART0002490,ART0000782,ODP18-05537,1.0,22.02
1043,44432,CONSUNTIVO,ART0005300,ART0000782,ODP18-05537,4.0,0.11
1044,45212,CONSUNTIVO,ART0001895,ART0000782,ODP18-05787,1.0,98.38
1045,45213,CONSUNTIVO,ART0001783,ART0000782,ODP18-05787,1.0,72.33
1046,45214,CONSUNTIVO,ART0001391,ART0000782,ODP18-05787,1.0,9.3
1047,45215,CONSUNTIVO,ART0001387,ART0000782,ODP18-05787,1.0,2.5
1048,45216,CONSUNTIVO,ART0003831,ART0000782,ODP18-05787,2.0,5.75
1049,45217,CONSUNTIVO,ART0005139,ART0000782,ODP18-05787,1.0,0.32
1050,45218,CONSUNTIVO,ART0002490,ART0000782,ODP18-05787,1.0,22.02
1051,45219,CONSUNTIVO,ART0005300,ART0000782,ODP18-05787,4.0,0.11
1052,46410,CONSUNTIVO,ART0001895,ART0000782,ODP18-05953,2.0,179.75
1053,46411,CONSUNTIVO,ART0001783,ART0000782,ODP18-05953,2.0,131.34
1054,46412,CONSUNTIVO,ART0001391,ART0000782,ODP18-05953,2.0,4.0
