,NrArticolo,NrOrdineProduzione,Descrizione,NrAreaProduzione,Risorsa,TempoRisorsa,CostoOrarioRisorsa,QuantitydiOutput,NrMovimentoMP,CodiceMP,QuantityMPImpiegata,ImportoCostoTotaleMP
774,ART0000752,ODP18-08573,Controllo qualità,CQ,RIS16,0.0,15,10.0,53499,ART0001811,10.0,809.33
775,ART0000752,ODP18-08573,Controllo qualità,CQ,RIS16,0.0,15,10.0,53500,ART0001409,10.0,27.37
776,ART0000752,ODP18-08573,Controllo qualità,CQ,RIS16,0.0,15,10.0,53501,ART0005242,20.0,34.0
777,ART0000752,ODP18-08573,Controllo qualità,CQ,RIS16,0.0,15,10.0,53502,ART0005283,10.0,0.87
778,ART0000752,ODP18-08573,Controllo qualità,CQ,RIS16,0.0,15,10.0,53503,ART0005284,10.0,0.0
779,ART0000752,ODP18-08573,Controllo qualità,CQ,RIS16,0.0,15,10.0,53504,ART0005150,10.0,0.0
780,ART0000752,ODP19-01113,Montaggio,A40,RIS13,1.0,50,6.0,54725,ART0001921,6.0,494.08
781,ART0000752,ODP19-01113,Montaggio,A40,RIS13,1.0,50,6.0,54726,ART0001811,6.0,499.4
782,ART0000752,ODP19-01113,Montaggio,A40,RIS13,1.0,50,6.0,54727,ART0001409,6.0,16.42
783,ART0000752,ODP19-01113,Montaggio,A40,RIS13,1.0,50,6.0,54728,ART0005242,12.0,20.4
784,ART0000752,ODP19-01113,Montaggio,A40,RIS13,1.0,50,6.0,54729,ART0005283,6.0,0.52
785,ART0000752,ODP19-01113,Montaggio,A40,RIS13,1.0,50,6.0,54730,ART0005284,6.0,0.0
786,ART0000752,ODP19-01113,Montaggio,A40,RIS13,1.0,50,6.0,54731,ART0005150,6.0,0.0
787,ART0000752,ODP19-01113,Controllo qualità,CQ,RIS16,0.0,15,6.0,54725,ART0001921,6.0,494.08
788,ART0000752,ODP19-01113,Controllo qualità,CQ,RIS16,0.0,15,6.0,54726,ART0001811,6.0,499.4
789,ART0000752,ODP19-01113,Controllo qualità,CQ,RIS16,0.0,15,6.0,54727,ART0001409,6.0,16.42
790,ART0000752,ODP19-01113,Controllo qualità,CQ,RIS16,0.0,15,6.0,54728,ART0005242,12.0,20.4
791,ART0000752,ODP19-01113,Controllo qualità,CQ,RIS16,0.0,15,6.0,54729,ART0005283,6.0,0.52
792,ART0000752,ODP19-01113,Controllo qualità,CQ,RIS16,0.0,15,6.0,54730,ART0005284,6.0,0.0
793,ART0000752,ODP19-01113,Controllo qualità,CQ,RIS16,0.0,15,6.0,54731,ART0005150,6.0,0.0
794,ART0000752,ODP19-01861,Montaggio,A40,RIS13,0.33,50,1.0,56768,ART0001921,1.0,81.92
795,ART0000752,ODP19-01861,Montaggio,A40,RIS13,0.33,50,1.0,56769,ART0001811,1.0,121.01
796,ART0000752,ODP19-01861,Montaggio,A40,RIS13,0.33,50,1.0,56770,ART0001409,1.0,2.74
797,ART0000752,ODP19-01861,Montaggio,A40,RIS13,0.33,50,1.0,56771,ART0005242,2.0,3.4
798,ART0000752,ODP19-01861,Montaggio,A40,RIS13,0.33,50,1.0,56772,ART0005283,1.0,0.09
799,ART0000752,ODP19-01861,Montaggio,A40,RIS13,0.33,50,1.0,56773,ART0005284,1.0,0.0
800,ART0000752,ODP19-01861,Montaggio,A40,RIS13,0.33,50,1.0,56774,ART0005150,1.0,0.0
801,ART0000752,ODP19-01861,Controllo qualità,CQ,RIS16,0.0,15,1.0,56768,ART0001921,1.0,81.92
802,ART0000752,ODP19-01861,Controllo qualità,CQ,RIS16,0.0,15,1.0,56769,ART0001811,1.0,121.01
803,ART0000752,ODP19-01861,Controllo qualità,CQ,RIS16,0.0,15,1.0,56770,ART0001409,1.0,2.74
804,ART0000752,ODP19-01861,Controllo qualità,CQ,RIS16,0.0,15,1.0,56771,ART0005242,2.0,3.4
805,ART0000752,ODP19-01861,Controllo qualità,CQ,RIS16,0.0,15,1.0,56772,ART0005283,1.0,0.09
806,ART0000752,ODP19-01861,Controllo qualità,CQ,RIS16,0.0,15,1.0,56773,ART0005284,1.0,0.0
807,ART0000752,ODP19-01861,Controllo qualità,CQ,RIS16,0.0,15,1.0,56774,ART0005150,1.0,0.0
808,ART0000752,ODP19-02500,Controllo qualità,CQ,RIS16,0.0,15,6.0,58961,ART0001921,6.0,541.03
809,ART0000752,ODP19-02500,Controllo qualità,CQ,RIS16,0.0,15,6.0,58962,ART0001811,6.0,726.04
810,ART0000752,ODP19-02500,Controllo qualità,CQ,RIS16,0.0,15,6.0,58963,ART0001409,6.0,19.94
811,ART0000752,ODP19-02500,Controllo qualità,CQ,RIS16,0.0,15,6.0,58964,ART0005242,12.0,20.4
812,ART0000752,ODP19-02500,Controllo qualità,CQ,RIS16,0.0,15,6.0,58965,ART0005283,6.0,0.52
813,ART0000752,ODP19-02500,Controllo qualità,CQ,RIS16,0.0,15,6.0,58966,ART0005284,6.0,0.0
814,ART0000752,ODP19-02500,Controllo qualità,CQ,RIS16,0.0,15,6.0,58967,ART0005150,6.0,0.0
815,ART0000753,ODP18-01211,Montaggio,A40,RIS13,2.0,50,10.0,38163,ART0001758,10.0,583.45
816,ART0000753,ODP18-01211,Montaggio,A40,RIS13,2.0,50,10.0,38164,ART0001872,10.0,878.26
817,ART0000753,ODP18-01211,Montaggio,A40,RIS13,2.0,50,10.0,38165,ART0001425,20.0,32.92
818,ART0000753,ODP18-01211,Montaggio,A40,RIS13,2.0,50,10.0,38166,ART0005140,30.0,51.75
819,ART0000753,ODP18-01211,Montaggio,A40,RIS13,2.0,50,10.0,38167,ART0005141,10.0,5.13
820,ART0000753,ODP18-01211,Montaggio,A40,RIS13,2.0,50,10.0,38168,ART0003840,20.0,130.6
821,ART0000753,ODP18-01211,Controllo qualità,CQ,RIS16,0.0,15,10.0,38163,ART0001758,10.0,583.45
822,ART0000753,ODP18-01211,Controllo qualità,CQ,RIS16,0.0,15,10.0,38164,ART0001872,10.0,878.26
823,ART0000753,ODP18-01211,Controllo qualità,CQ,RIS16,0.0,15,10.0,38165,ART0001425,20.0,32.92
824,ART0000753,ODP18-01211,Controllo qualità,CQ,RIS16,0.0,15,10.0,38166,ART0005140,30.0,51.75
825,ART0000753,ODP18-01211,Controllo qualità,CQ,RIS16,0.0,15,10.0,38167,ART0005141,10.0,5.13
826,ART0000753,ODP18-01211,Controllo qualità,CQ,RIS16,0.0,15,10.0,38168,ART0003840,20.0,130.6
827,ART0000756,ODP18-01126,Montaggio,A40,RIS13,0.5,50,5.0,36204,ART0001877,5.0,524.83
828,ART0000756,ODP18-01126,Montaggio,A40,RIS13,0.5,50,5.0,36205,ART0001765,5.0,342.97
829,ART0000756,ODP18-01126,Montaggio,A40,RIS13,0.5,50,5.0,36206,ART0001429,10.0,15.5
830,ART0000756,ODP18-01126,Montaggio,A40,RIS13,0.5,50,5.0,36207,ART0005140,15.0,25.88
831,ART0000756,ODP18-01126,Montaggio,A40,RIS13,0.5,50,5.0,36208,ART0005141,5.0,2.57
832,ART0000756,ODP18-01126,Controllo qualità,CQ,RIS16,0.0,15,5.0,36204,ART0001877,5.0,524.83
833,ART0000756,ODP18-01126,Controllo qualità,CQ,RIS16,0.0,15,5.0,36205,ART0001765,5.0,342.97
834,ART0000756,ODP18-01126,Controllo qualità,CQ,RIS16,0.0,15,5.0,36206,ART0001429,10.0,15.5
835,ART0000756,ODP18-01126,Controllo qualità,CQ,RIS16,0.0,15,5.0,36207,ART0005140,15.0,25.88
836,ART0000756,ODP18-01126,Controllo qualità,CQ,RIS16,0.0,15,5.0,36208,ART0005141,5.0,2.57
837,ART0000756,ODP18-05312,Controllo qualità,CQ,RIS16,1.5,15,5.0,44947,ART0001877,5.0,567.82
838,ART0000756,ODP18-05312,Controllo qualità,CQ,RIS16,1.5,15,5.0,44948,ART0001765,5.0,364.21
839,ART0000756,ODP18-05312,Controllo qualità,CQ,RIS16,1.5,15,5.0,44949,ART0001429,10.0,50.0
840,ART0000756,ODP18-05312,Controllo qualità,CQ,RIS16,1.5,15,5.0,44950,ART0005140,15.0,25.86
841,ART0000756,ODP18-05312,Controllo qualità,CQ,RIS16,1.5,15,5.0,44951,ART0005141,5.0,2.57
842,ART0000756,ODP18-05312,Montaggio,A40,RIS13,1.0,50,5.0,44947,ART0001877,5.0,567.82
843,ART0000756,ODP18-05312,Montaggio,A40,RIS13,1.0,50,5.0,44948,ART0001765,5.0,364.21
844,ART0000756,ODP18-05312,Montaggio,A40,RIS13,1.0,50,5.0,44949,ART0001429,10.0,50.0
845,ART0000756,ODP18-05312,Montaggio,A40,RIS13,1.0,50,5.0,44950,ART0005140,15.0,25.86
846,ART0000756,ODP18-05312,Montaggio,A40,RIS13,1.0,50,5.0,44951,ART0005141,5.0,2.57
847,ART0000756,ODP18-05953,Montaggio,A40,RIS13,1.5,50,5.0,46405,ART0001877,5.0,567.82
848,ART0000756,ODP18-05953,Montaggio,A40,RIS13,1.5,50,5.0,46406,ART0001765,5.0,355.71
849,ART0000756,ODP18-05953,Montaggio,A40,RIS13,1.5,50,5.0,46407,ART0001429,10.0,27.94
850,ART0000756,ODP18-05953,Montaggio,A40,RIS13,1.5,50,5.0,46408,ART0005140,15.0,25.86
851,ART0000756,ODP18-05953,Montaggio,A40,RIS13,1.5,50,5.0,46409,ART0005141,5.0,0.98
852,ART0000756,ODP18-05953,Controllo qualità,CQ,RIS16,0.0,15,5.0,46405,ART0001877,5.0,567.82
853,ART0000756,ODP18-05953,Controllo qualità,CQ,RIS16,0.0,15,5.0,46406,ART0001765,5.0,355.71
854,ART0000756,ODP18-05953,Controllo qualità,CQ,RIS16,0.0,15,5.0,46407,ART0001429,10.0,27.94
855,ART0000756,ODP18-05953,Controllo qualità,CQ,RIS16,0.0,15,5.0,46408,ART0005140,15.0,25.86
856,ART0000756,ODP18-05953,Controllo qualità,CQ,RIS16,0.0,15,5.0,46409,ART0005141,5.0,0.98
857,ART0000756,ODP18-09297,Montaggio,A40,RIS13,1.5,50,5.0,54705,ART0001877,5.0,540.66
858,ART0000756,ODP18-09297,Montaggio,A40,RIS13,1.5,50,5.0,54706,ART0001765,5.0,351.91
859,ART0000756,ODP18-09297,Montaggio,A40,RIS13,1.5,50,5.0,54707,ART0001429,10.0,43.38
860,ART0000756,ODP18-09297,Montaggio,A40,RIS13,1.5,50,5.0,54708,ART0005140,15.0,25.86
861,ART0000756,ODP18-09297,Montaggio,A40,RIS13,1.5,50,5.0,54709,ART0005141,5.0,0.98
862,ART0000756,ODP18-09297,Controllo qualità,CQ,RIS16,0.0,15,5.0,54705,ART0001877,5.0,540.66
863,ART0000756,ODP18-09297,Controllo qualità,CQ,RIS16,0.0,15,5.0,54706,ART0001765,5.0,351.91
864,ART0000756,ODP18-09297,Controllo qualità,CQ,RIS16,0.0,15,5.0,54707,ART0001429,10.0,43.38
865,ART0000756,ODP18-09297,Controllo qualità,CQ,RIS16,0.0,15,5.0,54708,ART0005140,15.0,25.86
866,ART0000756,ODP18-09297,Controllo qualità,CQ,RIS16,0.0,15,5.0,54709,ART0005141,5.0,0.98
867,ART0000756,ODP19-03181,Montaggio,A40,RIS13,1.0,50,5.0,60120,ART0001877,5.0,540.66
868,ART0000756,ODP19-03181,Montaggio,A40,RIS13,1.0,50,5.0,60121,ART0001765,5.0,351.91
869,ART0000756,ODP19-03181,Montaggio,A40,RIS13,1.0,50,5.0,60122,ART0001429,10.0,27.94
870,ART0000756,ODP19-03181,Montaggio,A40,RIS13,1.0,50,5.0,60123,ART0005140,15.0,25.86
871,ART0000756,ODP19-03181,Montaggio,A40,RIS13,1.0,50,5.0,60124,ART0005141,5.0,0.98
872,ART0000756,ODP19-03181,Controllo qualità,CQ,RIS16,0.0,15,5.0,60120,ART0001877,5.0,540.66
873,ART0000756,ODP19-03181,Controllo qualità,CQ,RIS16,0.0,15,5.0,60121,ART0001765,5.0,351.91
874,ART0000756,ODP19-03181,Controllo qualità,CQ,RIS16,0.0,15,5.0,60122,ART0001429,10.0,27.94
875,ART0000756,ODP19-03181,Controllo qualità,CQ,RIS16,0.0,15,5.0,60123,ART0005140,15.0,25.86
876,ART0000756,ODP19-03181,Controllo qualità,CQ,RIS16,0.0,15,5.0,60124,ART0005141,5.0,0.98
877,ART0000757,ODP18-06734,Montaggio,A40,RIS13,0.5,50,1.0,48723,ART0001874,1.0,210.8
878,ART0000757,ODP18-06734,Montaggio,A40,RIS13,0.5,50,1.0,48724,ART0001762,1.0,122.13
879,ART0000757,ODP18-06734,Montaggio,A40,RIS13,0.5,50,1.0,48725,ART0001982,1.0,5.71
880,ART0000757,ODP18-06734,Montaggio,A40,RIS13,0.5,50,1.0,48726,ART0005149,1.0,0.0
881,ART0000757,ODP18-06734,Montaggio,A40,RIS13,0.5,50,1.0,48727,ART0005225,1.0,0.0
882,ART0000757,ODP18-06734,Montaggio,A40,RIS13,0.5,50,1.0,48728,ART0005226,1.0,0.2
883,ART0000757,ODP18-06734,Montaggio,A40,RIS13,0.5,50,1.0,48729,ART0005140,4.0,6.9
884,ART0000757,ODP18-06734,Controllo qualità,CQ,RIS16,0.0,15,1.0,48723,ART0001874,1.0,210.8
885,ART0000757,ODP18-06734,Controllo qualità,CQ,RIS16,0.0,15,1.0,48724,ART0001762,1.0,122.13
886,ART0000757,ODP18-06734,Controllo qualità,CQ,RIS16,0.0,15,1.0,48725,ART0001982,1.0,5.71
887,ART0000757,ODP18-06734,Controllo qualità,CQ,RIS16,0.0,15,1.0,48726,ART0005149,1.0,0.0
888,ART0000757,ODP18-06734,Controllo qualità,CQ,RIS16,0.0,15,1.0,48727,ART0005225,1.0,0.0
889,ART0000757,ODP18-06734,Controllo qualità,CQ,RIS16,0.0,15,1.0,48728,ART0005226,1.0,0.2
890,ART0000757,ODP18-06734,Controllo qualità,CQ,RIS16,0.0,15,1.0,48729,ART0005140,4.0,6.9
891,ART0000758,ODP18-02350,Montaggio,A40,RIS13,0.67,50,3.0,38898,ART0001772,3.0,137.69
892,ART0000758,ODP18-02350,Montaggio,A40,RIS13,0.67,50,3.0,38899,ART0001884,3.0,369.25
893,ART0000758,ODP18-02350,Montaggio,A40,RIS13,0.67,50,3.0,38900,ART0001982,3.0,17.14
894,ART0000758,ODP18-02350,Montaggio,A40,RIS13,0.67,50,3.0,38901,ART0005149,3.0,0.0
895,ART0000758,ODP18-02350,Montaggio,A40,RIS13,0.67,50,3.0,38902,ART0005140,9.0,15.53
896,ART0000758,ODP18-02350,Montaggio,A40,RIS13,0.67,50,3.0,38903,ART0005225,3.0,0.0
897,ART0000758,ODP18-02350,Montaggio,A40,RIS13,0.67,50,3.0,38904,ART0005226,3.0,0.59
898,ART0000758,ODP18-02350,Controllo qualità,CQ,RIS16,0.0,15,3.0,38898,ART0001772,3.0,137.69
899,ART0000758,ODP18-02350,Controllo qualità,CQ,RIS16,0.0,15,3.0,38899,ART0001884,3.0,369.25
900,ART0000758,ODP18-02350,Controllo qualità,CQ,RIS16,0.0,15,3.0,38900,ART0001982,3.0,17.14
901,ART0000758,ODP18-02350,Controllo qualità,CQ,RIS16,0.0,15,3.0,38901,ART0005149,3.0,0.0
902,ART0000758,ODP18-02350,Controllo qualità,CQ,RIS16,0.0,15,3.0,38902,ART0005140,9.0,15.53
903,ART0000758,ODP18-02350,Controllo qualità,CQ,RIS16,0.0,15,3.0,38903,ART0005225,3.0,0.0
904,ART0000758,ODP18-02350,Controllo qualità,CQ,RIS16,0.0,15,3.0,38904,ART0005226,3.0,0.59
905,ART0000758,ODP18-05096,Montaggio,A40,RIS13,0.67,50,3.0,43375,ART0001772,3.0,203.33
906,ART0000758,ODP18-05096,Montaggio,A40,RIS13,0.67,50,3.0,43376,ART0001884,3.0,350.77
907,ART0000758,ODP18-05096,Montaggio,A40,RIS13,0.67,50,3.0,43377,ART0001982,3.0,17.14
908,ART0000758,ODP18-05096,Montaggio,A40,RIS13,0.67,50,3.0,43378,ART0005149,3.0,0.0
909,ART0000758,ODP18-05096,Montaggio,A40,RIS13,0.67,50,3.0,43379,ART0005140,9.0,15.53
910,ART0000758,ODP18-05096,Montaggio,A40,RIS13,0.67,50,3.0,43380,ART0005225,3.0,0.0
911,ART0000758,ODP18-05096,Montaggio,A40,RIS13,0.67,50,3.0,43381,ART0005226,3.0,0.59
912,ART0000758,ODP18-05096,Controllo qualità,CQ,RIS16,0.0,15,3.0,43375,ART0001772,3.0,203.33
913,ART0000758,ODP18-05096,Controllo qualità,CQ,RIS16,0.0,15,3.0,43376,ART0001884,3.0,350.77
914,ART0000758,ODP18-05096,Controllo qualità,CQ,RIS16,0.0,15,3.0,43377,ART0001982,3.0,17.14
915,ART0000758,ODP18-05096,Controllo qualità,CQ,RIS16,0.0,15,3.0,43378,ART0005149,3.0,0.0
916,ART0000758,ODP18-05096,Controllo qualità,CQ,RIS16,0.0,15,3.0,43379,ART0005140,9.0,15.53
917,ART0000758,ODP18-05096,Controllo qualità,CQ,RIS16,0.0,15,3.0,43380,ART0005225,3.0,0.0
918,ART0000758,ODP18-05096,Controllo qualità,CQ,RIS16,0.0,15,3.0,43381,ART0005226,3.0,0.59
919,ART0000758,ODP18-06663,Montaggio,A40,RIS14,0.5,60,3.0,49401,ART0001772,3.0,203.33
920,ART0000758,ODP18-06663,Montaggio,A40,RIS14,0.5,60,3.0,49402,ART0001884,3.0,350.77
921,ART0000758,ODP18-06663,Montaggio,A40,RIS14,0.5,60,3.0,49403,ART0001982,3.0,17.14
922,ART0000758,ODP18-06663,Montaggio,A40,RIS14,0.5,60,3.0,49404,ART0005149,3.0,0.0
923,ART0000758,ODP18-06663,Montaggio,A40,RIS14,0.5,60,3.0,49405,ART0005140,9.0,15.52
924,ART0000758,ODP18-06663,Montaggio,A40,RIS14,0.5,60,3.0,49406,ART0005225,3.0,0.0
925,ART0000758,ODP18-06663,Montaggio,A40,RIS14,0.5,60,3.0,49407,ART0005226,3.0,0.59
926,ART0000758,ODP18-06663,Controllo qualità,CQ,RIS16,0.0,15,3.0,49401,ART0001772,3.0,203.33
927,ART0000758,ODP18-06663,Controllo qualità,CQ,RIS16,0.0,15,3.0,49402,ART0001884,3.0,350.77
928,ART0000758,ODP18-06663,Controllo qualità,CQ,RIS16,0.0,15,3.0,49403,ART0001982,3.0,17.14
929,ART0000758,ODP18-06663,Controllo qualità,CQ,RIS16,0.0,15,3.0,49404,ART0005149,3.0,0.0
930,ART0000758,ODP18-06663,Controllo qualità,CQ,RIS16,0.0,15,3.0,49405,ART0005140,9.0,15.52
931,ART0000758,ODP18-06663,Controllo qualità,CQ,RIS16,0.0,15,3.0,49406,ART0005225,3.0,0.0
932,ART0000758,ODP18-06663,Controllo qualità,CQ,RIS16,0.0,15,3.0,49407,ART0005226,3.0,0.59
933,ART0000758,ODP19-01861,Montaggio,A40,RIS13,1.0,50,3.0,56755,ART0001772,3.0,177.69
934,ART0000758,ODP19-01861,Montaggio,A40,RIS13,1.0,50,3.0,56756,ART0001884,3.0,408.44
935,ART0000758,ODP19-01861,Montaggio,A40,RIS13,1.0,50,3.0,56757,ART0001982,3.0,17.14
936,ART0000758,ODP19-01861,Montaggio,A40,RIS13,1.0,50,3.0,56758,ART0005149,3.0,0.0
937,ART0000758,ODP19-01861,Montaggio,A40,RIS13,1.0,50,3.0,56759,ART0005140,9.0,15.52
938,ART0000758,ODP19-01861,Montaggio,A40,RIS13,1.0,50,3.0,56760,ART0005225,3.0,0.0
939,ART0000758,ODP19-01861,Montaggio,A40,RIS13,1.0,50,3.0,56761,ART0005226,3.0,0.59
940,ART0000758,ODP19-01861,Controllo qualità,CQ,RIS16,0.0,15,3.0,56755,ART0001772,3.0,177.69
941,ART0000758,ODP19-01861,Controllo qualità,CQ,RIS16,0.0,15,3.0,56756,ART0001884,3.0,408.44
942,ART0000758,ODP19-01861,Controllo qualità,CQ,RIS16,0.0,15,3.0,56757,ART0001982,3.0,17.14
943,ART0000758,ODP19-01861,Controllo qualità,CQ,RIS16,0.0,15,3.0,56758,ART0005149,3.0,0.0
944,ART0000758,ODP19-01861,Controllo qualità,CQ,RIS16,0.0,15,3.0,56759,ART0005140,9.0,15.52
945,ART0000758,ODP19-01861,Controllo qualità,CQ,RIS16,0.0,15,3.0,56760,ART0005225,3.0,0.0
946,ART0000758,ODP19-01861,Controllo qualità,CQ,RIS16,0.0,15,3.0,56761,ART0005226,3.0,0.59
947,ART0000758,ODP19-05948,Montaggio,A40,RIS13,0.67,50,3.0,66285,ART0001772,3.0,177.69
948,ART0000758,ODP19-05948,Montaggio,A40,RIS13,0.67,50,3.0,66286,ART0001884,3.0,408.44
949,ART0000758,ODP19-05948,Montaggio,A40,RIS13,0.67,50,3.0,66287,ART0001982,3.0,75.0
950,ART0000758,ODP19-05948,Montaggio,A40,RIS13,0.67,50,3.0,66288,ART0005149,3.0,0.0
951,ART0000758,ODP19-05948,Montaggio,A40,RIS13,0.67,50,3.0,66289,ART0005140,9.0,15.52
952,ART0000758,ODP19-05948,Montaggio,A40,RIS13,0.67,50,3.0,66290,ART0005225,3.0,0.0
953,ART0000758,ODP19-05948,Montaggio,A40,RIS13,0.67,50,3.0,66291,ART0005226,3.0,0.59
954,ART0000758,ODP19-05948,Controllo qualità,CQ,RIS16,0.0,15,3.0,66285,ART0001772,3.0,177.69
955,ART0000758,ODP19-05948,Controllo qualità,CQ,RIS16,0.0,15,3.0,66286,ART0001884,3.0,408.44
956,ART0000758,ODP19-05948,Controllo qualità,CQ,RIS16,0.0,15,3.0,66287,ART0001982,3.0,75.0
957,ART0000758,ODP19-05948,Controllo qualità,CQ,RIS16,0.0,15,3.0,66288,ART0005149,3.0,0.0
958,ART0000758,ODP19-05948,Controllo qualità,CQ,RIS16,0.0,15,3.0,66289,ART0005140,9.0,15.52
959,ART0000758,ODP19-05948,Controllo qualità,CQ,RIS16,0.0,15,3.0,66290,ART0005225,3.0,0.0
960,ART0000758,ODP19-05948,Controllo qualità,CQ,RIS16,0.0,15,3.0,66291,ART0005226,3.0,0.59
961,ART0000762,ODP18-02125,Montaggio,A40,RIS13,2.0,50,10.0,37511,ART0001897,10.0,998.49
962,ART0000762,ODP18-02125,Montaggio,A40,RIS13,2.0,50,10.0,37512,ART0001785,10.0,406.23
963,ART0000762,ODP18-02125,Montaggio,A40,RIS13,2.0,50,10.0,37513,ART0005149,10.0,0.0
964,ART0000762,ODP18-02125,Montaggio,A40,RIS13,2.0,50,10.0,37514,ART0005140,30.0,51.75
965,ART0000762,ODP18-02125,Montaggio,A40,RIS13,2.0,50,10.0,37515,ART0005150,10.0,0.0
966,ART0000762,ODP18-02125,Montaggio,A40,RIS13,2.0,50,10.0,37516,ART0005151,10.0,1.47
967,ART0000762,ODP18-02125,Montaggio,A40,RIS13,2.0,50,10.0,37517,ART0005453,20.0,26.48
968,ART0000762,ODP18-02125,Montaggio,A40,RIS13,2.0,50,10.0,37518,ART0005454,10.0,3.51
969,ART0000762,ODP18-02125,Controllo qualità,CQ,RIS16,0.0,15,10.0,37511,ART0001897,10.0,998.49
970,ART0000762,ODP18-02125,Controllo qualità,CQ,RIS16,0.0,15,10.0,37512,ART0001785,10.0,406.23
971,ART0000762,ODP18-02125,Controllo qualità,CQ,RIS16,0.0,15,10.0,37513,ART0005149,10.0,0.0
972,ART0000762,ODP18-02125,Controllo qualità,CQ,RIS16,0.0,15,10.0,37514,ART0005140,30.0,51.75
973,ART0000762,ODP18-02125,Controllo qualità,CQ,RIS16,0.0,15,10.0,37515,ART0005150,10.0,0.0
974,ART0000762,ODP18-02125,Controllo qualità,CQ,RIS16,0.0,15,10.0,37516,ART0005151,10.0,1.47
975,ART0000762,ODP18-02125,Controllo qualità,CQ,RIS16,0.0,15,10.0,37517,ART0005453,20.0,26.48
976,ART0000762,ODP18-02125,Controllo qualità,CQ,RIS16,0.0,15,10.0,37518,ART0005454,10.0,3.51
977,ART0000762,ODP18-02440,Montaggio,A40,RIS13,1.5,50,10.0,39493,ART0001897,10.0,1040.15
978,ART0000762,ODP18-02440,Montaggio,A40,RIS13,1.5,50,10.0,39494,ART0001785,10.0,529.94
979,ART0000762,ODP18-02440,Montaggio,A40,RIS13,1.5,50,10.0,39495,ART0005149,10.0,0.0
980,ART0000762,ODP18-02440,Montaggio,A40,RIS13,1.5,50,10.0,39496,ART0005140,30.0,51.75
981,ART0000762,ODP18-02440,Montaggio,A40,RIS13,1.5,50,10.0,39497,ART0005150,10.0,0.0
982,ART0000762,ODP18-02440,Montaggio,A40,RIS13,1.5,50,10.0,39498,ART0005151,10.0,1.66
983,ART0000762,ODP18-02440,Controllo qualità,CQ,RIS16,0.0,15,10.0,39493,ART0001897,10.0,1040.15
984,ART0000762,ODP18-02440,Controllo qualità,CQ,RIS16,0.0,15,10.0,39494,ART0001785,10.0,529.94
985,ART0000762,ODP18-02440,Controllo qualità,CQ,RIS16,0.0,15,10.0,39495,ART0005149,10.0,0.0
986,ART0000762,ODP18-02440,Controllo qualità,CQ,RIS16,0.0,15,10.0,39496,ART0005140,30.0,51.75
987,ART0000762,ODP18-02440,Controllo qualità,CQ,RIS16,0.0,15,10.0,39497,ART0005150,10.0,0.0
988,ART0000762,ODP18-02440,Controllo qualità,CQ,RIS16,0.0,15,10.0,39498,ART0005151,10.0,1.66
989,ART0000765,ODP18-03605,Montaggio,A40,RIS13,0.169,50,1.0,40465,ART0005149,1.0,0.0
990,ART0000765,ODP18-03605,Montaggio,A40,RIS13,0.169,50,1.0,40466,ART0005150,1.0,0.0
991,ART0000765,ODP18-03605,Montaggio,A40,RIS13,0.169,50,1.0,40467,ART0005352,1.0,186.0
992,ART0000765,ODP18-03605,Montaggio,A40,RIS13,0.169,50,1.0,40468,ART0005353,1.0,41.7
993,ART0000765,ODP18-03605,Montaggio,A40,RIS13,0.169,50,1.0,40469,ART0005140,3.0,5.18
994,ART0000765,ODP18-03605,Montaggio,A40,RIS13,0.169,50,1.0,40470,ART0005151,1.0,0.21
995,ART0000765,ODP18-03605,Controllo qualità,CQ,RIS16,0.0,15,1.0,40465,ART0005149,1.0,0.0
996,ART0000765,ODP18-03605,Controllo qualità,CQ,RIS16,0.0,15,1.0,40466,ART0005150,1.0,0.0
997,ART0000765,ODP18-03605,Controllo qualità,CQ,RIS16,0.0,15,1.0,40467,ART0005352,1.0,186.0
998,ART0000765,ODP18-03605,Controllo qualità,CQ,RIS16,0.0,15,1.0,40468,ART0005353,1.0,41.7
999,ART0000765,ODP18-03605,Controllo qualità,CQ,RIS16,0.0,15,1.0,40469,ART0005140,3.0,5.18
1000,ART0000765,ODP18-03605,Controllo qualità,CQ,RIS16,0.0,15,1.0,40470,ART0005151,1.0,0.21
1001,ART0000769,ODP18-05512,Montaggio,A40,RIS13,0.5,50,1.0,45308,ART0001804,1.0,103.24
1002,ART0000769,ODP18-05512,Montaggio,A40,RIS13,0.5,50,1.0,45309,ART0001947,1.0,178.86
1003,ART0000769,ODP18-05512,Montaggio,A40,RIS13,0.5,50,1.0,45310,ART0001982,1.0,5.71
1004,ART0000769,ODP18-05512,Montaggio,A40,RIS13,0.5,50,1.0,45311,ART0005140,3.0,5.17
1005,ART0000769,ODP18-05512,Montaggio,A40,RIS13,0.5,50,1.0,45312,ART0005800,2.0,0.82
1006,ART0000769,ODP18-05512,Montaggio,A40,RIS13,0.5,50,1.0,45313,ART0005226,1.0,0.2
1007,ART0000769,ODP18-05512,Montaggio,A40,RIS13,0.5,50,1.0,45314,ART0005149,1.0,0.0
1008,ART0000769,ODP18-05512,Montaggio,A40,RIS13,0.5,50,1.0,45315,ART0005225,1.0,0.0
1009,ART0000769,ODP18-05512,Controllo qualità,CQ,RIS16,0.0,15,1.0,45308,ART0001804,1.0,103.24
