,NrMovimento,Budget/cons,CodiceMP,NrArticolo,NrDocumento,QuantityMPImpiegata,ImportoCostoTOTALE
2374,42510,CONSUNTIVO,ART0005214,ART0001817,ODP18-03858,1288.0,207.95
2375,42513,CONSUNTIVO,ART0001841,ART0000845,ODP18-03665,1.0,283.44
2376,42514,CONSUNTIVO,ART0001951,ART0000845,ODP18-03665,1.0,589.79
2377,42515,CONSUNTIVO,ART0005406,ART0000845,ODP18-03665,1.0,0.0
2378,42516,CONSUNTIVO,ART0005407,ART0000845,ODP18-03665,1.0,0.0
2379,42517,CONSUNTIVO,ART0002015,ART0000845,ODP18-03665,1.0,104.65
2380,42518,CONSUNTIVO,ART0002070,ART0000845,ODP18-03665,1.0,187.9
2381,42519,CONSUNTIVO,ART0003833,ART0000845,ODP18-03665,4.0,24.38
2382,42520,CONSUNTIVO,ART0005408,ART0000845,ODP18-03665,1.0,32.6
2383,42521,CONSUNTIVO,ART0005491,ART0001841,ODP18-03665,522.0,205.57
2384,42522,CONSUNTIVO,ART0006190,ART0001951,ODP18-03665,2.0,14.0
2385,42523,CONSUNTIVO,ART0005161,ART0001951,ODP18-03665,562.0,93.07
2386,42524,CONSUNTIVO,ART0005409,ART0002015,ODP18-03665,36.0,12.2
2387,42525,CONSUNTIVO,ART0005232,ART0002070,ODP18-03665,53.0,5.8
2388,42534,CONSUNTIVO,ART0001895,ART0000782,ODP18-05027,1.0,98.38
2389,42535,CONSUNTIVO,ART0001783,ART0000782,ODP18-05027,1.0,56.68
2390,42536,CONSUNTIVO,ART0001391,ART0000782,ODP18-05027,1.0,2.0
2391,42537,CONSUNTIVO,ART0001387,ART0000782,ODP18-05027,1.0,2.5
2392,42538,CONSUNTIVO,ART0003831,ART0000782,ODP18-05027,2.0,5.75
2393,42539,CONSUNTIVO,ART0005139,ART0000782,ODP18-05027,1.0,0.32
2394,42540,CONSUNTIVO,ART0002490,ART0000782,ODP18-05027,1.0,19.49
2395,42541,CONSUNTIVO,ART0005300,ART0000782,ODP18-05027,4.0,0.11
2396,42542,CONSUNTIVO,ART0005249,ART0001895,ODP18-05027,602.0,44.16
2397,42545,CONSUNTIVO,ART0005479,ART0001214,ODP18-04218,1.0,4.5
2398,42546,CONSUNTIVO,ART0005263,ART0001214,ODP18-04218,140.0,16.17
2399,42547,CONSUNTIVO,ART0006191,ART0002132,ODP18-04218,3.0,18.0
2400,42548,CONSUNTIVO,ART0006191,ART0002144,ODP18-04218,3.0,18.0
2401,42549,CONSUNTIVO,ART0005263,ART0002238,ODP18-04218,124.0,14.32
2402,42551,CONSUNTIVO,ART0005356,ART0001628,ODP18-04833,402.0,0.65
2403,42553,CONSUNTIVO,ART0005472,ART0002012,ODP18-04833,3.0,66.0
2404,42554,CONSUNTIVO,ART0005359,ART0002274,ODP18-04833,238.0,95.87
2405,42557,CONSUNTIVO,ART0005236,ART0003197,ODP18-04833,4.0,72.0
2406,42662,CONSUNTIVO,ART0005176,ART0005136,ODP18-05292,1.0,0.0
2407,42691,CONSUNTIVO,ART0005260,ART0003935,ODP17-09586,660.0,335.74
2408,42694,CONSUNTIVO,ART0005275,ART0004152,ODP17-09586,14000.0,133.0
2409,42747,CONSUNTIVO,ART0005664,ART0005029,ODP18-04394,508.0,52.27
2410,42748,CONSUNTIVO,ART0005666,ART0005029,ODP18-04394,1.0,17.0
2411,42978,CONSUNTIVO,ART0005176,ART0005136,ODP18-05158,8.0,0.0
2412,42980,CONSUNTIVO,ART0005589,ART0000644,ODP18-04521,3780.0,144.21
2413,42981,CONSUNTIVO,ART0005374,ART0004385,ODP18-04521,51.0,221.85
2414,43110,CONSUNTIVO,ART0006214,ART0005136,ODP18-05204,10.0,0.0
2415,43129,CONSUNTIVO,ART0001891,ART0000850,ODP18-03196,5.0,646.44
2416,43130,CONSUNTIVO,ART0001779,ART0000850,ODP18-03196,5.0,204.6
2417,43131,CONSUNTIVO,ART0005222,ART0000850,ODP18-03196,10.0,23.0
2418,43132,CONSUNTIVO,ART0001404,ART0000850,ODP18-03196,10.0,16.67
2419,43133,CONSUNTIVO,ART0005223,ART0000850,ODP18-03196,5.0,0.56
2420,43134,CONSUNTIVO,ART0005166,ART0001180,ODP18-03196,1128.0,9.04
2421,43135,CONSUNTIVO,ART0005296,ART0001566,ODP18-03196,2190.0,0.95
2422,43137,CONSUNTIVO,ART0005219,ART0001891,ODP18-03196,902.0,12.15
2423,43138,CONSUNTIVO,ART0005224,ART0001779,ODP18-03196,561.0,31.42
2424,43148,CONSUNTIVO,ART0005216,ART0005136,ODP18-05511,5.0,0.0
2425,43275,CONSUNTIVO,ART0005595,ART0001162,ODP18-05310,200.0,131.26
2426,43278,CONSUNTIVO,ART0005825,ART0001993,ODP18-05310,1.0,10.0
2427,43279,CONSUNTIVO,ART0005599,ART0001994,ODP18-05310,10.0,96.0
2428,43280,CONSUNTIVO,ART0006001,ART0002488,ODP18-05310,1.0,30.0
2429,43283,CONSUNTIVO,ART0005544,ART0001265,ODP18-04819,450.0,420.25
2430,43284,CONSUNTIVO,ART0005545,ART0001266,ODP18-04819,750.0,87.75
2431,43285,CONSUNTIVO,ART0005546,ART0001515,ODP18-04819,1.0,25.0
2432,43287,CONSUNTIVO,ART0005548,ART0001669,ODP18-04819,1280.0,4.0
2433,43288,CONSUNTIVO,ART0005505,ART0001670,ODP18-04819,792.0,1.27
2434,43289,CONSUNTIVO,ART0006217,ART0002017,ODP18-04819,1.0,29.0
2435,43290,CONSUNTIVO,ART0005550,ART0002018,ODP18-04819,1.0,42.0
2436,43291,CONSUNTIVO,ART0005551,ART0002019,ODP18-04819,1.0,49.0
2437,43293,CONSUNTIVO,ART0005553,ART0002284,ODP18-04819,1.0,13.5
2438,43296,CONSUNTIVO,ART0005556,ART0002718,ODP18-04819,1.0,50.0
2439,43297,CONSUNTIVO,ART0005557,ART0002719,ODP18-04819,1.0,43.0
2440,43298,CONSUNTIVO,ART0005558,ART0002836,ODP18-04819,189.0,348.33
2441,43300,CONSUNTIVO,ART0005548,ART0003275,ODP18-04819,340.0,1.06
2442,43301,CONSUNTIVO,ART0001895,ART0000782,ODP18-05143,1.0,98.38
2443,43302,CONSUNTIVO,ART0001783,ART0000782,ODP18-05143,1.0,72.33
2444,43303,CONSUNTIVO,ART0001391,ART0000782,ODP18-05143,1.0,0.4
2445,43304,CONSUNTIVO,ART0001387,ART0000782,ODP18-05143,1.0,2.5
2446,43305,CONSUNTIVO,ART0003831,ART0000782,ODP18-05143,2.0,5.75
2447,43306,CONSUNTIVO,ART0005139,ART0000782,ODP18-05143,1.0,0.32
2448,43307,CONSUNTIVO,ART0002490,ART0000782,ODP18-05143,1.0,19.49
2449,43308,CONSUNTIVO,ART0005300,ART0000782,ODP18-05143,4.0,0.11
2450,43310,CONSUNTIVO,ART0005691,ART0002360,ODP18-05143,4.0,52.0
2451,43311,CONSUNTIVO,ART0005635,ART0002360,ODP18-05143,276.0,40.05
2452,43313,CONSUNTIVO,ART0005411,ART0001783,ODP18-05143,336.0,36.98
2453,43315,CONSUNTIVO,ART0001074,ART0002366,ODP18-05109,8.0,1.42
2454,43316,CONSUNTIVO,ART0005323,ART0002793,ODP18-05109,20.0,196.0
2455,43375,CONSUNTIVO,ART0001772,ART0000758,ODP18-05096,3.0,203.33
2456,43376,CONSUNTIVO,ART0001884,ART0000758,ODP18-05096,3.0,350.77
2457,43377,CONSUNTIVO,ART0001982,ART0000758,ODP18-05096,3.0,17.14
2458,43378,CONSUNTIVO,ART0005149,ART0000758,ODP18-05096,3.0,0.0
2459,43379,CONSUNTIVO,ART0005140,ART0000758,ODP18-05096,9.0,15.53
2460,43380,CONSUNTIVO,ART0005225,ART0000758,ODP18-05096,3.0,0.0
2461,43381,CONSUNTIVO,ART0005226,ART0000758,ODP18-05096,3.0,0.59
2462,43382,CONSUNTIVO,ART0005217,ART0001772,ODP18-05096,606.0,81.45
2463,43383,CONSUNTIVO,ART0005311,ART0001884,ODP18-05096,696.0,54.52
2464,43387,CONSUNTIVO,ART0005316,ART0001615,ODP18-05124,2464.0,10.27
2465,43388,CONSUNTIVO,ART0005436,ART0002041,ODP18-05124,52.0,16.36
2466,43389,CONSUNTIVO,ART0005160,ART0002042,ODP18-05124,56.0,13.66
2467,43390,CONSUNTIVO,ART0005437,ART0002042,ODP18-05124,6.0,3.36
2468,43391,CONSUNTIVO,ART0006102,ART0002133,ODP18-05124,152.0,12.89
2469,43392,CONSUNTIVO,ART0006078,ART0002133,ODP18-05124,2.0,16.0
2470,43393,CONSUNTIVO,ART0005440,ART0002859,ODP18-05124,2.0,47.29
2471,43394,CONSUNTIVO,ART0005440,ART0002860,ODP18-05124,2.0,47.29
2472,43397,CONSUNTIVO,ART0002490,ART0000778,ODP18-05317,1.0,19.49
2473,43398,CONSUNTIVO,ART0001885,ART0000778,ODP18-05317,1.0,124.04
2474,43399,CONSUNTIVO,ART0001391,ART0000778,ODP18-05317,1.0,9.3
2475,43400,CONSUNTIVO,ART0001773,ART0000778,ODP18-05317,1.0,69.71
2476,43401,CONSUNTIVO,ART0001387,ART0000778,ODP18-05317,1.0,2.5
2477,43402,CONSUNTIVO,ART0003831,ART0000778,ODP18-05317,3.0,8.63
2478,43403,CONSUNTIVO,ART0005139,ART0000778,ODP18-05317,1.0,0.32
2479,43404,CONSUNTIVO,ART0006224,ART0000778,ODP18-05317,4.0,0.11
2480,43528,CONSUNTIVO,ART0005873,ART0004697,ODP18-05128,1024.0,23.71
2481,43536,CONSUNTIVO,ART0005883,ART0004656,ODP18-05130,1180.0,8.5
2482,43537,CONSUNTIVO,ART0006028,ART0004689,ODP18-02563,2304.0,13.03
2483,43545,CONSUNTIVO,ART0005216,ART0005136,ODP18-05517,1.0,0.0
2484,43546,CONSUNTIVO,ART0005213,ART0000628,ODP18-05127,3560.0,460.43
2485,43547,CONSUNTIVO,ART0005286,ART0000630,ODP18-05127,3569.0,109.22
2486,43571,CONSUNTIVO,ART0006044,ART0000324,ODP18-03841,8.0,40.0
2487,43572,CONSUNTIVO,ART0005698,ART0000325,ODP18-03841,224.0,102.23
2488,43577,CONSUNTIVO,ART0005289,ART0000312,ODP18-02984,43.0,86.0
2489,43581,CONSUNTIVO,ART0005606,ART0000116,ODP18-03472,3.0,90.0
2490,43584,CONSUNTIVO,ART0005290,ART0000128,ODP18-03529,10.0,58.0
2491,43585,CONSUNTIVO,ART0005290,ART0000128,ODP18-03529,2.0,11.6
2492,43587,CONSUNTIVO,ART0005698,ART0000323,ODP18-05093,110.0,50.2
2493,43625,CONSUNTIVO,ART0001866,ART0000795,ODP18-05323,8.0,1192.04
2494,43626,CONSUNTIVO,ART0001759,ART0000795,ODP18-05323,8.0,359.39
2495,43627,CONSUNTIVO,ART0005137,ART0000795,ODP18-05323,8.0,0.0
2496,43628,CONSUNTIVO,ART0005152,ART0000795,ODP18-05323,8.0,0.0
2497,43629,CONSUNTIVO,ART0003832,ART0000795,ODP18-05323,16.0,45.92
2498,43630,CONSUNTIVO,ART0005153,ART0000795,ODP18-05323,8.0,2.92
2499,43631,CONSUNTIVO,ART0005227,ART0001759,ODP18-05323,912.0,146.09
2500,43632,CONSUNTIVO,ART0005227,ART0001759,ODP18-05323,76.0,13.43
2501,43633,CONSUNTIVO,ART0005454,ART0001759,ODP18-05323,12.0,4.21
2502,43634,CONSUNTIVO,ART0005454,ART0001759,ODP18-05323,1.0,0.35
2503,43635,CONSUNTIVO,ART0005411,ART0002370,ODP18-05316,126.0,13.87
2504,43637,CONSUNTIVO,ART0005154,ART0002617,ODP18-05280,72.0,4.5
2505,43638,CONSUNTIVO,ART0005754,ART0003202,ODP18-05280,5.0,56.0
2506,43643,CONSUNTIVO,ART0005738,ART0005136,ODP18-05501,165.0,0.0
2507,43749,CONSUNTIVO,ART0001776,ART0000779,ODP18-05279,2.0,118.03
2508,43750,CONSUNTIVO,ART0001889,ART0000779,ODP18-05279,2.0,319.82
2509,43751,CONSUNTIVO,ART0003831,ART0000779,ODP18-05279,4.0,11.5
2510,43752,CONSUNTIVO,ART0005139,ART0000779,ODP18-05279,2.0,0.64
2511,43753,CONSUNTIVO,ART0005137,ART0000779,ODP18-05279,2.0,0.0
2512,43754,CONSUNTIVO,ART0005138,ART0000779,ODP18-05279,2.0,0.0
2513,43755,CONSUNTIVO,ART0005214,ART0001776,ODP18-05279,284.0,45.85
2514,43756,CONSUNTIVO,ART0005161,ART0001889,ODP18-05279,360.0,59.62
2515,43767,CONSUNTIVO,ART0001923,ART0000804,ODP18-05152,2.0,586.49
2516,43768,CONSUNTIVO,ART0001813,ART0000804,ODP18-05152,2.0,142.92
2517,43769,CONSUNTIVO,ART0001989,ART0000804,ODP18-05152,2.0,42.51
2518,43770,CONSUNTIVO,ART0005261,ART0000804,ODP18-05152,2.0,0.0
2519,43771,CONSUNTIVO,ART0005262,ART0000804,ODP18-05152,2.0,0.0
2520,43772,CONSUNTIVO,ART0005412,ART0000804,ODP18-05152,2.0,0.98
2521,43773,CONSUNTIVO,ART0003832,ART0000804,ODP18-05152,4.0,11.48
2522,43774,CONSUNTIVO,ART0001940,ART0000811,ODP18-05152,6.0,1210.94
2523,43775,CONSUNTIVO,ART0001830,ART0000811,ODP18-05152,6.0,483.29
2524,43776,CONSUNTIVO,ART0005261,ART0000811,ODP18-05152,6.0,0.0
2525,43777,CONSUNTIVO,ART0005262,ART0000811,ODP18-05152,6.0,0.0
2526,43778,CONSUNTIVO,ART0001514,ART0000811,ODP18-05152,6.0,238.28
2527,43779,CONSUNTIVO,ART0003832,ART0000811,ODP18-05152,30.0,86.1
2528,43780,CONSUNTIVO,ART0005461,ART0000811,ODP18-05152,6.0,1.88
2529,43781,CONSUNTIVO,ART0005669,ART0000811,ODP18-05152,6.0,2.87
2530,43782,CONSUNTIVO,ART0005429,ART0001923,ODP18-05152,5.0,105.0
2531,43783,CONSUNTIVO,ART0005249,ART0001923,ODP18-05152,605.0,44.73
2532,43784,CONSUNTIVO,ART0005227,ART0001813,ODP18-05152,480.0,84.81
2533,43785,CONSUNTIVO,ART0005168,ART0001989,ODP18-05152,69.0,6.28
2534,43786,CONSUNTIVO,ART0005872,ART0001940,ODP18-05152,8.0,36.0
2535,43787,CONSUNTIVO,ART0005249,ART0001940,ODP18-05152,1568.0,117.58
2536,43788,CONSUNTIVO,ART0005227,ART0001830,ODP18-05152,1176.0,207.79
2537,43789,CONSUNTIVO,ART0005328,ART0001514,ODP18-05152,352.0,68.7
2538,43822,CONSUNTIVO,ART0006139,ART0001500,ODP18-05153,15.0,34.08
2539,43823,CONSUNTIVO,ART0005306,ART0002273,ODP18-05153,98.0,12.07
2540,43826,CONSUNTIVO,ART0005279,ART0002996,ODP18-05153,275.0,23.79
2541,43827,CONSUNTIVO,ART0005279,ART0002996,ODP18-05533,275.0,23.79
2542,43850,CONSUNTIVO,ART0005186,ART0000690,ODP18-05759,329.0,13.81
2543,43885,CONSUNTIVO,ART0006032,ART0002513,ODP18-05110,10.0,110.0
2544,43889,CONSUNTIVO,ART0005216,ART0005136,ODP18-05485,1.0,0.0
2545,43890,CONSUNTIVO,ART0005176,ART0005136,ODP18-05727,50.0,0.0
2546,43917,CONSUNTIVO,ART0001868,ART0000748,ODP18-05148,30.0,615.54
2547,43918,CONSUNTIVO,ART0001756,ART0000748,ODP18-05148,30.0,624.67
2548,43919,CONSUNTIVO,ART0005432,ART0000748,ODP18-05148,30.0,109.73
2549,43920,CONSUNTIVO,ART0005433,ART0000748,ODP18-05148,30.0,31.35
2550,43921,CONSUNTIVO,ART0005242,ART0000748,ODP18-05148,60.0,83.79
2551,43922,CONSUNTIVO,ART0005243,ART0000748,ODP18-05148,30.0,3.36
2552,43923,CONSUNTIVO,ART0005677,ART0000748,ODP18-05148,30.0,7.56
2553,43924,CONSUNTIVO,ART0005434,ART0001868,ODP18-05148,18400.0,411.47
2554,43943,CONSUNTIVO,ART0005717,ART0005136,ODP18-05800,424.0,3.29
2555,43944,CONSUNTIVO,ART0005717,ART0005136,ODP18-05800,424.0,3.29
2556,44040,CONSUNTIVO,ART0005216,ART0004202,ODP18-05227,2.0,0.0
2557,44041,CONSUNTIVO,ART0004148,ART0003984,ODP18-05227,6.0,89.42
2558,44071,CONSUNTIVO,ART0005216,ART0002836,ODP18-05834,3.0,0.0
2559,44161,CONSUNTIVO,ART0005591,ART0001046,ODP18-05376,1035.0,20.01
2560,44162,CONSUNTIVO,ART0006242,ART0001046,ODP18-05376,1539.0,26.71
2561,44163,CONSUNTIVO,ART0005588,ART0001047,ODP18-05376,1496.0,68.69
2562,44164,CONSUNTIVO,ART0005589,ART0001047,ODP18-05376,1298.0,49.52
2563,44169,CONSUNTIVO,ART0005346,ART0001520,ODP18-05327,300.0,73.26
2564,44191,CONSUNTIVO,ART0001883,ART0000847,ODP18-05318,4.0,548.69
2565,44192,CONSUNTIVO,ART0001770,ART0000847,ODP18-05318,8.0,337.35
2566,44193,CONSUNTIVO,ART0003838,ART0000847,ODP18-05318,40.0,59.82
2567,44194,CONSUNTIVO,ART0001424,ART0000847,ODP18-05318,4.0,21.25
2568,44195,CONSUNTIVO,ART0001400,ART0000847,ODP18-05318,4.0,8.82
2569,44196,CONSUNTIVO,ART0001401,ART0000847,ODP18-05318,4.0,9.76
2570,44197,CONSUNTIVO,ART0005772,ART0000847,ODP18-05318,4.0,0.42
2571,44198,CONSUNTIVO,ART0001908,ART0000851,ODP18-05318,15.0,347.66
2572,44199,CONSUNTIVO,ART0001799,ART0000851,ODP18-05318,15.0,753.89
2573,44200,CONSUNTIVO,ART0001406,ART0000851,ODP18-05318,30.0,52.23
2574,44201,CONSUNTIVO,ART0005477,ART0000851,ODP18-05318,15.0,1.29
2575,44202,CONSUNTIVO,ART0005478,ART0000851,ODP18-05318,45.0,99.0
2576,44203,CONSUNTIVO,ART0005334,ART0001799,ODP18-05318,2193.0,168.72
2577,44204,CONSUNTIVO,ART0005176,ART0005136,ODP18-05782,1.0,0.0
2578,44205,CONSUNTIVO,ART0005176,ART0005136,ODP18-05782,1.0,0.0
2579,44206,CONSUNTIVO,ART0005176,ART0005136,ODP18-05782,1.0,0.0
2580,44417,CONSUNTIVO,ART0001895,ART0000782,ODP18-05805,2.0,196.76
2581,44418,CONSUNTIVO,ART0001783,ART0000782,ODP18-05805,2.0,144.66
2582,44419,CONSUNTIVO,ART0001391,ART0000782,ODP18-05805,2.0,18.59
2583,44420,CONSUNTIVO,ART0001387,ART0000782,ODP18-05805,2.0,5.0
2584,44421,CONSUNTIVO,ART0003831,ART0000782,ODP18-05805,4.0,11.5
2585,44422,CONSUNTIVO,ART0005139,ART0000782,ODP18-05805,2.0,0.64
2586,44423,CONSUNTIVO,ART0002490,ART0000782,ODP18-05805,2.0,44.04
2587,44424,CONSUNTIVO,ART0005300,ART0000782,ODP18-05805,8.0,0.21
2588,44425,CONSUNTIVO,ART0001895,ART0000782,ODP18-05537,1.0,98.38
2589,44426,CONSUNTIVO,ART0001783,ART0000782,ODP18-05537,1.0,72.33
2590,44427,CONSUNTIVO,ART0001391,ART0000782,ODP18-05537,1.0,9.3
2591,44428,CONSUNTIVO,ART0001387,ART0000782,ODP18-05537,1.0,2.5
2592,44429,CONSUNTIVO,ART0003831,ART0000782,ODP18-05537,2.0,5.75
2593,44430,CONSUNTIVO,ART0005139,ART0000782,ODP18-05537,1.0,0.32
2594,44431,CONSUNTIVO,ART0002490,ART0000782,ODP18-05537,1.0,22.02
2595,44432,CONSUNTIVO,ART0005300,ART0000782,ODP18-05537,4.0,0.11
2596,44433,CONSUNTIVO,ART0006039,ART0002490,ODP18-05537,12.0,30.0
2597,44434,CONSUNTIVO,ART0005176,ART0005136,ODP18-05886,24.0,0.0
2598,44437,CONSUNTIVO,ART0005161,ART0004410,ODP18-05783,264.0,43.72
2599,44446,CONSUNTIVO,ART0005216,ART0002552,ODP18-05482,4.0,0.0
2600,44459,CONSUNTIVO,ART0005493,ART0001264,ODP18-05509,301.0,0.81
2601,44464,CONSUNTIVO,ART0001868,ART0000748,ODP18-05803,40.0,824.86
2602,44465,CONSUNTIVO,ART0001756,ART0000748,ODP18-05803,40.0,795.0
2603,44466,CONSUNTIVO,ART0005432,ART0000748,ODP18-05803,40.0,146.3
2604,44467,CONSUNTIVO,ART0005433,ART0000748,ODP18-05803,40.0,41.8
2605,44468,CONSUNTIVO,ART0005242,ART0000748,ODP18-05803,80.0,111.72
2606,44469,CONSUNTIVO,ART0005243,ART0000748,ODP18-05803,40.0,4.48
2607,44470,CONSUNTIVO,ART0005677,ART0000748,ODP18-05803,40.0,10.08
2608,44480,CONSUNTIVO,ART0006164,ART0001391,ODP18-05315,120.0,5.45
2609,44481,CONSUNTIVO,ART0005224,ART0002476,ODP18-05591,209.0,11.7
2610,44482,CONSUNTIVO,ART0005216,ART0002476,ODP18-05591,15.0,0.0
2611,44483,CONSUNTIVO,ART0006077,ART0001164,ODP18-04233,3.0,24.0
2612,44484,CONSUNTIVO,ART0001082,ART0001164,ODP18-04233,798.0,22.13
2613,44488,CONSUNTIVO,ART0006253,ART0001731,ODP18-04233,8.0,36.0
2614,44489,CONSUNTIVO,ART0005944,ART0001731,ODP18-04233,880.0,0.0
2615,44490,CONSUNTIVO,ART0005509,ART0001731,ODP18-04233,1536.0,3.4
2616,44491,CONSUNTIVO,ART0005438,ART0001731,ODP18-04233,8.0,68.0
2617,44498,CONSUNTIVO,ART0005493,ART0001294,ODP18-05483,257.0,0.69
2618,44499,CONSUNTIVO,ART0005729,ART0002123,ODP18-05483,267.0,0.18
2619,44502,CONSUNTIVO,ART0005695,ART0001590,ODP18-05731,5424.0,7.89
2620,44503,CONSUNTIVO,ART0005314,ART0001575,ODP18-05729,2700.0,1.2
2621,44609,CONSUNTIVO,ART0001886,ART0000848,ODP18-05887,2.0,139.8
2622,44610,CONSUNTIVO,ART0001775,ART0000848,ODP18-05887,2.0,89.92
2623,44611,CONSUNTIVO,ART0001403,ART0000848,ODP18-05887,2.0,1.6
2624,44612,CONSUNTIVO,ART0005222,ART0000848,ODP18-05887,6.0,13.8
2625,44613,CONSUNTIVO,ART0005332,ART0000848,ODP18-05887,4.0,15.8
2626,44614,CONSUNTIVO,ART0005283,ART0000848,ODP18-05887,2.0,0.17
2627,44631,CONSUNTIVO,ART0001900,ART0000749,ODP18-05234,1.0,131.89
2628,44632,CONSUNTIVO,ART0001789,ART0000749,ODP18-05234,1.0,249.13
2629,44633,CONSUNTIVO,ART0005830,ART0000749,ODP18-05234,2.0,0.0
2630,44634,CONSUNTIVO,ART0005242,ART0000749,ODP18-05234,6.0,8.38
2631,44635,CONSUNTIVO,ART0005243,ART0000749,ODP18-05234,2.0,0.22
2632,44636,CONSUNTIVO,ART0005219,ART0001900,ODP18-05234,560.0,7.55
2633,44637,CONSUNTIVO,ART0005635,ART0001789,ODP18-05234,264.0,38.31
2634,44638,CONSUNTIVO,ART0001829,ART0000790,ODP18-05510,1.0,181.9
2635,44639,CONSUNTIVO,ART0001939,ART0000790,ODP18-05510,1.0,243.86
2636,44640,CONSUNTIVO,ART0005137,ART0000790,ODP18-05510,1.0,0.0
2637,44641,CONSUNTIVO,ART0005138,ART0000790,ODP18-05510,1.0,0.0
2638,44642,CONSUNTIVO,ART0001987,ART0000790,ODP18-05510,1.0,12.5
2639,44643,CONSUNTIVO,ART0003831,ART0000790,ODP18-05510,5.0,14.38
2640,44644,CONSUNTIVO,ART0005487,ART0000790,ODP18-05510,1.0,0.32
2641,44667,CONSUNTIVO,ART0005172,ART0004386,ODP18-05884,1080.0,28.77
2642,44723,CONSUNTIVO,ART0001921,ART0000752,ODP18-05479,1.0,91.42
2643,44724,CONSUNTIVO,ART0001811,ART0000752,ODP18-05479,1.0,95.84
2644,44725,CONSUNTIVO,ART0001409,ART0000752,ODP18-05479,1.0,2.68
2645,44726,CONSUNTIVO,ART0005242,ART0000752,ODP18-05479,2.0,2.79
2646,44727,CONSUNTIVO,ART0005283,ART0000752,ODP18-05479,1.0,0.09
2647,44728,CONSUNTIVO,ART0005284,ART0000752,ODP18-05479,1.0,0.0
2648,44729,CONSUNTIVO,ART0005150,ART0000752,ODP18-05479,1.0,0.0
2649,44730,CONSUNTIVO,ART0005171,ART0001921,ODP18-05479,1125.0,87.75
2650,44731,CONSUNTIVO,ART0005560,ART0001811,ODP18-05479,945.0,145.94
2651,44732,CONSUNTIVO,ART0001921,ART0000752,ODP18-05902,1.0,91.42
2652,44733,CONSUNTIVO,ART0001811,ART0000752,ODP18-05902,1.0,95.84
2653,44734,CONSUNTIVO,ART0001409,ART0000752,ODP18-05902,1.0,2.68
2654,44735,CONSUNTIVO,ART0005242,ART0000752,ODP18-05902,2.0,2.79
2655,44736,CONSUNTIVO,ART0005283,ART0000752,ODP18-05902,1.0,0.09
2656,44737,CONSUNTIVO,ART0005284,ART0000752,ODP18-05902,1.0,0.0
2657,44738,CONSUNTIVO,ART0005150,ART0000752,ODP18-05902,1.0,0.0
2658,44739,CONSUNTIVO,ART0001921,ART0000752,ODP18-05770,6.0,548.51
2659,44740,CONSUNTIVO,ART0001811,ART0000752,ODP18-05770,6.0,575.06
2660,44741,CONSUNTIVO,ART0001409,ART0000752,ODP18-05770,6.0,16.06
2661,44742,CONSUNTIVO,ART0005242,ART0000752,ODP18-05770,12.0,16.76
2662,44743,CONSUNTIVO,ART0005283,ART0000752,ODP18-05770,6.0,0.52
2663,44744,CONSUNTIVO,ART0005284,ART0000752,ODP18-05770,6.0,0.0
2664,44745,CONSUNTIVO,ART0005150,ART0000752,ODP18-05770,6.0,0.0
2665,44747,CONSUNTIVO,ART0005511,ART0002530,ODP18-05786,7.0,117.6
2666,44756,CONSUNTIVO,ART0005965,ART0004149,ODP18-04334,46.0,4.6
2667,44781,CONSUNTIVO,ART0003940,ART0004104,ODP18-05515,3.0,469.38
2668,44782,CONSUNTIVO,ART0004160,ART0004104,ODP18-05515,3.0,96.76
2669,44783,CONSUNTIVO,ART0004157,ART0004104,ODP18-05515,3.0,62.1
2670,44784,CONSUNTIVO,ART0005251,ART0004104,ODP18-05515,3.0,0.0
2671,44785,CONSUNTIVO,ART0004161,ART0004104,ODP18-05515,3.0,42.0
2672,44786,CONSUNTIVO,ART0004159,ART0004104,ODP18-05515,3.0,2.1
2673,44787,CONSUNTIVO,ART0004198,ART0004104,ODP18-05515,3.0,75.23
2674,44788,CONSUNTIVO,ART0005252,ART0004104,ODP18-05515,3.0,0.0
2675,44789,CONSUNTIVO,ART0005256,ART0004104,ODP18-05515,3.0,0.0
2676,44790,CONSUNTIVO,ART0005255,ART0004104,ODP18-05515,3.0,0.0
2677,44791,CONSUNTIVO,ART0005424,ART0004104,ODP18-05515,3.0,0.0
2678,44792,CONSUNTIVO,ART0004154,ART0004104,ODP18-05515,6.0,2.1
2679,44793,CONSUNTIVO,ART0005257,ART0004104,ODP18-05515,6.0,50.7
2680,44794,CONSUNTIVO,ART0005258,ART0004104,ODP18-05515,3.0,19.8
2681,44795,CONSUNTIVO,ART0004147,ART0004104,ODP18-05515,3.0,46.5
2682,44796,CONSUNTIVO,ART0004148,ART0004104,ODP18-05515,3.0,44.71
2683,44797,CONSUNTIVO,ART0004149,ART0004104,ODP18-05515,3.0,7.8
2684,44798,CONSUNTIVO,ART0004150,ART0004104,ODP18-05515,3.0,8.35
2685,44799,CONSUNTIVO,ART0004151,ART0004104,ODP18-05515,3.0,7.57
2686,44800,CONSUNTIVO,ART0004152,ART0004104,ODP18-05515,3.0,49.08
2687,44801,CONSUNTIVO,ART0004153,ART0004104,ODP18-05515,3.0,28.8
2688,44802,CONSUNTIVO,ART0005259,ART0004104,ODP18-05515,3.0,3.0
2689,44803,CONSUNTIVO,ART0004155,ART0004104,ODP18-05515,3.0,4.05
