,NrMovimento,budget/cons,NrArticolo,NrOrigine,Quantity,ImportoVenditaInValutaLocaleTOTALEVENDITA
0,21621,BUDGET,ART0001433,C00140,4,18.8
1,21629,BUDGET,ART0001610,C00140,12,145.28
2,21631,BUDGET,ART0003269,C00140,24,933.99
3,21633,BUDGET,ART0002249,C00140,1,36.33
4,21634,BUDGET,ART0002370,C00140,1,65.72
5,21635,BUDGET,ART0003099,C00140,2,60.54
6,21636,BUDGET,ART0001252,C00140,1,220.9
7,21637,BUDGET,ART0001252,C00140,1,220.9
8,21640,BUDGET,ART0001497,C00140,1,20.68
9,21641,BUDGET,ART0001497,C00140,1,20.68
10,21642,BUDGET,ART0001653,C00140,3,50.76
11,21643,BUDGET,ART0001653,C00140,3,50.76
12,21644,BUDGET,ART0001739,C00140,1,79.9
13,21645,BUDGET,ART0001739,C00140,1,79.9
14,21648,BUDGET,ART0002271,C00140,1,150.4
15,21649,BUDGET,ART0002271,C00140,1,150.4
16,21652,BUDGET,ART0002829,C00140,3,84.6
17,21653,BUDGET,ART0002829,C00140,3,84.6
18,21654,BUDGET,ART0002918,C00140,1,117.5
19,21655,BUDGET,ART0002918,C00140,1,117.5
20,21656,BUDGET,ART0002919,C00140,1,117.5
21,21657,BUDGET,ART0002919,C00140,1,117.5
22,21658,BUDGET,ART0003309,C00140,3,28.2
23,21659,BUDGET,ART0003309,C00140,3,28.2
24,21660,BUDGET,ART0003310,C00140,5,37.6
25,21661,BUDGET,ART0003310,C00140,5,37.6
26,21668,BUDGET,ART0001180,C00140,5,180.95
27,21669,BUDGET,ART0001566,C00140,15,63.45
28,21676,BUDGET,ART0000849,C00140,2,690.9
29,21677,BUDGET,ART0000762,C00140,10,3365.2
30,21678,BUDGET,ART0000795,C00140,8,1767.2
31,21679,BUDGET,ART0000772,C00140,1,374.12
32,21680,BUDGET,ART0000756,C00140,2,545.2
33,21681,BUDGET,ART0000788,C00140,1,310.2
34,21740,BUDGET,ART0005136,C00461,2,95.0
35,21748,BUDGET,ART0004386,C00004,50,325.0
36,21751,BUDGET,ART0000635,C00004,12,180.0
37,21815,BUDGET,ART0005136,C00455,1,16.0
38,21816,BUDGET,ART0005136,C00455,1,16.0
39,21818,BUDGET,ART0002214,C00140,1,89.3
40,21824,BUDGET,ART0003101,C00140,5,103.4
41,21827,BUDGET,ART0000756,C00140,5,1363.0
42,21828,BUDGET,ART0001017,C00140,1,291.4
43,21829,BUDGET,ART0001017,C00140,1,291.4
44,21830,BUDGET,ART0000825,C00140,2,676.8
45,21967,BUDGET,ART0005136,C00455,1,10.0
46,22006,BUDGET,ART0003578,C00094,2,20.0
47,22007,BUDGET,ART0003578,C00094,2,20.0
48,22008,BUDGET,ART0003580,C00094,2,26.0
49,22009,BUDGET,ART0003580,C00094,2,26.0
50,22012,BUDGET,ART0003613,C00094,4,108.0
51,22018,BUDGET,ART0003782,C00094,4,76.0
52,22021,BUDGET,ART0005136,C00094,1,17.0
53,22058,BUDGET,ART0002145,C00140,1,79.9
54,22059,BUDGET,ART0002513,C00140,4,135.36
55,22060,BUDGET,ART0002551,C00140,3,1156.2
56,22061,BUDGET,ART0002424,C00140,6,78.96
57,22062,BUDGET,ART0001253,C00140,1,79.9
58,22063,BUDGET,ART0001741,C00140,1,169.2
59,22095,BUDGET,ART0003785,C00094,6,84.0
60,22096,BUDGET,ART0003785,C00094,6,84.0
61,22101,BUDGET,ART0003785,C00094,4,56.0
62,22165,BUDGET,ART0000625,C00004,5,490.0
63,22166,BUDGET,ART0000627,C00004,20,460.0
64,22167,BUDGET,ART0000639,C00004,7,136.5
65,22168,BUDGET,ART0005136,C00004,1,0.0
66,22169,BUDGET,ART0005136,C00004,1,0.0
67,22170,BUDGET,ART0005136,C00004,1,0.0
68,22171,BUDGET,ART0005136,C00004,1,0.0
69,22172,BUDGET,ART0005136,C00004,1,75.0
70,22173,BUDGET,ART0005136,C00004,1,300.0
71,22196,BUDGET,ART0005136,C00017,1,130.0
72,22222,BUDGET,ART0000758,C00140,6,1655.9
73,22223,BUDGET,ART0000850,C00140,5,1480.5
74,22226,BUDGET,ART0002740,C00140,20,394.8
75,22227,BUDGET,ART0002740,C00140,20,394.8
76,22228,BUDGET,ART0001743,C00140,3,2412.8
77,22230,BUDGET,ART0002451,C00140,3,765.35
78,22231,BUDGET,ART0002552,C00140,3,90.8
79,22239,BUDGET,ART0002012,C00140,2,127.84
80,22244,BUDGET,ART0002385,C00140,6,219.96
81,22246,BUDGET,ART0001154,C00140,14,144.76
82,22297,BUDGET,ART0001188,C00140,1,31.02
83,22298,BUDGET,ART0001214,C00140,1,178.6
84,22299,BUDGET,ART0002132,C00140,1,63.92
85,22300,BUDGET,ART0002144,C00140,1,63.92
86,22301,BUDGET,ART0002511,C00140,1,61.1
87,22302,BUDGET,ART0002274,C00140,2,357.2
88,22303,BUDGET,ART0002102,C00140,4,109.04
89,22304,BUDGET,ART0002366,C00140,4,276.74
90,22344,BUDGET,ART0005136,C00004,1,13.0
91,22348,BUDGET,ART0003824,C00026,20,220.0
92,22349,BUDGET,ART0000308,C00026,10,200.0
93,22360,BUDGET,ART0002997,C00140,2,460.6
94,22361,BUDGET,ART0003197,C00140,2,48.88
95,22362,BUDGET,ART0001228,C00140,1,0.0
96,22363,BUDGET,ART0001238,C00140,1,0.0
97,22366,BUDGET,ART0001228,C00140,1,0.0
98,22367,BUDGET,ART0001238,C00140,1,0.0
99,22369,BUDGET,ART0001228,C00140,1,12.97
100,22370,BUDGET,ART0001238,C00140,1,17.86
101,22405,BUDGET,ART0001422,C00140,12,51.89
102,22406,BUDGET,ART0002753,C00140,1,103.4
103,22428,BUDGET,ART0000645,C00004,13,390.0
104,22429,BUDGET,ART0005136,C00004,4,40.0
105,22430,BUDGET,ART0005136,C00004,4,196.0
106,22500,BUDGET,ART0005136,C00458,1,35.0
107,22520,BUDGET,ART0005136,C00236,1,2100.0
108,22527,BUDGET,ART0004099,C00297,1,905.0
109,22535,BUDGET,ART0004146,C00297,25,3650.0
110,22723,BUDGET,ART0003824,C00026,20,220.0
111,22724,BUDGET,ART0000128,C00026,5,140.0
112,22725,BUDGET,ART0000312,C00026,20,320.0
113,22727,BUDGET,ART0000313,C00026,6,168.0
114,22728,BUDGET,ART0000630,C00004,21,630.0
115,22729,BUDGET,ART0000645,C00004,10,300.0
116,22731,BUDGET,ART0000630,C00004,10,340.0
117,22732,BUDGET,ART0000644,C00004,10,450.0
118,22735,BUDGET,ART0000752,C00140,1,428.64
119,22744,BUDGET,ART0000805,C00140,1,460.6
120,22747,BUDGET,ART0001500,C00140,1,45.12
121,22750,BUDGET,ART0002273,C00140,1,122.2
122,22753,BUDGET,ART0002996,C00140,2,498.2
123,22761,BUDGET,ART0002102,C00140,4,109.04
124,22762,BUDGET,ART0002385,C00140,6,219.96
125,22763,BUDGET,ART0002385,C00140,6,219.96
126,22771,BUDGET,ART0003132,C00140,2,35.72
127,22772,BUDGET,ART0003844,C00140,1,30.08
128,22847,BUDGET,ART0005136,C00465,1,320.0
129,22881,BUDGET,ART0002513,C00140,4,135.36
130,22890,BUDGET,ART0001593,C00140,4,37.6
131,22960,BUDGET,ART0000795,C00140,1,220.9
132,22961,BUDGET,ART0000782,C00140,3,831.9
133,22962,BUDGET,ART0000762,C00140,10,3365.2
134,22963,BUDGET,ART0000804,C00140,3,1247.85
135,22972,BUDGET,ART0003160,C00140,1,89.3
136,22973,BUDGET,ART0001249,C00140,1,65.8
137,22975,BUDGET,ART0002010,C00140,1,47.0
138,22976,BUDGET,ART0002267,C00140,2,184.24
139,22977,BUDGET,ART0003135,C00140,1,32.9
140,22980,BUDGET,ART0002793,C00140,20,714.4
141,22984,BUDGET,ART0002139,C00140,1,64.86
142,22985,BUDGET,ART0002140,C00140,1,72.65
143,23013,BUDGET,ART0000825,C00140,1,338.4
144,23014,BUDGET,ART0000825,C00140,2,676.8
145,23022,BUDGET,ART0005136,C00004,1,15.0
146,23148,BUDGET,ART0002866,C00140,2,144.76
147,23149,BUDGET,ART0000756,C00140,5,1363.0
148,23150,BUDGET,ART0000762,C00140,15,5047.8
149,23179,BUDGET,ART0003780,C00094,18,288.0
150,23180,BUDGET,ART0003785,C00094,12,168.0
151,23183,BUDGET,ART0003610,C00094,8,200.0
152,23184,BUDGET,ART0003642,C00094,1,23.0
153,23185,BUDGET,ART0003704,C00094,1,48.0
154,23190,BUDGET,ART0003780,C00094,24,384.0
155,23199,BUDGET,ART0000848,C00140,15,2538.0
156,23315,BUDGET,ART0000795,C00140,19,4197.1
157,23322,BUDGET,ART0000131,C00026,2,66.0
158,23402,BUDGET,ART0000690,C00004,10,690.0
159,23405,BUDGET,ART0004385,C00004,20,180.0
160,23436,BUDGET,ART0002895,C00140,1,158.86
161,23437,BUDGET,ART0002896,C00140,1,155.1
162,23612,BUDGET,ART0002385,C00140,6,220.04
163,23613,BUDGET,ART0003189,C00140,4,75.23
164,23616,BUDGET,ART0002882,C00140,1,216.27
165,23628,BUDGET,ART0001659,C00140,12,180.54
166,23645,BUDGET,ART0001659,C00140,12,180.54
167,23658,BUDGET,ART0001154,C00140,15,155.16
168,23659,BUDGET,ART0001433,C00140,4,18.8
169,23668,BUDGET,ART0002210,C00140,1,23.36
170,23676,BUDGET,ART0000853,C00140,8,2422.3
171,23677,BUDGET,ART0000765,C00140,1,362.03
172,23678,BUDGET,ART0000853,C00140,3,908.36
173,23682,BUDGET,ART0002740,C00140,20,394.94
174,23686,BUDGET,ART0001628,C00140,12,146.69
175,23687,BUDGET,ART0001628,C00140,6,73.35
176,23688,BUDGET,ART0001628,C00140,12,146.69
177,23712,BUDGET,ART0005136,C00458,1,35.0
178,23713,BUDGET,ART0005136,C00084,1,36.0
179,23714,BUDGET,ART0005136,C00084,1,50.0
180,23715,BUDGET,ART0005136,C00084,16,48.0
181,23766,BUDGET,ART0000125,C00026,1,270.0
182,23773,BUDGET,ART0000625,C00004,5,490.0
183,23774,BUDGET,ART0000627,C00004,20,460.0
184,23775,BUDGET,ART0000635,C00004,10,150.0
185,23776,BUDGET,ART0000644,C00004,10,450.0
186,23777,BUDGET,ART0000645,C00004,10,300.0
187,23863,BUDGET,ART0005136,C00084,1,90.0
188,23985,BUDGET,ART0005136,C00020,20,4400.0
189,24024,BUDGET,ART0002859,C00140,7,1204.57
190,24025,BUDGET,ART0002860,C00140,7,1204.57
191,24029,BUDGET,ART0002210,C00140,1,23.36
192,24073,BUDGET,ART0004084,C00297,1,1040.0
193,24115,BUDGET,ART0002042,C00140,7,638.49
194,24125,BUDGET,ART0002886,C00140,1,126.94
195,24128,BUDGET,ART0000782,C00140,4,1109.6
196,24129,BUDGET,ART0000752,C00140,6,2572.76
197,24130,BUDGET,ART0000757,C00140,1,399.64
198,24158,BUDGET,ART0000782,C00140,1,277.4
199,24212,BUDGET,ART0000643,C00004,10,100.0
200,24215,BUDGET,ART0004410,C00004,2,122.0
201,24221,BUDGET,ART0000848,C00140,13,2200.39
202,24223,BUDGET,ART0004941,C00456,8,600.0
203,24224,BUDGET,ART0004942,C00456,8,480.0
204,24226,BUDGET,ART0004944,C00456,8,28.0
205,24228,BUDGET,ART0004946,C00456,16,832.0
206,24229,BUDGET,ART0004947,C00456,8,176.0
207,24235,BUDGET,ART0005091,C00456,4,96.0
208,24342,BUDGET,ART0000129,C00026,5,0.0
209,24343,BUDGET,ART0000129,C00026,5,0.0
210,24344,BUDGET,ART0000129,C00026,5,725.0
211,24376,BUDGET,ART0005136,C00003,3,270.0
212,24408,BUDGET,ART0000795,C00140,10,2209.79
213,24409,BUDGET,ART0000848,C00140,2,338.52
214,24411,BUDGET,ART0001615,C00140,28,394.94
215,24412,BUDGET,ART0001422,C00140,12,51.91
216,24415,BUDGET,ART0003268,C00140,1,4.75
217,24416,BUDGET,ART0001261,C00140,1,11.29
218,24418,BUDGET,ART0001263,C00140,1,12.23
219,24419,BUDGET,ART0001587,C00140,3,29.84
220,24420,BUDGET,ART0002598,C00140,1,84.63
221,24425,BUDGET,ART0000697,C00004,4,280.0
222,24483,BUDGET,ART0000783,C00140,2,546.55
223,24484,BUDGET,ART0000783,C00140,2,546.56
224,24485,BUDGET,ART0000804,C00140,1,415.95
225,24486,BUDGET,ART0000748,C00140,49,3776.92
226,24488,BUDGET,ART0003164,C00140,1,84.6
227,24614,BUDGET,ART0000752,C00140,6,2572.76
228,24615,BUDGET,ART0000757,C00140,1,399.64
229,24616,BUDGET,ART0000765,C00140,1,362.03
230,24617,BUDGET,ART0000782,C00140,4,1109.6
231,24618,BUDGET,ART0000782,C00140,1,277.4
232,24620,BUDGET,ART0000795,C00140,10,2209.79
233,24622,BUDGET,ART0000848,C00140,13,2200.39
234,24623,BUDGET,ART0000848,C00140,2,338.52
235,24624,BUDGET,ART0000853,C00140,8,2422.3
236,24625,BUDGET,ART0000853,C00140,3,908.36
237,24626,BUDGET,ART0001154,C00140,15,155.16
238,24631,BUDGET,ART0001261,C00140,1,11.29
239,24633,BUDGET,ART0001263,C00140,1,12.23
240,24634,BUDGET,ART0001422,C00140,12,51.91
241,24635,BUDGET,ART0001433,C00140,4,18.8
242,24658,BUDGET,ART0001587,C00140,3,29.84
243,24661,BUDGET,ART0001615,C00140,28,394.94
244,24662,BUDGET,ART0001628,C00140,12,146.69
245,24663,BUDGET,ART0001628,C00140,6,73.35
246,24664,BUDGET,ART0001628,C00140,12,146.69
247,24667,BUDGET,ART0001659,C00140,12,180.54
248,24668,BUDGET,ART0001659,C00140,12,180.54
249,24675,BUDGET,ART0002042,C00140,7,638.49
250,24679,BUDGET,ART0002210,C00140,1,23.36
251,24680,BUDGET,ART0002210,C00140,1,23.36
252,24690,BUDGET,ART0002385,C00140,6,220.04
253,24697,BUDGET,ART0002598,C00140,1,84.63
254,24701,BUDGET,ART0002740,C00140,20,394.94
255,24714,BUDGET,ART0002859,C00140,7,1204.57
256,24715,BUDGET,ART0002860,C00140,7,1204.57
257,24717,BUDGET,ART0002882,C00140,1,216.27
258,24718,BUDGET,ART0002886,C00140,1,126.94
259,24745,BUDGET,ART0003189,C00140,4,75.23
260,24749,BUDGET,ART0003268,C00140,1,4.75
261,24757,BUDGET,ART0000752,C00140,6,2572.76
262,24758,BUDGET,ART0000757,C00140,1,399.64
263,24759,BUDGET,ART0000765,C00140,1,362.03
264,24760,BUDGET,ART0000782,C00140,4,1109.6
265,24761,BUDGET,ART0000782,C00140,1,277.4
266,24763,BUDGET,ART0000795,C00140,10,2209.79
267,24765,BUDGET,ART0000848,C00140,13,2200.39
268,24766,BUDGET,ART0000848,C00140,2,338.52
269,24767,BUDGET,ART0000853,C00140,8,2422.3
270,24768,BUDGET,ART0000853,C00140,3,908.36
271,24769,BUDGET,ART0001154,C00140,15,155.16
272,24774,BUDGET,ART0001261,C00140,1,11.29
273,24776,BUDGET,ART0001263,C00140,1,12.23
274,24777,BUDGET,ART0001422,C00140,12,51.91
275,24778,BUDGET,ART0001433,C00140,4,18.8
276,24801,BUDGET,ART0001587,C00140,3,29.84
277,24804,BUDGET,ART0001615,C00140,28,394.94
278,24805,BUDGET,ART0001628,C00140,12,146.69
279,24806,BUDGET,ART0001628,C00140,6,73.35
280,24807,BUDGET,ART0001628,C00140,12,146.69
281,24810,BUDGET,ART0001659,C00140,12,180.54
282,24811,BUDGET,ART0001659,C00140,12,180.54
283,24818,BUDGET,ART0002042,C00140,7,638.49
284,24822,BUDGET,ART0002210,C00140,1,23.36
285,24823,BUDGET,ART0002210,C00140,1,23.36
286,24833,BUDGET,ART0002385,C00140,6,220.04
287,24840,BUDGET,ART0002598,C00140,1,84.63
288,24844,BUDGET,ART0002740,C00140,20,394.94
289,24857,BUDGET,ART0002859,C00140,7,1204.57
290,24858,BUDGET,ART0002860,C00140,7,1204.57
291,24860,BUDGET,ART0002882,C00140,1,216.27
292,24861,BUDGET,ART0002886,C00140,1,126.94
293,24888,BUDGET,ART0003189,C00140,4,75.23
294,24892,BUDGET,ART0003268,C00140,1,4.75
295,24907,BUDGET,ART0000893,C00001,2,250.0
296,24908,BUDGET,ART0005136,C00004,1,20.0
297,24936,BUDGET,ART0002041,C00140,7,230.3
298,24937,BUDGET,ART0002133,C00140,7,1184.4
299,25086,BUDGET,ART0005136,C00094,1,150.0
300,25089,BUDGET,ART0005136,C00018,1,150.0
301,25093,BUDGET,ART0000312,C00026,16,256.0
302,25099,BUDGET,ART0005028,C00026,1,350.0
303,25108,BUDGET,ART0000783,C00140,2,546.55
304,25109,BUDGET,ART0000795,C00140,10,2209.0
305,25111,BUDGET,ART0000851,C00140,15,2529.54
306,25113,BUDGET,ART0000804,C00140,1,415.95
307,25115,BUDGET,ART0000850,C00140,6,1776.6
308,25117,BUDGET,ART0002148,C00140,3,111.56
309,25124,BUDGET,ART0002385,C00140,6,219.96
310,25125,BUDGET,ART0002012,C00140,1,63.92
311,25129,BUDGET,ART0002010,C00140,1,47.0
312,25130,BUDGET,ART0003135,C00140,1,32.9
313,25132,BUDGET,ART0002740,C00140,20,394.8
314,25133,BUDGET,ART0002107,C00140,3,28.2
315,25135,BUDGET,ART0005136,C00140,1,143.35
316,25137,BUDGET,ART0002224,C00140,16,1173.12
317,25138,BUDGET,ART0002366,C00140,16,1106.95
318,25139,BUDGET,ART0002793,C00140,60,2143.2
319,25140,BUDGET,ART0003189,C00140,36,676.8
320,25143,BUDGET,ART0002228,C00140,1,87.42
321,25146,BUDGET,ART0002416,C00140,4,22.56
322,25149,BUDGET,ART0002958,C00140,1,82.25
323,25150,BUDGET,ART0002959,C00140,1,130.66
324,25154,BUDGET,ART0001493,C00140,1,42.3
325,25155,BUDGET,ART0001636,C00140,4,56.4
326,25156,BUDGET,ART0002228,C00140,1,87.42
327,25157,BUDGET,ART0002263,C00140,1,126.9
328,25158,BUDGET,ART0002416,C00140,12,67.68
329,25161,BUDGET,ART0002958,C00140,1,82.25
330,25162,BUDGET,ART0002959,C00140,1,130.66
331,25163,BUDGET,ART0003195,C00140,2,131.6
332,25177,BUDGET,ART0003132,C00140,2,35.72
333,25178,BUDGET,ART0003844,C00140,1,30.08
334,25181,BUDGET,ART0001497,C00140,1,20.68
335,25182,BUDGET,ART0002271,C00140,1,150.4
336,25184,BUDGET,ART0002829,C00140,3,84.6
337,25186,BUDGET,ART0001497,C00140,1,20.68
338,25187,BUDGET,ART0001739,C00140,1,79.9
339,25188,BUDGET,ART0002271,C00140,1,150.4
340,25190,BUDGET,ART0002829,C00140,3,84.6
341,25203,BUDGET,ART0000628,C00004,10,1500.0
342,25204,BUDGET,ART0000645,C00004,10,300.0
343,25205,BUDGET,ART0000643,C00004,10,100.0
344,25206,BUDGET,ART0000644,C00004,12,540.0
345,25274,BUDGET,ART0000762,C00140,10,3365.2
346,25333,BUDGET,ART0001745,C00140,1,357.2
347,25334,BUDGET,ART0002262,C00140,1,169.2
348,25335,BUDGET,ART0002455,C00140,1,545.2
349,25336,BUDGET,ART0002580,C00140,1,263.2
350,25337,BUDGET,ART0002581,C00140,1,286.7
351,25338,BUDGET,ART0001264,C00140,1,11.28
352,25344,BUDGET,ART0001185,C00140,4,109.04
353,25345,BUDGET,ART0002866,C00140,4,289.52
354,25393,BUDGET,ART0001637,C00140,4,488.8
355,25395,BUDGET,ART0001741,C00140,1,169.2
356,25397,BUDGET,ART0001653,C00140,3,50.76
357,25399,BUDGET,ART0001653,C00140,3,50.76
358,25402,BUDGET,ART0002267,C00140,2,184.24
359,25403,BUDGET,ART0002139,C00140,1,64.86
360,25404,BUDGET,ART0002140,C00140,1,72.64
361,25441,BUDGET,ART0005136,C00455,4,200.0
362,25454,BUDGET,ART0000811,C00140,2,1485.2
363,25456,BUDGET,ART0001267,C00140,1,47.0
364,25459,BUDGET,ART0001739,C00140,1,79.9
365,25465,BUDGET,ART0002456,C00140,1,327.12
366,25466,BUDGET,ART0002988,C00140,1,216.2
367,25467,BUDGET,ART0002989,C00140,1,225.6
368,25468,BUDGET,ART0002990,C00140,1,169.2
369,25507,BUDGET,ART0005136,C00004,50,150.0
370,25531,BUDGET,ART0005136,C00455,1,16.0
371,25532,BUDGET,ART0005136,C00455,1,16.0
372,25580,BUDGET,ART0000783,C00140,6,1639.66
373,25583,BUDGET,ART0003105,C00140,1,52.64
374,25584,BUDGET,ART0001733,C00140,5,329.0
375,25595,BUDGET,ART0001252,C00140,1,220.9
376,25597,BUDGET,ART0003309,C00140,3,28.2
377,25598,BUDGET,ART0003310,C00140,5,37.6
378,25599,BUDGET,ART0001252,C00140,1,220.9
379,25601,BUDGET,ART0003309,C00140,3,28.2
380,25602,BUDGET,ART0003310,C00140,5,37.6
381,25606,BUDGET,ART0002836,C00140,21,1223.88
382,25615,BUDGET,ART0002918,C00140,1,117.5
383,25616,BUDGET,ART0002919,C00140,1,117.5
384,25617,BUDGET,ART0002918,C00140,1,117.5
385,25618,BUDGET,ART0002919,C00140,1,117.5
386,25621,BUDGET,ART0002895,C00140,1,158.86
387,25622,BUDGET,ART0002896,C00140,1,155.1
388,25697,BUDGET,ART0002109,C00140,4,15.04
389,25715,BUDGET,ART0005136,C00004,1,38.0
390,25724,BUDGET,ART0000853,C00140,6,1816.08
391,25725,BUDGET,ART0000790,C00140,1,592.2
392,25736,BUDGET,ART0001180,C00140,6,217.14
393,25737,BUDGET,ART0001566,C00140,18,76.14
394,25738,BUDGET,ART0003101,C00140,6,124.08
395,25739,BUDGET,ART0005136,C00140,1,169.2
396,25790,BUDGET,ART0000853,C00140,2,605.36
397,25818,BUDGET,ART0003612,C00094,4,100.0
398,25878,BUDGET,ART0000786,C00140,1,334.27
399,25892,BUDGET,ART0000779,C00140,2,924.96
400,26001,BUDGET,ART0001590,C00140,3,13.26
401,26004,BUDGET,ART0002498,C00140,2,107.25
402,26008,BUDGET,ART0000847,C00140,2,507.69
403,26009,BUDGET,ART0002102,C00140,4,109.06
404,26021,BUDGET,ART0001515,C00140,1,269.83
405,26023,BUDGET,ART0001669,C00140,4,120.34
406,26024,BUDGET,ART0001670,C00140,4,101.54
407,26025,BUDGET,ART0002017,C00140,1,372.31
408,26026,BUDGET,ART0002018,C00140,1,169.23
409,26027,BUDGET,ART0002019,C00140,1,84.61
410,26029,BUDGET,ART0002284,C00140,1,258.55
411,26032,BUDGET,ART0002718,C00140,1,460.68
412,26033,BUDGET,ART0002719,C00140,1,460.69
413,26034,BUDGET,ART0003275,C00140,8,67.69
414,26075,BUDGET,ART0002530,C00140,1,41.37
415,26081,BUDGET,ART0005136,C00140,1,430.13
416,26150,BUDGET,ART0000630,C00004,21,630.0
417,26151,BUDGET,ART0000643,C00004,20,200.0
418,26152,BUDGET,ART0000644,C00004,10,450.0
419,26153,BUDGET,ART0000645,C00004,10,300.0
420,26383,BUDGET,ART0005026,C00026,1,450.0
421,26397,BUDGET,ART0002793,C00140,20,714.53
422,26399,BUDGET,ART0001994,C00140,8,172.99
423,26400,BUDGET,ART0001265,C00140,1,0.0
424,26401,BUDGET,ART0001266,C00140,1,0.0
425,26403,BUDGET,ART0001265,C00140,1,0.0
426,26404,BUDGET,ART0001266,C00140,1,0.0
427,26406,BUDGET,ART0001265,C00140,1,1269.24
428,26407,BUDGET,ART0001266,C00140,1,611.11
429,26409,BUDGET,ART0001154,C00140,24,248.21
430,26411,BUDGET,ART0001433,C00140,8,37.6
431,26534,BUDGET,ART0005136,C00004,42,210.0
432,26535,BUDGET,ART0005136,C00004,12,60.0
433,26558,BUDGET,ART0004386,C00004,3,21.0
434,26559,BUDGET,ART0004386,C00004,15,105.0
435,26573,BUDGET,ART0000853,C00140,10,3027.36
436,26575,BUDGET,ART0003277,C00140,11,434.36
437,26579,BUDGET,ART0002502,C00140,7,184.28
438,26590,BUDGET,ART0005136,C00140,1,32.91
439,26591,BUDGET,ART0005136,C00140,1,122.22
440,26680,BUDGET,ART0005136,C00458,12,300.0
441,26707,BUDGET,ART0001046,C00471,1,44.32
442,26708,BUDGET,ART0001046,C00471,1,44.32
443,26709,BUDGET,ART0001047,C00471,1,67.0
444,26710,BUDGET,ART0001047,C00471,1,67.0
445,26722,BUDGET,ART0001095,C00471,1,39.4
446,26759,BUDGET,ART0003578,C00094,6,60.0
447,26760,BUDGET,ART0003580,C00094,6,78.0
448,26770,BUDGET,ART0002385,C00140,6,220.0
449,26771,BUDGET,ART0002172,C00140,1,48.88
450,26775,BUDGET,ART0001218,C00140,1,7.78
451,26869,BUDGET,ART0000848,C00140,15,2538.47
452,26870,BUDGET,ART0002740,C00140,20,394.88
453,26871,BUDGET,ART0000779,C00140,2,925.13
454,26994,BUDGET,ART0003824,C00026,20,220.0
455,27035,BUDGET,ART0001162,C00140,1,366.67
456,27037,BUDGET,ART0001609,C00140,6,33.85
457,27039,BUDGET,ART0001993,C00140,1,77.85
458,27045,BUDGET,ART0000797,C00140,1,446.58
459,27047,BUDGET,ART0000772,C00140,1,374.19
460,27058,BUDGET,ART0000638,C00004,10,180.0
461,27066,BUDGET,ART0004420,C00004,9,171.0
462,27124,BUDGET,ART0001272,C00140,11,1137.61
463,27125,BUDGET,ART0002107,C00140,3,28.21
464,27135,BUDGET,ART0000697,C00004,4,280.0
465,27204,BUDGET,ART0005011,C00026,2,380.0
466,27206,BUDGET,ART0000116,C00026,2,468.0
467,27218,BUDGET,ART0000641,C00004,5,240.0
468,27219,BUDGET,ART0005136,C00004,1,13.0
469,27220,BUDGET,ART0005136,C00004,1,13.0
470,27309,BUDGET,ART0001110,C00471,1,95.0
471,27312,BUDGET,ART0001113,C00471,1,40.0
472,27316,BUDGET,ART0001117,C00471,1,450.0
473,27328,BUDGET,ART0001129,C00471,1,125.0
474,27336,BUDGET,ART0001129,C00471,1,125.0
475,27423,BUDGET,ART0000784,C00140,2,639.2
476,27426,BUDGET,ART0001170,C00140,1,131.6
477,27427,BUDGET,ART0002079,C00140,12,103.78
478,27428,BUDGET,ART0002107,C00140,3,28.2
479,27429,BUDGET,ART0002385,C00140,6,219.96
480,27431,BUDGET,ART0002102,C00140,4,109.04
481,27432,BUDGET,ART0002385,C00140,6,219.96
482,27433,BUDGET,ART0002370,C00140,1,65.72
483,27434,BUDGET,ART0002107,C00140,3,28.2
484,27436,BUDGET,ART0002530,C00140,1,41.36
485,27483,BUDGET,ART0000312,C00026,16,256.0
486,27484,BUDGET,ART0000320,C00026,3,177.0
487,27486,BUDGET,ART0000151,C00026,1,85.0
488,27487,BUDGET,ART0000152,C00026,1,57.0
489,27494,BUDGET,ART0004373,C00004,102,2142.0
490,27495,BUDGET,ART0004374,C00004,102,1632.0
491,27516,BUDGET,ART0002148,C00140,3,111.56
492,27518,BUDGET,ART0003197,C00140,1,24.44
493,27523,BUDGET,ART0001149,C00140,5,90.8
494,27526,BUDGET,ART0001590,C00140,3,13.26
495,27529,BUDGET,ART0001190,C00140,2,33.84
496,27530,BUDGET,ART0001492,C00140,1,5.64
497,27531,BUDGET,ART0002173,C00140,1,61.1
498,27532,BUDGET,ART0001190,C00140,2,33.84
499,27533,BUDGET,ART0001190,C00140,2,33.84
500,27534,BUDGET,ART0001492,C00140,1,5.64
501,27535,BUDGET,ART0001492,C00140,1,5.64
502,27536,BUDGET,ART0002173,C00140,1,61.1
503,27537,BUDGET,ART0002173,C00140,1,61.1
504,27545,BUDGET,ART0000762,C00140,10,0.0
505,27546,BUDGET,ART0000762,C00140,10,0.0
506,27547,BUDGET,ART0000762,C00140,10,3365.2
507,27548,BUDGET,ART0000847,C00140,1,253.8
508,27567,BUDGET,ART0000313,C00026,6,168.0
509,27606,BUDGET,ART0000795,C00140,10,2209.0
510,27607,BUDGET,ART0000795,C00140,8,1767.2
511,27608,BUDGET,ART0002476,C00140,5,60.54
512,27651,BUDGET,ART0000752,C00140,6,2571.84
513,27652,BUDGET,ART0002152,C00140,4,56.4
