,NrArticolo,ImpiegoStandard,ImpiegoEffettivo,scostamento
465,ART0004711,44.66,206.98846666666665,-162.32846666666666
466,ART0004717,8.45,8.514999999999999,-0.0649999999999995
467,ART0004718,0.36,1.6662857142857141,-1.306285714285714
468,ART0004724,3.11,3.09765873015873,0.01234126984126993
469,ART0004725,2.38,1.5800898100172711,0.7999101899827288
470,ART0004726,0.95,0.9401298701298701,0.009870129870129807
471,ART0004727,3.8,3.790117035110533,0.009882964889466717
472,ART0004737,8.0,8.133333333333335,-0.13333333333333464
473,ART0004836,260.0,130.0,130.0
474,ART0004880,12.13,4.102794117647059,8.027205882352941
475,ART0004885,36.73,31.367535321821034,5.362464678178963
476,ART0004886,278.26,317.4628690629011,-39.20286906290113
477,ART0004889,40.0,78893.33333333334,-78853.33333333334
478,ART0004898,3.13,4.514423076923077,-1.3844230769230768
479,ART0004901,3.44,5.628589743589743,-2.1885897435897435
480,ART0004902,106.7,153.89423076923077,-47.19423076923077
481,ART0004904,11.17,16.87467857142857,-5.7046785714285715
482,ART0004919,31.439999999999998,93.68413483146067,-62.24413483146067
483,ART0004924,94.31,187.34840449438204,-93.03840449438204
484,ART0004941,55.68,108.88533333333334,-53.205333333333336
485,ART0004942,17.48,57.43428571428572,-39.95428571428572
486,ART0004944,1.0,3.4285714285714284,-2.4285714285714284
487,ART0004946,15.81,32.998174342105266,-17.188174342105263
488,ART0004947,5.24,13.100000000000001,-7.860000000000001
489,ART0005011,39.73,19.297428571428572,20.432571428571425
490,ART0005026,63.02,68.48173333333334,-5.461733333333335
491,ART0005028,497.26,144.65745454545453,352.60254545454546
492,ART0005029,59.71,184.0376712328767,-124.3276712328767
493,ART0005030,292.15999999999997,289.7711201962387,2.388879803761256
494,ART0005034,3.63,0.45375,3.17625
495,ART0005035,13.61,1.361,12.248999999999999
496,ART0005036,68.38,6.410625,61.969375
497,ART0005037,50.3,6.8590909090909085,43.44090909090909
498,ART0005091,3.03,3.189473684210526,-0.1594736842105262
499,ART0005109,6.97,15.8916,-8.921600000000002
500,ART0005110,74.0,407.0,-333.0
501,ART0005111,16.0,64.0,-48.0
502,ART0005112,26.0,104.0,-78.0
503,ART0005136,136.54,2689.2438017821214,-2552.7038017821214
